"","y","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"47481",0,669000,4,2.25,2390,13100,1,0,2,3,9,2670,0,1991,0,98136,47.6465,-122.011,1940,3800
"47491",0,535000,2,1.75,760,12350,1,0,0,4,7,1990,0,1985,0,98118,47.4009,-122.304,1360,8000
"47501",0,1125000,3,1.5,1720,14608,1,0,0,3,10,2810,0,1968,0,98059,47.7261,-122.293,1490,11514
"47511",0,552500,3,3.5,1870,8930,2,0,0,3,8,1440,1500,1924,0,98058,47.4826,-122.222,1320,9721
"4752",0,273000,3,3,1550,46609,1,0,0,3,7,1190,0,1979,0,98106,47.4964,-122.114,3030,7938
"47531",0,1050000,3,2,1060,609,2,0,0,3,7,1430,1800,1938,0,98019,47.6367,-122.14,3870,9650
"47541",0,843500,2,1.75,2290,24123,1,0,0,3,6,880,0,1968,0,98118,47.5333,-122.006,1180,56628
"47551",0,195000,3,1.75,3130,5000,2,0,0,4,8,2270,0,2013,0,98059,47.6517,-122.368,2870,7350
"47561",0,399000,4,2,1330,4800,1,0,0,3,6,1560,0,1918,0,98056,47.6312,-121.841,1660,37194
"47571",0,350000,3,1,2810,10005,1,0,0,3,9,3310,1000,1989,0,98003,47.6871,-122.211,1080,1430
"47581",0,386000,5,1.5,2420,10665,1,0,0,4,11,1340,0,2005,0,98011,47.6739,-122.342,1440,6440
"47591",0,1050000,2,3,1610,8000,1,0,0,3,7,1400,920,1911,0,98199,47.6344,-122.277,2480,7941
"47601",0,994900,4,1,2060,8712,1,0,0,3,7,1660,0,1978,0,98177,47.5689,-122.338,2230,9900
"47611",0,247000,2,2.25,1780,6687,2,0,0,3,7,1870,1200,1966,0,98155,47.3934,-122.057,1150,10395
"47621",0,276000,3,3.5,1590,1180,1,0,0,3,9,1300,520,1983,0,98133,47.73,-122.282,1670,6200
"47631",0,762000,4,1,1630,8681,1,0,0,4,7,1020,0,1974,0,98155,47.5074,-122.321,1480,9660
"4764",0,219950,4,3.75,1020,5100,1,0,3,3,7,1910,810,2007,0,98168,47.6911,-122.319,2230,6097
"47651",0,670000,3,2.5,1400,7620,1,0,0,5,9,810,0,1969,0,98030,47.5478,-122.199,2300,7528
"47661",0,430000,4,1.5,1690,4774,1,0,0,3,7,1060,0,1953,0,98059,47.5862,-122.182,1980,1237
"47671",0,750000,3,2.25,1310,8040,2,0,0,4,7,1410,120,1900,0,98178,47.6164,-122.308,2320,4000
"47681",0,655000,3,1,3190,3249,1,0,0,3,6,2210,800,1919,0,98118,47.312,-122.147,1510,6406
"4769",0,790000,5,2.5,4360,2614,2,0,0,3,7,1910,630,2014,0,98116,47.6176,-122.369,2650,13447
"47701",0,180000,4,2.5,1690,1849,2,0,0,3,7,1410,0,1968,0,98115,47.7512,-122.298,1720,15606
"47711",0,215000,3,1.75,2020,8067,1,0,0,5,7,870,0,1992,0,98058,47.6059,-122.213,2140,6250
"47721",0,187000,2,2,1820,9588,2.5,0,0,5,8,4130,0,1946,0,98031,47.7767,-122.021,3410,11504
"47731",0,445000,2,3.25,2620,1988,1,0,0,3,7,1910,0,1947,0,98028,47.5503,-122.308,2980,16594
"47741",0,1335000,3,1,1690,7710,1,0,0,3,7,2540,0,1990,0,98144,47.6382,-122.286,1840,4800
"47751",0,345000,3,2.5,1640,10338,1,0,0,4,10,1200,0,1966,0,98002,47.638,-122.393,2940,7440
"47761",0,551100,3,1,1430,4743,1,0,0,3,7,1190,1070,2010,0,98077,47.6876,-122.309,980,17313
"4777",0,530000,4,2.5,1740,13380,1,0,0,5,11,1080,740,1959,0,98008,47.6313,-122.221,1660,8550
"47781",0,156000,2,2,2630,750,1.5,0,0,3,7,1900,400,2001,0,98042,47.6756,-122.384,1910,21255
"47791",0,550000,2,3.25,3440,8215,2,0,0,3,7,1430,0,1991,0,98178,47.3999,-122.277,2570,4320
"47801",0,395000,2,2.25,3330,3844,1,0,0,4,7,2230,0,1945,0,98001,47.4815,-122.368,2760,10226
"4781",0,455000,2,2.5,1650,7455,1,0,0,3,8,2900,0,2014,0,98032,47.364,-122.25,1250,15120
"47821",0,550285,4,1.75,2690,20251,1.5,0,0,3,8,950,670,1925,0,98038,47.5748,-122.051,1320,3225
"47831",0,1035000,2,2.5,1780,6490,1,0,0,3,7,1489,1060,1957,0,98107,47.4702,-122.284,2190,7725
"47841",0,340000,4,1.75,3560,8499,1,0,0,3,9,2290,0,1987,0,98133,47.5573,-121.744,1620,7210
"47851",0,387500,4,2.5,1800,8240,1,0,0,3,6,1310,0,1923,0,98059,47.7499,-122.171,3040,6180
"47861",0,529950,3,1.75,3700,1988,2,0,2,3,8,910,1090,1995,0,98178,47.6978,-122.294,2930,5900
"4787",0,360000,3,1.75,1650,4596,2,0,0,3,10,1200,0,2009,0,98028,47.6369,-122.306,1810,8910
"4788",0,1457000,2,2.5,1650,8573,2,0,2,3,8,2880,400,1929,0,98055,47.54,-122.077,920,10599
"47891",0,365000,4,2.25,2820,5796,3,0,0,3,7,820,0,2006,0,98072,47.6028,-122.372,1960,2051
"4790",0,280000,4,2.25,3250,5000,1,0,0,5,8,1350,0,1926,0,98058,47.3621,-122.331,3590,5112
"4791",0,340500,3,1.75,2820,6250,2,0,0,3,8,2557,160,1991,0,98075,47.5223,-122.085,3080,1321
"47921",0,1575000,4,2.75,3360,5250,1,0,0,3,5,3010,0,1961,0,98040,47.6724,-122.199,2200,8800
"47931",0,398000,5,2.5,1550,6127,1,0,0,3,9,3890,430,1963,0,98022,47.4262,-122.136,1420,8606
"47941",0,1950000,4,1,1340,10459,2,0,0,3,7,1180,0,1927,0,98198,47.5119,-122.242,1510,7675
"4795",0,554000,4,3.25,1950,11800,1,0,0,3,7,1470,0,2009,0,98199,47.3649,-122.342,1820,7402
"4796",0,432900,2,1,1360,7524,2,0,0,3,9,1690,0,1997,0,98074,47.6425,-122.009,2620,7350
"47971",0,1415000,2,1.5,940,6120,2,0,0,5,7,1300,1210,1940,0,98199,47.486,-122.261,1540,8250
"47981",0,380000,3,3.25,2240,8504,2,0,0,3,7,1130,0,1969,0,98040,47.7072,-122.148,1930,12123
"47991",0,505000,3,1.75,1470,34040,1,0,0,3,8,3210,0,1981,0,98001,47.7356,-122.155,1530,4800
"48001",0,355000,5,2.5,3660,5450,1.5,0,0,3,9,1870,720,2013,0,98056,47.7147,-122.164,1950,10464
"48011",0,445950,4,1,720,72309,1,0,0,3,7,1430,710,1943,0,98155,47.6929,-122.11,1410,8840
"48021",0,620000,3,2.5,2000,3012,1,0,0,4,5,1990,150,1935,0,98065,47.5632,-122.324,2270,7500
"48031",0,249950,4,1.75,980,6847,1,0,0,4,8,1460,0,1917,0,98074,47.6651,-122.3,1670,8037
"4804",0,347950,2,1.5,970,9003,1,0,0,3,8,1180,0,1957,0,98022,47.4513,-122.137,2720,15030
"4805",0,210000,3,2.5,3840,20440,1,0,0,3,7,1080,0,1986,0,98040,47.6212,-121.765,1500,3430
"4806",0,1325000,2,1.75,2500,6220,1,0,0,3,8,1250,0,1950,0,98027,47.5973,-122.218,1460,8000
"48071",0,314000,3,2.5,1700,5040,2,0,0,3,7,1850,0,1984,0,98033,47.3643,-121.841,1760,297514
"4808",0,401000,3,1.75,1230,5060,2,0,0,4,7,1660,950,1911,0,98053,47.6987,-122.297,2030,7350
"48091",0,509000,4,2.5,2100,3188,1,0,0,5,9,2570,360,1938,0,98118,47.3473,-122.268,1560,36284
"48101",0,290000,3,1.75,1820,9023,1.5,0,0,3,7,730,880,1938,0,98038,47.6955,-122.252,1300,7800
"4811",0,250250,3,3.5,3780,87625,1,0,0,3,9,1680,500,1996,0,98011,47.2899,-122.311,1680,5814
"4812",0,234950,4,2,1360,6473,2,0,0,3,7,1010,0,2003,0,98034,47.4749,-122.351,2890,10775
"48131",0,280000,3,2.25,1640,6860,1,0,0,4,7,2070,160,1977,0,98006,47.5293,-122.371,2280,16994
"48141",0,485000,5,3.5,3650,2002,1.5,0,0,3,6,900,840,1990,0,98004,47.3321,-122.116,2370,11319
"48151",0,445500,3,1,1740,7912,1,0,1,4,8,1240,0,1942,0,98122,47.5092,-122.337,2253,1249
"4816",0,339000,3,1.75,1310,4000,2,0,2,3,7,1700,0,2014,0,98004,47.6692,-122.302,1400,39750
"48171",0,1640000,4,1,1820,9488,1,0,0,5,6,1130,0,2003,0,98188,47.4421,-122.36,1750,6396
"48181",0,495800,4,3.75,1830,2104,1,0,0,3,8,1170,350,2006,0,98115,47.7502,-122.34,1420,8750
"48191",0,477000,5,2,1812,7200,1,0,0,3,9,1400,590,2003,0,98001,47.6674,-122.386,2260,9660
"48201",0,540000,3,3,1700,11983,2,0,0,3,8,1570,0,1978,0,98105,47.7775,-122.238,1900,6800
"48211",0,260000,4,1.75,1890,10620,1.5,0,0,4,9,1330,0,1985,0,98029,47.7719,-122.348,1750,18210
"4822",0,554000,4,3.5,1620,7500,1,0,0,3,7,1970,0,1964,0,98133,47.3425,-122.297,800,9858
"48231",0,575000,2,1.75,3170,16360,1,0,0,3,4,2270,460,1931,0,98136,47.6222,-122.218,4620,6798
"48241",0,585000,4,1,1090,4260,1,0,0,3,8,2530,0,1984,0,98077,47.6532,-122.309,2660,11450
"48251",0,667500,3,2,1770,15857,1,0,0,3,12,1950,0,1984,0,98115,47.3063,-122.013,1460,16855
"48261",0,315000,3,2.75,2245,233481,1,0,1,3,7,2300,700,1952,0,98011,47.7365,-122.116,1810,6036
"48271",0,390000,3,1,1540,4000,2,0,0,3,8,1040,0,2004,0,98058,47.5424,-122.227,1430,5100
"48281",0,875000,3,1,2500,1087,1,0,4,3,9,1520,880,2014,0,98103,47.6318,-121.991,1970,6120
"48291",0,538000,4,3,1620,9100,1,0,0,3,7,1750,950,1987,0,98103,47.3745,-122.354,1300,10980
"48301",0,239900,2,4.25,1010,8296,1,0,0,4,9,1590,0,1900,0,98103,47.6865,-122.107,2020,20908
"48311",0,325000,2,2.5,1200,233481,1,0,0,3,9,3290,0,1998,0,98042,47.6343,-122.094,1550,8087
"48321",0,515000,4,2.5,1540,5214,1,0,0,3,9,1150,0,1941,0,98146,47.5311,-122.384,2780,3400
"48331",0,337500,4,2.25,2163,15093,1,0,0,4,6,1060,0,2003,0,98125,47.7691,-122.199,3450,4180
"48341",0,448000,3,1,2920,19513,1,0,2,4,7,960,0,2011,0,98075,47.4391,-122.385,3280,8956
"48351",0,235000,4,1,3440,12497,2,0,0,4,10,1240,400,1942,0,98034,47.7061,-122.321,1480,6646
"48361",0,455000,2,1.75,3380,5650,1,0,0,3,7,1740,0,2009,0,98188,47.329,-122.117,2140,12378
"48371",0,540000,4,1.75,2789,2578,1,0,0,4,8,2770,0,1993,0,98022,47.6113,-122.194,1310,8236
"4838",0,190000,4,2,1440,8509,3,0,0,4,7,2770,0,1977,0,98168,47.5423,-122.401,2870,15244
"48391",0,740000,3,1,1870,3600,2,0,0,3,5,1220,200,1940,0,98001,47.4353,-122.403,2020,107153
"4840",0,1702500,4,1,1650,1201,2,0,0,3,9,3540,1330,1973,0,98136,47.688,-122.31,2000,7222
"48411",0,610000,2,1.5,1660,42500,2,0,0,3,7,1740,460,2004,0,98014,47.6567,-122.018,2500,7875
"48421",0,653450,2,1,3640,6120,2,0,0,4,7,1405,0,1993,0,98065,47.7296,-122.098,1970,10960
"48431",0,290000,4,1.5,2540,902,2,0,3,4,11,1270,0,1921,0,98117,47.7748,-122.073,2190,6318
"48441",0,370000,4,3.25,1890,4080,2,0,0,4,8,600,930,1939,0,98058,47.6746,-122.125,1800,7700
"48451",0,830000,4,2,2000,8936,1,0,0,3,9,3010,0,1968,0,98115,47.6788,-122.321,1640,7047
"4846",0,378750,3,1.75,1370,9583,2,0,0,4,7,2130,0,2008,0,98188,47.6742,-122.274,1440,6165
"48471",0,277000,3,2,1940,6992,1,1,0,3,7,1300,0,1907,0,98029,47.3772,-122.209,1650,5250
"48481",0,465000,4,2.25,1909,7228,2,0,0,4,7,1090,670,1962,0,98038,47.5619,-122.29,1300,886
"48491",0,622500,3,1,3450,7440,2,0,0,4,7,2110,940,1950,0,98166,47.3104,-122.337,1860,9764
"48501",0,980000,3,2.5,1780,7104,1,0,0,3,7,1140,320,1943,0,98112,47.5321,-122.131,1680,14984
"48511",0,705000,4,1.75,2430,6050,1,0,0,4,11,1190,0,1936,0,98056,47.4959,-122.303,2060,10114
"48521",0,480000,3,2.5,1710,7614,1,0,0,3,9,1050,1000,1955,0,98052,47.6332,-122.011,1480,11084
"48531",0,552700,4,2,2300,6879,2,0,0,4,8,1920,350,2011,0,98074,47.339,-122.257,1950,10550
"48541",0,550000,4,1.75,3610,5500,2,0,0,3,8,3260,0,1976,0,98075,47.5265,-122.172,3570,1180
"48551",0,338800,2,1,1260,12430,1,0,0,3,7,1560,0,1940,0,98029,47.3182,-122.144,1640,12432
"48561",0,230000,3,3.5,2700,24550,1,0,0,4,8,2900,0,2008,0,98006,47.6192,-122.017,1170,9750
"4857",0,445000,3,4,1400,1292,1,0,0,3,9,1060,0,1929,0,98133,47.6088,-122.353,2120,1283
"4858",0,410000,4,2.25,830,8321,2,0,0,3,7,4410,0,1927,0,98059,47.7465,-122.163,2502,4560
"48591",0,620000,4,1,2980,12573,1,0,0,3,7,2760,0,1917,0,98004,47.3515,-122.353,2090,11050
"48601",0,440000,4,1.5,1240,5670,1,0,2,3,8,1360,0,2007,0,98001,47.7321,-122.184,2030,5600
"48611",0,850000,4,2.5,1790,8142,1,0,0,3,8,1460,1140,1990,0,98033,47.4614,-122.138,1490,6231
"4862",0,505000,4,1.5,1130,5026,2,0,0,3,8,1794,0,1903,0,98065,47.6212,-122.001,1250,8892
"48631",0,340500,3,2.75,1110,5000,1,0,0,3,7,1570,0,1907,2008,98125,47.7769,-122.316,2360,10855
"48641",0,330000,2,1.75,1280,8625,1,0,0,3,7,1660,490,2014,0,98092,47.7444,-122.276,1550,5664
"4865",0,735000,2,1.5,2410,235224,2,0,2,3,7,2790,0,1982,0,98058,47.69,-122.215,2030,8750
"48661",0,4e+05,3,3.25,3080,5160,1,0,0,4,7,1200,0,1978,0,98058,47.683,-122.282,1250,5000
"48671",0,433000,3,2,1910,9751,1,0,0,4,8,1040,0,2001,1999,98042,47.6897,-122.042,1100,8100
"4868",0,220000,3,1,1790,6000,1,0,0,3,8,1290,1110,2010,0,98133,47.4819,-122.194,2330,29761
"48691",0,459950,4,2.5,2930,7701,1,0,0,3,7,1870,1160,2009,0,98077,47.5389,-122.299,1760,7950
"48701",0,429900,3,1.5,3230,3315,1,0,0,3,8,820,0,1977,2002,98023,47.4454,-122.214,1860,7500
"48711",0,712000,4,2.25,4320,18246,1.5,0,0,3,11,4860,550,1909,0,98059,47.5342,-122.3,2590,4060
"48721",0,242500,4,1.75,2150,14731,1,0,0,3,8,960,0,1900,0,98058,47.379,-122.224,2050,10125
"48731",0,379950,4,2.5,850,2500,1,0,0,4,9,2420,0,2003,0,98168,47.5998,-122.09,1600,11400
"48741",0,526000,4,2.5,1030,90968,1,0,0,3,7,1760,0,1940,0,98042,47.5357,-122.425,1360,16500
"48751",0,287500,3,1,1670,871,2,0,0,3,7,1010,0,1963,0,98074,47.7067,-121.972,3080,1253
"48761",0,407500,1,1,1640,4060,2,0,0,3,7,1780,600,1953,0,98103,47.6623,-122.172,2430,9702
"48771",0,612500,3,1.75,2530,4160,1,0,0,2,7,1740,420,1920,0,98166,47.4042,-122.113,1660,78408
"48781",0,255000,6,2.75,1540,101930,1,0,0,4,7,2060,0,1984,0,98042,47.7325,-122.38,1780,5000
"48791",0,1442500,4,2.5,3280,9000,1,0,0,3,9,1802,640,1998,0,98126,47.5576,-122.039,1210,8402
"4880",0,420000,3,2.5,1170,8700,1,0,2,4,8,2520,0,1960,0,98115,47.3737,-122.008,1380,14700
"48811",0,295000,3,1.5,2990,5160,2,0,0,4,9,2290,590,1979,0,98001,47.5478,-122.274,980,7600
"48821",0,495000,2,1.75,1300,4698,2,0,0,4,8,1320,340,1908,0,98144,47.6709,-122.237,2820,8250
"48831",0,540000,3,2.5,1450,108464,2,0,0,3,6,3000,0,1952,0,98136,47.3215,-122.166,1420,4078
"48841",0,515000,3,3.5,2450,5000,1,0,0,4,9,1390,0,2001,0,98028,47.7388,-122.372,1690,9420
"4885",0,330000,3,1.75,810,7665,2,1,0,3,8,1090,200,1994,0,98045,47.2988,-122.358,1780,14102
"48861",0,550000,3,3,2170,15114,2,0,0,3,8,1660,550,1990,0,98074,47.5654,-122.287,1670,33750
"48871",0,540000,3,1,1760,5249,1,0,0,4,8,2329,0,1955,0,98001,47.6652,-122.291,1950,1493
"4888",0,295000,1,2.5,2140,9248,2,0,0,3,7,1270,0,1924,0,98092,47.6853,-122.236,2470,7200
"48891",0,257200,4,2.5,3630,13114,1,0,0,3,7,1640,0,2011,0,98107,47.5275,-122.244,1640,5628
"48901",0,162000,2,1,2900,9928,1,0,0,4,7,2490,0,1985,1980,98092,47.6617,-122.311,1850,2934
"4891",0,425000,4,2.5,1460,6497,1,0,0,3,8,2200,0,1990,0,98004,47.3289,-122.166,2250,9840
"4892",0,725000,3,2.25,2080,4268,1,0,0,3,11,1660,0,1925,0,98155,47.5834,-122.276,2860,4000
"48931",0,386000,3,2.5,3230,3711,2,0,2,3,6,1710,1200,1915,0,98005,47.7775,-122.17,1240,4045
"48941",0,370000,4,3,960,7050,1,0,0,3,7,2370,0,1978,0,98011,47.6505,-122.186,1850,7699
"48951",0,1222500,4,1.5,2800,10080,1,0,0,3,7,1790,1000,1994,0,98059,47.3674,-122.312,3510,4800
"48961",0,8e+05,4,2,750,2642,1,0,0,4,7,1090,0,1980,0,98053,47.7091,-122.234,1560,7248
"48971",0,342450,4,1,3780,8160,2,0,0,3,6,3220,0,1959,0,98118,47.6032,-121.769,2310,9975
"48981",0,365000,4,3,2320,7208,1,0,0,3,7,1650,710,1920,0,98033,47.6237,-122.368,1690,7566
"48991",0,495200,2,2.5,2230,4394,2,0,0,4,9,2070,900,1917,0,98125,47.6597,-122.276,2020,3800
"49001",0,307000,3,2.25,2500,5000,3,0,0,4,7,1290,0,1963,0,98198,47.766,-122.052,1290,13000
"4901",0,380000,3,1,1320,7200,1,0,0,3,8,1970,0,1995,0,98122,47.7256,-122.202,3000,5000
"49021",0,1060000,4,2.5,2560,5703,2,0,0,3,7,1070,0,2001,0,98109,47.6981,-122.016,2450,4944
"49031",0,720000,4,3,1650,10819,1,0,0,4,6,1040,0,1978,0,98144,47.7363,-122.052,2480,21369
"49041",0,445000,3,1,2760,2248,1,0,0,3,7,1410,0,1986,0,98125,47.5951,-122.317,1128,214315
"49051",0,1760000,6,2.5,3390,2400,2,0,0,4,9,1060,0,1975,0,98136,47.6927,-122.171,1640,8114
"49061",0,249000,3,1.5,720,4800,1,0,3,3,8,1050,970,1968,0,98042,47.379,-122.391,2290,1282
"4907",0,730000,3,1.75,1870,6202,1,0,0,4,10,2480,1040,1977,0,98125,47.6592,-122.331,1910,7500
"4908",0,385500,4,2,1690,1379,1,0,0,3,5,880,880,1926,0,98023,47.2662,-122.36,1280,7482
"49091",0,453000,3,1.75,2640,7205,1,0,1,4,7,2760,0,1944,0,98006,47.5334,-122.117,1920,5692
"49101",0,325000,3,1.75,870,4520,2,0,0,5,6,1690,440,2014,2014,98125,47.4396,-122.269,1440,5379
"49111",0,567500,2,1.75,2870,14915,1,0,0,3,9,1760,0,2013,0,98072,47.7237,-122.338,2260,4950
"49121",0,4e+05,2,3.25,1060,5120,2,0,0,3,8,1540,1000,1989,2015,98103,47.5023,-122.163,2120,4968
"49131",0,565000,3,2.75,3040,9153,2,0,0,2,9,1460,420,1975,0,98178,47.4381,-122.038,1980,8500
"49141",0,635700,3,2.25,960,9854,1.5,0,0,3,9,2700,400,2006,0,98177,47.5342,-122.169,2260,10320
"4915",0,7e+05,3,2.5,2040,8198,2,0,0,3,7,1160,200,1919,0,98034,47.5311,-122.356,1610,13250
"49161",0,665000,3,2.5,1710,5097,2,0,0,3,7,1130,0,1926,0,98144,47.7268,-122.113,2310,3626
"49171",0,615000,3,1,850,6480,2,0,2,3,7,2530,0,1967,0,98065,47.7566,-122.351,1770,3844
"49181",0,319000,4,3.25,2730,155509,2,0,0,4,7,880,890,1990,0,98031,47.62,-121.894,1320,9198
"49191",0,380000,4,3.25,3510,11317,1,0,0,3,6,1120,770,1960,0,98144,47.6854,-122.278,2070,9680
"49201",0,286285,3,1.75,2620,5500,1,0,0,4,7,1810,0,2005,0,98029,47.7193,-122.202,2400,4000
"49211",0,289950,4,2.5,1800,20369,1.5,0,0,3,9,3052,790,2014,0,98178,47.2921,-122.387,2000,7863
"4922",0,405000,3,2.5,1480,6240,1,0,0,4,7,960,0,1969,0,98074,47.727,-122.212,1285,8869
"49231",0,545000,3,3,2090,9670,1.5,0,0,3,6,1290,0,1991,0,98028,47.6187,-122.31,2610,4080
"49241",0,334000,4,2,1230,16200,2,0,0,3,7,1120,0,1998,0,98027,47.2921,-122.148,2330,6000
"49251",0,375000,4,3.25,1870,1470,1.5,0,0,3,8,1810,440,1950,0,98003,47.7688,-122.151,1670,4180
"49261",0,435000,3,2.5,1470,7210,1,0,0,4,8,1140,0,1973,0,98003,47.7583,-122.184,1430,26027
"4927",0,386100,3,2.5,1270,8990,1,0,0,5,7,3190,870,1991,0,98105,47.5764,-121.957,2050,5950
"49281",0,590000,3,1.75,2160,3136,1,0,0,4,9,3120,0,1980,0,98031,47.6263,-122.238,2020,3915
"4929",0,410000,2,1,2230,5706,2,0,0,3,8,1670,930,2011,0,98146,47.6336,-122.281,1800,7668
"49301",0,176500,3,1.75,2200,4273,1.5,0,0,4,7,2580,0,1951,0,98133,47.5795,-122.026,1360,7779
"49311",0,831000,3,1.75,3200,7140,1,0,0,3,8,3250,1130,1978,0,98065,47.3414,-122.174,1870,6023
"49321",0,445000,4,1.75,2350,78408,2,0,0,3,7,1100,580,1926,0,98023,47.5242,-122.166,2260,8188
"49331",0,274950,3,5.75,2090,4235,1,0,0,3,6,1040,0,1977,0,98022,47.3052,-122.39,2690,14400
"49341",0,219500,5,2.75,1220,20570,1,0,3,3,8,2150,620,1910,0,98166,47.6706,-122.07,2120,6207
"49351",0,460000,2,2.75,2150,913,2,0,0,4,9,1400,0,1999,0,98004,47.7734,-122.101,1960,54886
"49361",0,525000,3,3.25,3200,5157,1,0,0,3,7,1000,1140,1969,0,98166,47.4574,-122.371,880,29375
"4937",0,709950,3,2.5,1410,3562,2,0,0,3,8,2050,0,1963,0,98102,47.5656,-122.395,1750,6137
"4938",0,540000,3,1.75,3100,6838,1,0,0,4,8,1020,0,2012,0,98004,47.7752,-122.195,1600,4500
"4939",0,880000,3,1.75,1460,5127,1,0,0,3,5,2320,1350,2001,0,98023,47.4817,-122.003,1920,7314
"49401",0,865000,3,1,710,18304,2,0,0,4,7,1750,0,1995,0,98033,47.4338,-122.113,2980,108028
"4941",0,428000,4,1,1490,8865,1.5,0,0,3,8,1350,0,1959,0,98106,47.5974,-122.357,2450,7519
"4942",0,187250,3,2,2460,3600,1,0,0,3,9,1990,0,1985,0,98030,47.6362,-122.12,1960,9248
"49431",0,332500,3,2.5,970,7969,1,0,0,3,7,1830,0,1937,0,98052,47.5328,-122.075,1540,7660
"49441",0,425000,3,2.5,2440,8344,2,0,0,3,7,1240,0,2001,0,98058,47.6976,-122.3,1670,6765
"49451",0,199500,4,2.25,1620,5194,2,0,0,3,9,1210,0,1986,0,98077,47.6003,-122.236,870,5244
"49461",0,185000,3,2.5,1100,1180,1,0,2,2,6,860,0,2001,0,98034,47.6819,-122.015,1600,7875
"49471",0,410500,4,2.5,3620,7200,1.5,0,4,3,6,4360,0,2014,0,98148,47.3494,-121.966,1320,1916
"49481",0,345000,4,2.5,940,9907,1.5,0,0,3,9,1420,1220,1999,0,98027,47.7012,-122.11,2360,5458
"49491",0,641500,3,2.25,5790,18042,2,0,0,3,8,1400,2220,1963,0,98103,47.5895,-122.302,2580,1265
"49501",0,549000,4,2,1770,5000,1,0,0,4,7,1340,0,1965,0,98092,47.638,-122.323,1364,9827
"49511",0,6e+05,3,2.5,2120,6135,2,0,3,3,8,3010,1000,1967,0,98014,47.5934,-122.181,1270,7417
"49521",0,588000,3,1.75,1260,7209,2,0,0,3,7,1450,740,2009,0,98155,47.7072,-122.175,1770,6380
"49531",0,779000,3,2.75,1990,13416,1.5,0,0,3,7,1060,1000,1969,0,98030,47.5719,-122.213,900,4200
"49541",0,479950,4,1,1660,1007,1,0,0,3,8,1060,0,1936,0,98014,47.5238,-122.339,2310,4668
"49551",0,349000,2,1.75,2520,10304,2,0,0,4,9,1430,0,1979,0,98168,47.5478,-122.283,2520,5382
"49561",0,457000,3,4.5,1550,3750,1,0,0,4,9,2410,0,2003,0,98038,47.588,-122.063,2340,13000
"49571",0,750000,3,1.75,2160,4667,1,0,0,4,7,3640,1050,1989,0,98155,47.6768,-122.314,2040,6434
"49581",0,815000,4,2.25,920,2198,1,0,0,5,7,2010,740,1994,0,98003,47.6824,-122.35,1540,5200
"49591",0,625000,3,1.5,2240,2800,1.5,0,0,3,9,2260,0,2009,0,98011,47.3287,-121.888,2440,9963
"49601",0,360000,3,2.5,2550,1278,2,0,0,5,8,1920,0,2004,0,98072,47.5617,-122.11,2920,9750
"49611",0,620000,4,1,2210,35200,2,0,0,4,8,1550,230,1928,0,98038,47.5515,-122.329,2600,36450
"49621",0,699000,3,2,2020,4000,1.5,0,4,5,7,1090,1390,1976,0,98126,47.5643,-122.046,1800,5080
"49631",0,419000,3,2.5,2070,11000,1,0,0,3,9,3870,1590,2014,0,98126,47.3099,-122.118,1580,9288
"49641",0,405300,4,2.5,810,7680,1,0,0,4,8,1490,1050,1925,0,98126,47.5566,-122.251,3180,8527
"49651",0,3e+05,4,2,1090,6407,2,0,0,3,6,3020,0,2009,0,98122,47.7622,-122.358,3600,5400
"4966",0,460000,3,2.75,2120,45537,1,0,0,3,7,1380,0,1964,0,98199,47.7175,-122.364,2500,34500
"49671",0,339995,4,2.75,1740,7350,1,0,0,3,7,2780,0,1971,0,98023,47.5499,-122.082,2560,1118
"49681",0,895000,2,3.5,2770,58806,1,0,0,3,6,840,0,1954,0,98033,47.7044,-122.346,1360,12881
"49691",0,930000,3,2,2340,12500,1,0,0,3,8,1397,0,1966,0,98007,47.3457,-122.357,1470,5106
"4970",0,367950,4,1.75,1940,8406,1,0,0,3,9,1010,350,1959,0,98199,47.4852,-122.225,3674,7200
"49711",0,1636000,2,2.5,2080,32840,1,0,0,3,7,3190,540,1990,0,98034,47.6965,-122.401,3790,7560
"49721",0,815000,3,2.25,1720,4160,2,0,0,3,7,1910,1220,2007,0,98155,47.7496,-122.029,1820,14284
"49731",0,657500,3,2.5,830,7338,1,0,0,3,7,1410,140,1968,0,98106,47.5546,-122.391,2550,7500
"49741",0,560000,3,3,1920,6762,1,0,0,3,8,1800,540,2014,1968,98199,47.3487,-122.159,3600,8812
"49751",0,205000,3,2,1750,12788,1,0,0,3,7,2100,0,1913,0,98042,47.56,-122.272,3543,1267
"49761",0,290000,4,2,1640,5000,1,0,0,3,7,1040,900,1946,0,98038,47.3429,-122.066,1960,9750
"4977",0,339000,3,1,3488,10140,1,0,0,3,9,2720,1410,1939,0,98103,47.7074,-122.275,1630,13155
"49781",0,6e+05,2,2.25,840,11727,2,0,0,3,7,3880,0,1996,0,98117,47.6606,-122.185,1540,3748
"49791",0,329000,3,2.5,1910,11119,2,0,1,3,8,1370,480,1943,0,98034,47.6722,-122.296,1530,11456
"49801",0,570000,3,1,1140,3090,1.5,0,0,3,8,1480,0,1908,0,98006,47.5294,-122.153,1280,15263
