"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"22434",33,"self-employed","married","tertiary","no",215,"no","yes","cellular",22,"aug",286,2,-1,0,"unknown",1
"22440",30,"management","single","tertiary","no",370,"no","no","cellular",22,"aug",64,2,-1,0,"unknown",1
"22441",55,"blue-collar","married","tertiary","no",1341,"no","no","cellular",22,"aug",46,8,-1,0,"unknown",1
"22447",31,"technician","single","secondary","no",5,"no","no","cellular",22,"aug",121,2,-1,0,"unknown",1
"22455",32,"technician","single","secondary","no",0,"no","no","cellular",22,"aug",114,2,-1,0,"unknown",1
"22465",33,"technician","single","secondary","no",80,"no","no","cellular",22,"aug",572,2,-1,0,"unknown",1
"22467",50,"entrepreneur","married","secondary","no",7907,"yes","yes","cellular",22,"aug",363,2,-1,0,"unknown",1
"22473",39,"technician","married","secondary","no",13165,"yes","yes","cellular",22,"aug",147,4,-1,0,"unknown",1
"22481",35,"management","single","tertiary","no",1496,"yes","no","cellular",22,"aug",73,4,-1,0,"unknown",1
"22487",30,"technician","married","tertiary","no",296,"no","no","cellular",22,"aug",1809,5,-1,0,"unknown",1
"22489",47,"housemaid","divorced","secondary","no",26,"no","no","cellular",22,"aug",48,4,-1,0,"unknown",1
"22497",49,"admin.","married","secondary","no",682,"no","no","cellular",22,"aug",86,4,-1,0,"unknown",1
"22500",54,"unknown","married","primary","no",981,"no","no","cellular",22,"aug",651,12,-1,0,"unknown",1
"22503",47,"management","married","tertiary","no",286,"no","no","cellular",22,"aug",557,7,-1,0,"unknown",1
"22513",41,"technician","married","secondary","no",994,"no","no","cellular",22,"aug",117,4,-1,0,"unknown",1
"22515",31,"management","single","tertiary","no",47,"no","no","cellular",22,"aug",361,4,-1,0,"unknown",1
"22521",32,"technician","single","tertiary","no",195,"yes","no","cellular",22,"aug",239,2,-1,0,"unknown",1
"22534",59,"admin.","married","secondary","no",1575,"yes","no","cellular",22,"aug",1241,11,-1,0,"unknown",2
"22536",33,"entrepreneur","married","secondary","no",5809,"yes","no","cellular",22,"aug",219,4,-1,0,"unknown",1
"22540",43,"technician","single","secondary","no",4990,"yes","no","cellular",22,"aug",88,10,-1,0,"unknown",1
"22544",36,"technician","divorced","secondary","no",433,"no","no","cellular",22,"aug",173,3,-1,0,"unknown",1
"22545",36,"services","married","secondary","no",33,"yes","yes","cellular",22,"aug",81,2,-1,0,"unknown",1
"22551",41,"management","married","tertiary","no",527,"no","no","cellular",22,"aug",96,1,-1,0,"unknown",1
"22552",51,"blue-collar","married","secondary","no",548,"no","no","cellular",22,"aug",511,4,-1,0,"unknown",1
"22557",59,"retired","married","primary","no",0,"no","no","cellular",22,"aug",347,1,-1,0,"unknown",1
"22561",59,"retired","married","primary","no",0,"no","no","cellular",22,"aug",460,1,-1,0,"unknown",1
"22568",31,"management","single","tertiary","no",1308,"no","no","cellular",22,"aug",323,3,-1,0,"unknown",1
"22571",36,"technician","married","secondary","no",287,"no","no","cellular",22,"aug",381,6,-1,0,"unknown",1
"22580",30,"self-employed","married","tertiary","no",-517,"yes","yes","cellular",22,"aug",123,2,-1,0,"unknown",1
"22582",48,"blue-collar","married","primary","no",2519,"no","no","telephone",22,"aug",105,5,-1,0,"unknown",1
"22585",53,"unemployed","divorced","secondary","no",468,"no","no","cellular",22,"aug",153,6,-1,0,"unknown",1
"22587",34,"technician","married","tertiary","no",23,"no","no","cellular",22,"aug",289,6,-1,0,"unknown",1
"22598",58,"blue-collar","married","primary","no",4354,"yes","no","cellular",22,"aug",98,7,-1,0,"unknown",1
"22603",53,"services","married","secondary","no",1,"no","no","cellular",22,"aug",120,10,-1,0,"unknown",1
"22609",47,"blue-collar","married","primary","no",0,"no","no","cellular",22,"aug",98,3,-1,0,"unknown",1
"22621",33,"technician","married","tertiary","no",29,"no","no","cellular",22,"aug",94,1,-1,0,"unknown",1
"22623",31,"management","single","tertiary","no",34,"no","no","cellular",22,"aug",121,1,-1,0,"unknown",1
"22624",33,"management","single","secondary","no",15,"no","no","cellular",22,"aug",199,1,-1,0,"unknown",1
"22628",41,"housemaid","married","primary","no",46,"no","no","cellular",22,"aug",268,1,-1,0,"unknown",1
"22631",35,"technician","single","secondary","no",126,"no","no","cellular",22,"aug",112,2,-1,0,"unknown",1
"22638",58,"services","married","secondary","no",818,"no","no","cellular",22,"aug",283,1,-1,0,"unknown",1
"22642",34,"management","single","tertiary","no",0,"no","no","cellular",22,"aug",174,1,-1,0,"unknown",1
"22643",38,"technician","married","secondary","no",299,"no","no","cellular",22,"aug",200,1,-1,0,"unknown",1
"22646",50,"services","married","secondary","no",26394,"no","no","cellular",25,"aug",206,4,-1,0,"unknown",1
"22647",31,"technician","married","tertiary","no",1385,"no","no","cellular",25,"aug",116,8,-1,0,"unknown",1
"22649",60,"retired","married","secondary","no",0,"no","no","cellular",25,"aug",87,2,-1,0,"unknown",1
"22658",31,"management","single","tertiary","no",0,"no","no","cellular",25,"aug",191,5,-1,0,"unknown",1
"22661",53,"unknown","married","unknown","no",0,"no","no","cellular",25,"aug",209,5,-1,0,"unknown",1
"22663",33,"technician","single","secondary","no",-32,"no","no","cellular",25,"aug",196,12,-1,0,"unknown",1
"22671",47,"management","married","secondary","no",1083,"no","no","cellular",25,"aug",141,4,-1,0,"unknown",1
"22672",41,"technician","married","secondary","no",2039,"no","no","cellular",25,"aug",160,4,-1,0,"unknown",1
"22673",52,"management","married","tertiary","no",967,"no","no","cellular",25,"aug",472,10,-1,0,"unknown",1
"22679",58,"blue-collar","married","unknown","no",9,"no","no","cellular",25,"aug",50,23,-1,0,"unknown",1
"22683",51,"blue-collar","married","primary","no",581,"no","no","cellular",25,"aug",121,4,-1,0,"unknown",1
"22697",56,"blue-collar","married","unknown","no",3197,"no","no","cellular",25,"aug",83,13,-1,0,"unknown",1
"22699",32,"technician","married","secondary","no",79,"yes","no","cellular",25,"aug",417,4,-1,0,"unknown",1
"22706",49,"blue-collar","married","secondary","no",1860,"no","no","cellular",25,"aug",150,3,-1,0,"unknown",1
"22714",49,"housemaid","married","primary","no",-75,"no","yes","cellular",25,"aug",125,4,-1,0,"unknown",1
"22717",30,"technician","single","secondary","no",175,"no","no","cellular",25,"aug",167,4,-1,0,"unknown",1
"22723",49,"management","divorced","tertiary","no",112,"no","no","cellular",25,"aug",62,10,-1,0,"unknown",1
"22725",46,"management","married","secondary","no",0,"no","no","telephone",25,"aug",67,10,-1,0,"unknown",1
"22731",59,"technician","married","secondary","no",283,"no","no","cellular",25,"aug",272,4,-1,0,"unknown",1
"22732",51,"housemaid","married","secondary","no",603,"no","no","cellular",25,"aug",122,3,-1,0,"unknown",1
"22735",41,"management","divorced","tertiary","yes",-68,"yes","yes","cellular",25,"aug",463,22,-1,0,"unknown",1
"22746",35,"management","divorced","tertiary","no",29,"no","no","cellular",25,"aug",157,4,-1,0,"unknown",1
"22752",33,"technician","married","secondary","no",0,"no","no","cellular",25,"aug",72,2,-1,0,"unknown",1
"22760",33,"technician","married","secondary","no",430,"no","no","cellular",25,"aug",250,2,-1,0,"unknown",1
"22766",55,"management","single","tertiary","no",43074,"yes","no","cellular",25,"aug",92,6,-1,0,"unknown",1
"22768",34,"technician","married","secondary","no",2,"yes","no","cellular",25,"aug",324,4,-1,0,"unknown",1
"22772",54,"blue-collar","married","secondary","no",983,"no","no","cellular",25,"aug",54,6,-1,0,"unknown",1
"22773",39,"technician","divorced","secondary","no",130,"yes","no","cellular",25,"aug",14,18,-1,0,"unknown",1
"22784",46,"management","married","tertiary","no",-3,"no","no","cellular",25,"aug",728,4,-1,0,"unknown",1
"22790",31,"management","single","tertiary","no",0,"no","no","cellular",25,"aug",9,12,-1,0,"unknown",1
"22804",50,"retired","divorced","tertiary","no",-300,"no","yes","cellular",25,"aug",692,4,-1,0,"unknown",1
"22807",46,"blue-collar","married","secondary","no",1272,"no","no","cellular",25,"aug",164,4,-1,0,"unknown",1
"22810",30,"management","single","tertiary","no",73,"no","no","cellular",25,"aug",114,6,-1,0,"unknown",1
"22811",48,"blue-collar","married","primary","no",193,"no","yes","cellular",25,"aug",64,10,-1,0,"unknown",1
"22814",50,"management","married","tertiary","no",1396,"no","no","cellular",25,"aug",731,6,-1,0,"unknown",2
"22815",34,"management","married","secondary","no",15,"no","no","cellular",25,"aug",184,7,-1,0,"unknown",1
"22819",52,"technician","married","secondary","no",141,"no","no","cellular",25,"aug",160,7,-1,0,"unknown",1
"22825",55,"management","single","tertiary","no",1498,"no","no","cellular",25,"aug",340,5,-1,0,"unknown",1
"22835",34,"technician","single","tertiary","no",6742,"no","no","cellular",25,"aug",318,6,-1,0,"unknown",1
"22841",53,"technician","single","secondary","no",925,"no","no","cellular",25,"aug",930,3,-1,0,"unknown",2
"22850",40,"management","married","tertiary","no",24450,"no","no","cellular",25,"aug",73,2,-1,0,"unknown",1
"22857",55,"technician","divorced","secondary","no",61,"yes","yes","cellular",25,"aug",113,3,-1,0,"unknown",1
"22864",56,"services","married","secondary","no",17,"no","yes","cellular",25,"aug",342,5,-1,0,"unknown",1
"22865",30,"technician","single","secondary","no",276,"no","yes","cellular",25,"aug",159,5,-1,0,"unknown",1
"22869",31,"technician","single","tertiary","no",244,"no","no","cellular",25,"aug",170,4,-1,0,"unknown",1
"22871",31,"entrepreneur","single","tertiary","no",95,"no","no","cellular",25,"aug",51,5,-1,0,"unknown",1
"22881",38,"technician","married","secondary","no",0,"no","no","cellular",25,"aug",431,5,-1,0,"unknown",1
"22891",49,"technician","married","secondary","no",5244,"no","no","cellular",25,"aug",60,4,-1,0,"unknown",1
"22897",54,"management","married","tertiary","no",1451,"no","no","cellular",25,"aug",308,7,-1,0,"unknown",1
"22898",54,"management","married","tertiary","no",1331,"no","no","cellular",25,"aug",240,9,-1,0,"unknown",1
"22899",34,"management","single","tertiary","no",94,"no","no","cellular",25,"aug",45,11,-1,0,"unknown",1
"22900",43,"management","single","tertiary","no",778,"yes","no","cellular",25,"aug",230,5,-1,0,"unknown",1
"22904",59,"blue-collar","married","primary","no",0,"no","no","cellular",25,"aug",128,5,-1,0,"unknown",1
"22906",49,"management","married","secondary","no",338,"no","no","cellular",25,"aug",941,3,-1,0,"unknown",1
"22907",51,"services","married","secondary","no",917,"no","no","cellular",25,"aug",56,6,-1,0,"unknown",1
"22915",40,"entrepreneur","married","secondary","no",50,"no","no","cellular",26,"aug",63,6,-1,0,"unknown",1
"22921",42,"management","married","tertiary","no",295,"yes","no","cellular",26,"aug",109,3,-1,0,"unknown",1
"22925",34,"student","single","tertiary","no",1322,"no","no","cellular",26,"aug",170,3,-1,0,"unknown",1
"22937",32,"technician","single","secondary","no",39,"no","no","cellular",26,"aug",175,11,-1,0,"unknown",1
"22944",45,"blue-collar","married","secondary","no",2,"no","no","cellular",26,"aug",105,10,-1,0,"unknown",1
"22945",35,"management","married","tertiary","no",1285,"no","no","cellular",26,"aug",100,4,-1,0,"unknown",1
"22947",53,"blue-collar","married","primary","no",18,"no","no","cellular",26,"aug",55,4,-1,0,"unknown",1
"22954",49,"admin.","married","secondary","no",0,"no","no","cellular",26,"aug",159,4,-1,0,"unknown",1
"22958",47,"technician","divorced","secondary","no",32,"no","yes","cellular",26,"aug",137,2,-1,0,"unknown",1
"22959",34,"management","single","tertiary","no",250,"no","no","cellular",26,"aug",64,2,-1,0,"unknown",1
"22969",51,"blue-collar","married","primary","no",176,"no","yes","cellular",26,"aug",80,2,-1,0,"unknown",1
"22974",51,"services","married","secondary","no",276,"no","no","cellular",26,"aug",217,2,-1,0,"unknown",1
"22976",31,"entrepreneur","married","tertiary","no",-231,"yes","no","cellular",26,"aug",221,2,-1,0,"unknown",1
"22983",49,"blue-collar","married","primary","no",3478,"no","no","cellular",26,"aug",165,4,-1,0,"unknown",1
"22984",33,"technician","single","secondary","no",121,"no","no","cellular",26,"aug",210,6,-1,0,"unknown",1
"22985",31,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",76,2,-1,0,"unknown",1
"22991",54,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",748,3,-1,0,"unknown",1
"23001",54,"technician","married","secondary","no",965,"no","no","cellular",26,"aug",345,4,-1,0,"unknown",1
"23009",55,"blue-collar","married","secondary","no",630,"no","no","cellular",26,"aug",146,2,-1,0,"unknown",1
"23010",47,"blue-collar","married","primary","no",0,"no","no","cellular",26,"aug",292,2,-1,0,"unknown",1
"23013",47,"management","married","secondary","no",414,"no","no","cellular",26,"aug",142,2,-1,0,"unknown",1
"23014",45,"management","divorced","tertiary","no",0,"no","no","cellular",26,"aug",392,2,-1,0,"unknown",1
"23016",45,"blue-collar","married","primary","no",512,"no","no","cellular",26,"aug",123,2,-1,0,"unknown",1
"23017",31,"technician","single","tertiary","no",17,"no","no","cellular",26,"aug",239,2,-1,0,"unknown",1
"23021",33,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",126,2,-1,0,"unknown",1
"23028",47,"services","married","secondary","no",1764,"no","yes","cellular",26,"aug",119,6,-1,0,"unknown",1
"23029",49,"blue-collar","married","secondary","no",1219,"yes","no","cellular",26,"aug",168,5,-1,0,"unknown",1
"23037",47,"services","married","secondary","no",612,"no","no","cellular",26,"aug",139,4,-1,0,"unknown",1
"23049",59,"technician","divorced","secondary","no",2,"no","no","cellular",26,"aug",164,2,-1,0,"unknown",1
"23051",32,"management","married","tertiary","no",-55,"yes","no","cellular",26,"aug",107,4,-1,0,"unknown",1
"23055",60,"retired","married","primary","no",5,"no","no","cellular",26,"aug",63,2,-1,0,"unknown",1
"23058",47,"blue-collar","married","primary","no",0,"no","no","cellular",26,"aug",71,4,-1,0,"unknown",1
"23059",49,"management","married","tertiary","no",108,"no","no","cellular",26,"aug",210,6,-1,0,"unknown",1
"23061",35,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",436,2,-1,0,"unknown",1
"23067",42,"technician","single","secondary","no",275,"no","no","cellular",26,"aug",31,8,-1,0,"unknown",1
"23077",60,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",362,6,-1,0,"unknown",1
"23082",31,"self-employed","married","tertiary","no",3220,"no","no","cellular",26,"aug",74,4,-1,0,"unknown",1
"23083",32,"technician","single","secondary","no",-5,"no","yes","cellular",26,"aug",300,4,-1,0,"unknown",1
"23092",35,"management","married","tertiary","no",71,"no","yes","cellular",26,"aug",78,4,-1,0,"unknown",1
"23105",33,"technician","single","secondary","no",487,"yes","no","cellular",26,"aug",532,14,-1,0,"unknown",1
"23107",42,"housemaid","married","tertiary","no",0,"no","no","cellular",26,"aug",112,10,-1,0,"unknown",1
"23115",36,"management","married","tertiary","no",23,"no","no","cellular",26,"aug",133,11,-1,0,"unknown",1
"23119",31,"technician","single","tertiary","no",25,"no","no","cellular",26,"aug",265,16,-1,0,"unknown",1
"23120",31,"admin.","married","secondary","no",734,"no","no","cellular",26,"aug",195,9,-1,0,"unknown",1
"23129",58,"services","married","secondary","no",382,"no","no","cellular",26,"aug",384,4,-1,0,"unknown",1
"23145",32,"management","married","tertiary","no",5910,"no","no","cellular",26,"aug",75,3,-1,0,"unknown",1
"23155",50,"blue-collar","married","secondary","yes",0,"yes","no","cellular",26,"aug",240,5,-1,0,"unknown",1
"23156",32,"management","divorced","tertiary","no",387,"no","no","cellular",26,"aug",99,4,-1,0,"unknown",1
"23157",44,"technician","married","secondary","no",7863,"no","no","cellular",26,"aug",59,6,-1,0,"unknown",1
"23158",41,"management","divorced","tertiary","no",1757,"no","no","cellular",26,"aug",515,13,-1,0,"unknown",1
"23160",52,"blue-collar","married","primary","no",359,"no","no","telephone",26,"aug",361,14,-1,0,"unknown",1
"23165",50,"blue-collar","married","secondary","no",3558,"no","no","cellular",26,"aug",84,10,-1,0,"unknown",1
"23170",34,"management","single","tertiary","no",1612,"no","no","cellular",27,"aug",108,22,-1,0,"unknown",1
"23174",34,"self-employed","single","secondary","no",296,"no","no","cellular",27,"aug",609,13,-1,0,"unknown",2
"23175",33,"technician","single","secondary","no",151,"yes","no","cellular",27,"aug",86,6,-1,0,"unknown",1
"23179",38,"technician","single","tertiary","no",187,"no","no","cellular",27,"aug",87,7,-1,0,"unknown",1
"23181",51,"blue-collar","married","secondary","no",285,"yes","yes","cellular",27,"aug",27,8,-1,0,"unknown",1
"23183",48,"management","married","tertiary","no",567,"no","no","cellular",27,"aug",20,34,-1,0,"unknown",1
"23187",45,"technician","divorced","tertiary","no",917,"no","no","cellular",27,"aug",144,8,-1,0,"unknown",1
"23191",48,"entrepreneur","married","primary","no",386,"no","yes","cellular",27,"aug",185,5,-1,0,"unknown",1
"23198",49,"blue-collar","married","secondary","no",2673,"no","no","cellular",27,"aug",219,4,-1,0,"unknown",1
"23199",55,"retired","married","secondary","no",39,"no","no","cellular",27,"aug",281,5,-1,0,"unknown",1
"23202",59,"retired","married","primary","no",-47,"yes","no","cellular",27,"aug",84,4,-1,0,"unknown",1
"23203",32,"management","single","tertiary","no",1836,"no","no","cellular",27,"aug",96,9,-1,0,"unknown",1
"23208",38,"technician","married","tertiary","no",51,"no","no","telephone",27,"aug",39,9,-1,0,"unknown",1
"23218",31,"management","married","tertiary","no",917,"yes","no","cellular",27,"aug",100,9,-1,0,"unknown",1
"23223",42,"management","single","tertiary","no",1,"no","no","cellular",27,"aug",223,13,-1,0,"unknown",1
"23225",58,"management","married","tertiary","no",2076,"no","no","cellular",27,"aug",49,4,-1,0,"unknown",1
"23226",33,"management","single","tertiary","no",0,"no","no","cellular",27,"aug",191,4,-1,0,"unknown",1
"23230",31,"technician","married","tertiary","no",313,"yes","no","cellular",27,"aug",114,2,-1,0,"unknown",1
"23232",33,"management","single","tertiary","no",7084,"no","no","cellular",27,"aug",512,8,-1,0,"unknown",2
"23246",31,"technician","divorced","secondary","no",24,"no","yes","cellular",27,"aug",352,2,-1,0,"unknown",1
"23247",36,"technician","married","secondary","no",25,"no","no","cellular",27,"aug",127,4,-1,0,"unknown",1
"23250",58,"retired","married","primary","no",-102,"yes","yes","cellular",27,"aug",80,10,-1,0,"unknown",1
"23254",32,"management","single","tertiary","no",0,"no","no","cellular",27,"aug",121,2,-1,0,"unknown",1
"23265",48,"technician","divorced","tertiary","no",2328,"no","no","cellular",27,"aug",129,7,-1,0,"unknown",1
"23269",33,"technician","single","secondary","yes",-173,"no","no","cellular",27,"aug",342,4,-1,0,"unknown",1
"23270",34,"management","single","tertiary","no",127,"no","no","cellular",27,"aug",63,6,-1,0,"unknown",1
"23277",43,"housemaid","married","tertiary","no",0,"no","no","cellular",27,"aug",103,6,-1,0,"unknown",1
"23281",45,"blue-collar","married","primary","no",692,"yes","yes","cellular",27,"aug",102,4,-1,0,"unknown",1
"23285",35,"technician","married","secondary","no",-1459,"yes","no","cellular",27,"aug",28,14,-1,0,"unknown",1
"23289",55,"technician","married","secondary","no",570,"no","no","cellular",27,"aug",94,6,-1,0,"unknown",1
"23291",54,"blue-collar","married","primary","no",946,"no","no","cellular",27,"aug",116,9,-1,0,"unknown",1
"23294",55,"blue-collar","married","secondary","no",328,"no","yes","cellular",27,"aug",335,4,-1,0,"unknown",1
"23306",60,"services","married","primary","no",0,"no","no","cellular",27,"aug",114,9,-1,0,"unknown",1
"23309",38,"self-employed","married","tertiary","no",526,"no","no","cellular",27,"aug",86,11,-1,0,"unknown",1
"23310",32,"self-employed","single","secondary","no",356,"yes","no","cellular",27,"aug",511,6,-1,0,"unknown",1
"23315",31,"self-employed","single","tertiary","no",1788,"no","no","cellular",27,"aug",212,15,-1,0,"unknown",1
"23320",36,"management","married","tertiary","no",0,"no","no","cellular",27,"aug",558,11,-1,0,"unknown",1
"23323",30,"technician","single","secondary","no",194,"no","yes","cellular",27,"aug",60,3,-1,0,"unknown",1
"23324",33,"technician","married","tertiary","no",48,"no","no","cellular",27,"aug",34,14,-1,0,"unknown",1
"23332",44,"management","married","tertiary","no",1138,"no","no","cellular",27,"aug",523,3,-1,0,"unknown",2
"23335",59,"retired","married","primary","no",213,"no","no","cellular",27,"aug",184,3,-1,0,"unknown",1
"23337",48,"technician","married","secondary","no",164,"no","no","cellular",27,"aug",76,4,-1,0,"unknown",1
"23338",47,"technician","divorced","secondary","no",598,"no","no","cellular",27,"aug",120,8,-1,0,"unknown",1
"23343",49,"technician","married","secondary","yes",410,"no","no","cellular",27,"aug",117,7,-1,0,"unknown",1
"23355",39,"management","single","tertiary","no",816,"yes","no","cellular",27,"aug",37,3,-1,0,"unknown",1
"23357",36,"technician","divorced","secondary","no",54,"yes","no","cellular",27,"aug",1642,3,-1,0,"unknown",2
"23358",44,"technician","married","secondary","no",682,"no","no","cellular",27,"aug",85,3,-1,0,"unknown",1
"23361",30,"management","single","tertiary","no",168,"no","no","cellular",27,"aug",35,13,-1,0,"unknown",1
"23371",50,"blue-collar","married","primary","no",334,"no","no","cellular",27,"aug",79,3,-1,0,"unknown",1
"23379",50,"management","married","secondary","no",0,"no","no","cellular",27,"aug",97,7,-1,0,"unknown",1
"23389",43,"housemaid","married","secondary","no",2220,"no","no","cellular",27,"aug",177,3,-1,0,"unknown",1
"23396",31,"technician","married","secondary","no",171,"no","no","cellular",27,"aug",81,3,-1,0,"unknown",1
"23398",31,"management","single","tertiary","no",0,"no","no","cellular",27,"aug",448,3,-1,0,"unknown",1
"23408",40,"management","married","secondary","yes",-1545,"no","no","cellular",27,"aug",70,13,-1,0,"unknown",1
"23419",55,"admin.","married","secondary","no",356,"no","no","telephone",27,"aug",554,6,-1,0,"unknown",1
"23427",54,"blue-collar","married","secondary","no",-102,"yes","no","cellular",27,"aug",164,7,-1,0,"unknown",1
"23446",32,"management","single","tertiary","no",2629,"no","no","cellular",28,"aug",77,4,-1,0,"unknown",1
"23454",30,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",102,10,-1,0,"unknown",1
"23455",41,"management","married","tertiary","no",2676,"no","no","cellular",28,"aug",210,4,-1,0,"unknown",1
"23460",58,"retired","married","secondary","yes",-146,"no","yes","cellular",28,"aug",192,8,-1,0,"unknown",1
"23461",41,"technician","single","secondary","no",294,"yes","no","cellular",28,"aug",150,14,-1,0,"unknown",1
"23463",60,"blue-collar","married","primary","no",1138,"yes","no","cellular",28,"aug",116,4,-1,0,"unknown",1
"23479",32,"management","married","tertiary","no",678,"no","no","cellular",28,"aug",13,15,-1,0,"unknown",1
"23487",34,"management","single","tertiary","no",1070,"no","no","cellular",28,"aug",91,15,-1,0,"unknown",1
"23494",36,"management","divorced","tertiary","no",0,"no","no","cellular",28,"aug",81,4,-1,0,"unknown",1
"23508",40,"technician","married","secondary","no",170,"no","no","cellular",28,"aug",12,24,-1,0,"unknown",1
"23510",41,"technician","married","secondary","no",801,"no","no","cellular",28,"aug",65,4,-1,0,"unknown",1
"23514",33,"management","married","secondary","no",333,"no","no","cellular",28,"aug",80,6,-1,0,"unknown",1
"23526",40,"management","married","tertiary","no",1666,"yes","no","cellular",28,"aug",271,4,-1,0,"unknown",1
"23527",43,"management","married","tertiary","no",2696,"yes","no","cellular",28,"aug",86,10,-1,0,"unknown",1
"23538",31,"technician","single","tertiary","no",44,"no","no","cellular",28,"aug",16,13,-1,0,"unknown",1
"23541",46,"technician","married","secondary","no",0,"no","no","cellular",28,"aug",63,2,-1,0,"unknown",1
"23542",31,"technician","single","secondary","no",23,"no","no","cellular",28,"aug",110,2,-1,0,"unknown",1
"23545",50,"blue-collar","married","secondary","no",326,"no","no","cellular",28,"aug",157,9,-1,0,"unknown",1
"23547",34,"technician","married","secondary","no",1,"no","no","cellular",28,"aug",535,2,-1,0,"unknown",2
"23551",45,"blue-collar","married","primary","no",751,"no","no","cellular",28,"aug",151,4,-1,0,"unknown",1
"23554",34,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",54,4,-1,0,"unknown",1
"23566",55,"retired","married","secondary","no",123,"no","no","cellular",28,"aug",70,8,-1,0,"unknown",1
"23571",34,"management","single","tertiary","no",46,"no","no","cellular",28,"aug",211,17,-1,0,"unknown",1
"23575",59,"retired","married","secondary","no",0,"no","no","cellular",28,"aug",23,15,-1,0,"unknown",1
"23576",46,"management","married","tertiary","no",1906,"no","no","cellular",28,"aug",44,6,-1,0,"unknown",1
"23587",44,"management","married","tertiary","no",217,"yes","no","cellular",28,"aug",203,4,-1,0,"unknown",1
"23588",47,"services","married","unknown","yes",0,"no","no","cellular",28,"aug",21,22,-1,0,"unknown",1
"23589",52,"technician","married","tertiary","no",0,"no","no","cellular",28,"aug",84,15,-1,0,"unknown",1
"23595",53,"blue-collar","married","primary","no",5603,"no","no","cellular",28,"aug",2372,6,-1,0,"unknown",2
"23604",42,"technician","married","secondary","no",3,"no","no","cellular",28,"aug",11,26,-1,0,"unknown",1
"23610",31,"self-employed","married","tertiary","no",81,"no","no","cellular",28,"aug",532,2,-1,0,"unknown",1
"23620",36,"technician","married","secondary","no",-158,"yes","no","cellular",28,"aug",1037,7,-1,0,"unknown",1
"23622",31,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",18,15,-1,0,"unknown",1
"23626",34,"technician","married","secondary","no",0,"no","no","cellular",28,"aug",12,13,-1,0,"unknown",1
"23627",38,"management","married","tertiary","no",173,"no","no","cellular",28,"aug",32,8,-1,0,"unknown",1
"23633",34,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",195,6,-1,0,"unknown",1
"23634",30,"management","single","tertiary","no",17,"no","no","cellular",28,"aug",95,6,-1,0,"unknown",1
"23643",54,"management","married","tertiary","no",1258,"no","no","cellular",28,"aug",153,14,-1,0,"unknown",1
"23644",34,"management","single","tertiary","no",6766,"no","no","cellular",28,"aug",210,5,-1,0,"unknown",1
"23651",53,"services","married","secondary","no",658,"no","no","cellular",28,"aug",18,25,-1,0,"unknown",1
"23652",52,"services","married","secondary","no",1645,"no","no","cellular",28,"aug",248,1,-1,0,"unknown",1
"23655",39,"technician","married","tertiary","no",0,"no","no","cellular",28,"aug",13,17,-1,0,"unknown",1
"23658",34,"management","single","tertiary","no",4348,"yes","no","cellular",28,"aug",373,8,-1,0,"unknown",1
"23659",35,"technician","single","secondary","no",230,"no","no","cellular",28,"aug",104,1,-1,0,"unknown",1
"23662",48,"blue-collar","married","primary","no",323,"no","no","cellular",28,"aug",158,10,-1,0,"unknown",1
"23671",36,"technician","divorced","tertiary","no",466,"no","no","cellular",28,"aug",171,1,-1,0,"unknown",1
"23682",42,"self-employed","married","tertiary","no",0,"no","no","cellular",28,"aug",35,13,-1,0,"unknown",1
"23684",40,"management","married","tertiary","no",558,"no","no","cellular",28,"aug",50,5,-1,0,"unknown",1
"23694",36,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",8,13,-1,0,"unknown",1
"23698",44,"management","married","tertiary","no",0,"no","no","cellular",28,"aug",43,1,-1,0,"unknown",1
"23702",38,"management","single","tertiary","no",0,"no","no","cellular",28,"aug",59,12,-1,0,"unknown",1
"23703",41,"technician","divorced","secondary","no",475,"yes","no","cellular",28,"aug",49,7,-1,0,"unknown",1
"23713",52,"blue-collar","married","primary","no",-490,"yes","yes","cellular",28,"aug",74,10,-1,0,"unknown",1
"23718",50,"blue-collar","married","primary","no",565,"yes","yes","cellular",28,"aug",36,3,-1,0,"unknown",1
"23722",33,"technician","married","secondary","no",2,"no","no","cellular",28,"aug",385,7,-1,0,"unknown",1
"23731",35,"technician","married","secondary","no",353,"no","no","cellular",28,"aug",17,9,-1,0,"unknown",1
"23740",49,"management","single","tertiary","no",588,"no","no","cellular",28,"aug",70,9,-1,0,"unknown",1
"23741",59,"retired","married","primary","no",4450,"no","no","cellular",28,"aug",106,3,-1,0,"unknown",1
"23748",45,"blue-collar","married","primary","no",1291,"yes","no","cellular",28,"aug",189,17,-1,0,"unknown",1
"23751",35,"technician","married","secondary","no",433,"no","no","cellular",28,"aug",14,16,-1,0,"unknown",1
