"","y","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"4167",1,850,"Spain","Female",45,5,174088.3,4,1,0,5669.31,1
"1347",1,643,"France","Male",30,5,94443.77,1,1,1,165614.4,0
"1027",1,628,"France","Male",33,6,0,2,0,0,184230.23,0
"1782",1,793,"Spain","Female",36,0,0,1,0,0,148993.47,0
"2546",1,686,"France","Female",43,0,0,1,1,1,170072.9,0
"9383",1,645,"France","Female",38,7,59568.57,1,1,1,167723.25,0
"4904",1,694,"France","Male",42,3,156864.2,2,0,0,88890.75,0
"7672",1,405,"France","Male",39,10,0,1,1,0,160810.85,1
"1754",1,595,"Spain","Female",23,10,101126.66,2,0,0,37042.8,0
"5679",1,630,"France","Male",33,9,0,2,1,0,64804.59,0
"5928",1,577,"Germany","Female",43,3,127940.47,1,0,0,125140.72,1
"9120",1,731,"Spain","Female",40,5,171325.98,1,1,1,159718.27,1
"1409",1,707,"France","Male",32,9,0,2,0,0,30807.02,0
"8214",1,598,"Spain","Male",34,0,104488.17,1,0,1,43249.67,0
"2211",1,673,"Germany","Female",34,1,127122.79,3,0,1,76703.1,0
"5142",1,774,"Spain","Male",32,9,0,2,1,0,10604.48,0
"1287",1,579,"Spain","Male",37,5,152212.88,2,0,0,120219.14,0
"6301",1,614,"France","Female",41,3,123475.04,1,1,1,179227.52,0
"9983",1,655,"Germany","Female",46,7,137145.12,1,1,0,115146.4,1
"9306",1,662,"France","Female",39,5,139562.05,2,1,0,61636.22,0
"1099",1,790,"France","Female",26,4,141581.71,2,0,0,98309.27,0
"1104",1,512,"Germany","Female",32,2,123403.85,2,1,0,80120.19,0
"1858",1,544,"France","Female",29,1,118560.55,1,1,1,164137.36,0
"8248",1,505,"Germany","Female",25,5,114268.85,2,1,1,126728.27,0
"777",1,622,"Germany","Female",58,7,116922.25,1,1,0,120415.61,1
"8017",1,569,"Spain","Male",41,2,0,2,1,0,134272.57,0
"4579",1,691,"France","Male",38,1,0,2,0,0,44653.5,0
"5345",1,787,"France","Male",25,5,0,2,1,0,47307.9,0
"3045",1,649,"Spain","Male",29,2,45022.23,1,1,1,173495.77,0
"2808",1,705,"France","Male",33,3,144427.96,2,1,0,113845.19,0
"5583",1,534,"France","Male",38,3,0,1,0,0,143938.27,0
"8209",1,711,"France","Female",29,3,130181.47,2,1,0,31811.44,0
"4344",1,549,"Germany","Male",54,5,92877.33,1,1,0,2619.64,1
"6609",1,765,"France","Male",40,6,138033.55,1,1,1,67972.45,0
"9377",1,567,"France","Female",47,2,0,1,0,0,110900.43,1
"2649",1,745,"France","Male",21,4,137910.45,1,1,1,177235.23,0
"9818",1,690,"Spain","Female",30,5,0,2,0,1,78700.03,0
"8589",1,712,"Spain","Female",29,7,77919.78,1,1,0,122547.58,0
"8367",1,637,"France","Male",41,2,0,2,0,1,102515.42,0
"3941",1,716,"Germany","Male",66,5,121411.9,1,0,0,10070.4,1
"4999",1,559,"Spain","Female",40,7,144470.77,1,1,1,18917.95,0
"3202",1,722,"France","Male",20,6,0,2,1,0,195486.28,0
"7376",1,639,"France","Male",77,6,80926.02,2,1,1,55829.25,0
"7036",1,558,"France","Female",56,7,121235.05,2,1,1,116253.1,0
"334",1,584,"Germany","Female",30,8,112013.81,1,1,0,177772.03,1
"1463",1,616,"Germany","Female",41,1,103560.57,1,1,0,236.45,1
"7965",1,564,"Germany","Female",30,0,100954.88,2,0,0,134175.15,0
"8471",1,662,"France","Male",26,0,0,2,0,1,72929.96,0
"5360",1,684,"Germany","Male",42,1,117691,1,1,1,23135.65,1
"3198",1,599,"Spain","Male",36,4,0,2,0,0,13210.56,0
"7852",1,758,"Germany","Male",68,6,112595.85,1,1,0,35865.44,1
"9332",1,605,"Germany","Male",19,8,166133.28,1,1,1,107994.99,0
"721",1,672,"Spain","Female",56,2,209767.31,2,1,1,150694.42,1
"9316",1,694,"France","Male",42,8,133767.19,1,1,0,36405.21,0
"7746",1,660,"France","Male",40,5,131754.11,2,1,1,38761.61,0
"614",1,667,"Spain","Male",38,1,87202.38,1,1,1,77866.91,0
"2554",1,727,"Spain","Male",71,8,0,1,1,1,198446.91,1
"9221",1,598,"France","Male",60,4,0,1,1,0,197727.14,1
"7879",1,731,"France","Female",38,10,123711.73,2,1,0,171340.68,1
"7877",1,623,"France","Male",45,0,0,1,1,0,196533.72,1
"1038",1,625,"France","Female",24,1,0,2,1,1,180969.55,0
"1317",1,850,"France","Female",31,4,0,2,1,1,33082.81,0
"2421",1,593,"France","Female",46,7,98752.51,1,1,0,145560.38,0
"430",1,568,"Germany","Male",40,1,99282.63,1,0,0,134600.94,1
"2034",1,665,"Spain","Male",41,8,0,2,1,0,132152.32,0
"3323",1,634,"France","Female",41,8,68213.99,1,1,1,6382.46,0
"4080",1,583,"France","Female",31,4,158978.79,1,1,0,12538.92,0
"3673",1,750,"France","Male",43,6,113882.31,1,1,1,74564.41,0
"8424",1,719,"Spain","Male",44,4,0,1,0,0,84972.9,1
"9134",1,705,"Spain","Male",36,1,111629.29,1,1,1,21807.16,0
"4968",1,621,"Germany","Male",40,8,174126.75,3,1,0,172490.78,1
"8737",1,636,"France","Male",44,2,0,2,0,0,86414.41,0
"7589",1,579,"Spain","Male",33,1,0,2,1,1,54816.57,0
"3418",1,612,"France","Female",42,10,75497.51,1,0,0,149682.78,0
"9845",1,658,"France","Female",40,5,143566.12,1,1,1,189607.71,0
"1362",1,578,"France","Male",32,4,0,2,1,1,141822.8,0
"5164",1,850,"France","Female",36,10,0,2,1,1,100750.03,0
"1933",1,655,"Spain","Female",56,5,0,2,1,1,41782.7,0
"6805",1,692,"France","Female",30,7,0,2,1,1,18826.34,0
"254",1,544,"Germany","Male",37,2,79731.91,1,1,1,57558.95,0
"2578",1,616,"Germany","Male",29,8,149318.55,1,1,0,140746.13,0
"1837",1,767,"Spain","Male",31,6,0,2,1,1,195668,0
"9698",1,533,"Germany","Male",51,6,127545.56,2,0,0,79559.02,1
"6736",1,842,"France","Female",37,4,132446.08,2,1,0,87071.18,1
"5816",1,802,"Germany","Female",41,4,90757.64,2,0,1,169183.66,0
"9659",1,713,"France","Female",39,10,0,2,1,1,126263.97,0
"1649",1,698,"Germany","Female",40,8,150777.1,1,1,0,114732.62,0
"1472",1,806,"France","Male",48,4,164701.68,1,1,1,21439.49,0
"7409",1,715,"France","Male",35,2,141005.47,1,1,1,60407.93,0
"1422",1,520,"Germany","Male",32,5,110029.77,1,1,0,56246.69,0
"881",1,749,"France","Female",60,6,0,1,1,0,17978.68,1
"8989",1,634,"France","Male",37,5,115345.86,2,0,0,168781.8,0
"2072",1,686,"Spain","Female",36,5,0,2,1,1,152979.14,0
"9668",1,596,"France","Male",37,2,0,1,0,1,121175.86,0
"870",1,435,"France","Male",36,4,0,1,1,1,197015.2,0
"4066",1,697,"Spain","Male",30,1,0,2,0,0,735.79,0
"6283",1,521,"France","Male",22,5,0,2,1,1,99828.45,0
"7183",1,692,"Germany","Male",49,6,110540.43,2,0,1,107472.99,0
"8496",1,696,"France","Male",42,4,0,1,0,0,126353.13,1
"9906",1,645,"Germany","Male",41,2,93925.3,1,1,0,123982.14,1
"860",1,598,"France","Male",64,1,0,2,1,0,195635.3,1
"2280",1,745,"Spain","Male",34,9,0,2,1,0,50046.25,0
"9313",1,579,"Germany","Male",40,10,45408.85,2,1,0,18732.91,0
"3525",1,763,"France","Female",35,7,115651.6,2,1,1,104706.29,0
"4959",1,655,"France","Male",37,6,109093.41,2,1,0,1775.52,0
"4298",1,538,"Spain","Male",68,9,0,2,1,0,110440.5,1
"5460",1,530,"Spain","Female",36,7,0,2,1,0,80619.09,0
"5700",1,684,"France","Male",35,6,135871.5,1,1,1,87219.41,0
"5329",1,667,"Germany","Male",27,2,138032.15,1,1,0,166317.71,0
"2683",1,656,"Germany","Female",27,3,150905.03,2,1,0,16998.72,0
"1549",1,668,"Spain","Male",25,8,0,2,1,1,135112.09,0
"6763",1,639,"France","Male",37,5,98186.7,1,0,1,173386.95,0
"8350",1,703,"Germany","Male",39,1,141559.5,1,1,1,31257.1,1
"4734",1,710,"France","Female",31,1,0,2,1,0,20081.3,0
"189",1,616,"Spain","Male",30,5,0,2,0,1,196108.51,0
"6070",1,576,"Spain","Male",52,2,100549.43,2,1,1,16644.16,0
"1778",1,715,"France","Male",34,4,124314.45,1,0,0,97782.92,0
"7022",1,672,"France","Male",28,4,167268.98,1,1,1,169469.3,0
"6725",1,752,"France","Female",41,8,0,2,1,0,139844.04,1
"8575",1,717,"France","Female",59,4,0,2,1,1,170528.63,0
"8948",1,701,"France","Female",43,2,160416.56,1,0,1,37266.43,0
"4432",1,616,"Germany","Female",42,6,117899.95,2,0,0,150266.81,0
"979",1,652,"France","Female",48,8,133297.24,1,1,0,77764.37,0
"1917",1,543,"Germany","Male",48,1,100900.5,1,0,0,33310.72,1
"9893",1,604,"Spain","Male",40,5,155455.43,1,0,1,113581.85,0
"2490",1,714,"France","Male",28,6,122724.37,1,1,1,67057.27,0
"4026",1,660,"France","Male",63,8,137841.53,1,1,1,42790.29,0
"6857",1,528,"France","Male",34,1,125566.9,1,1,1,176763.27,0
"500",1,570,"France","Female",58,8,0,1,0,1,116503.92,1
"4857",1,796,"France","Male",44,8,165326.2,1,1,1,57205.55,0
"8965",1,469,"Spain","Male",37,9,96776.49,1,1,1,119890.86,0
"7774",1,636,"Germany","Male",67,7,136709.35,1,0,1,66753.1,1
"9658",1,606,"France","Male",32,5,83161.65,1,1,1,116885.59,0
"6922",1,679,"Spain","Female",39,7,91187.9,1,0,1,6075.36,0
"1962",1,705,"Spain","Female",24,5,177799.83,2,0,0,79886.06,0
"9336",1,737,"Germany","Male",50,4,127552.85,2,1,0,4225.11,0
"9177",1,573,"France","Male",35,9,0,2,1,0,11743.89,0
"1256",1,624,"Spain","Male",46,3,0,2,1,1,62825.03,0
"8768",1,552,"France","Male",29,10,0,2,1,0,12186.83,0
"3787",1,710,"Germany","Female",41,9,149155.53,2,1,0,42131.26,1
"869",1,603,"Germany","Male",44,6,108122.39,2,1,0,108488.33,1
"7654",1,535,"Spain","Female",30,5,122924.75,1,0,0,62390.59,1
"2153",1,745,"France","Female",55,9,110123.59,1,0,1,51548.14,1
"6800",1,760,"France","Male",38,6,162888.73,1,1,0,91098.76,1
"7580",1,601,"France","Male",40,10,127847.86,1,0,0,173245.68,0
"9080",1,516,"Spain","Female",27,1,0,1,0,1,112311.15,0
"1797",1,555,"France","Male",37,9,124969.13,1,1,0,60194.05,0
"3853",1,746,"France","Male",36,9,127157.04,1,1,1,155700.15,0
"5223",1,550,"France","Female",22,7,139096.85,1,1,0,129890.94,0
"122",1,674,"Spain","Male",39,6,120193.42,1,0,0,100130.95,0
"5894",1,605,"Spain","Female",48,10,150315.92,1,0,1,133486.36,0
"687",1,715,"France","Female",31,2,112212.14,2,1,1,181600.72,0
"3301",1,677,"Germany","Male",28,0,143988,2,1,0,8755.69,1
"5464",1,731,"France","Female",36,6,0,1,0,0,152128.36,0
"6765",1,570,"France","Male",37,6,0,1,1,1,187758.5,0
"5967",1,508,"France","Female",43,9,0,1,1,0,103726.71,0
"4921",1,515,"France","Male",33,2,0,2,1,1,136028.97,0
"656",1,498,"Germany","Male",25,8,121702.73,1,1,1,132210.49,0
"9102",1,597,"Spain","Male",38,6,115702.67,2,1,1,25059.05,0
"3248",1,791,"Spain","Male",25,7,0,1,1,0,89666.28,0
"6829",1,707,"Germany","Male",34,9,162691.16,2,1,0,94912.78,0
"6588",1,707,"France","Female",33,2,58036.33,1,1,1,83335.78,0
"1037",1,521,"France","Male",30,2,107316.09,1,1,0,64299.82,0
"432",1,724,"Germany","Male",41,2,127892.57,2,0,1,199645.45,0
"7742",1,441,"France","Male",60,1,140614.15,1,0,1,174381.23,0
"7686",1,705,"Germany","Female",40,3,92889.91,1,1,1,109496.69,0
"6794",1,623,"Germany","Male",50,7,126608.37,1,0,1,645.61,1
"5609",1,518,"France","Female",27,1,133801.49,1,1,1,143315.57,0
"5124",1,832,"Spain","Male",29,8,93833.86,1,0,1,10417.87,0
"1842",1,501,"France","Female",34,3,107747.57,1,1,0,9249.36,0
"6496",1,617,"Germany","Female",39,5,83348.89,3,1,0,7953.62,1
"526",1,776,"France","Female",31,2,0,2,1,1,112349.51,0
"9778",1,705,"France","Female",39,3,92224.56,1,1,1,54517.25,0
"3072",1,798,"France","Male",32,7,0,2,0,1,37731.95,0
"1170",1,653,"France","Female",38,8,102133.38,1,1,1,166520.96,0
"2312",1,645,"France","Male",19,9,128514.84,1,0,0,175969.19,0
"1191",1,797,"France","Female",29,1,0,2,1,1,132975.39,0
"4051",1,803,"Germany","Male",41,9,137742.9,2,1,1,166957.82,0
"301",1,694,"France","Female",31,10,0,2,1,0,160990.27,0
"6331",1,744,"France","Female",39,6,0,1,0,0,10662.58,0
"3455",1,612,"France","Male",24,1,182705.05,1,1,1,171837.06,0
"1564",1,559,"Spain","Female",40,5,139129.44,1,0,1,32635.54,0
"8528",1,694,"Spain","Male",39,3,0,1,1,1,95625.03,0
"3826",1,548,"Spain","Male",44,8,0,1,1,0,16989.77,0
"5404",1,590,"Spain","Male",22,7,125265.61,1,1,1,161253.08,0
"5111",1,682,"France","Female",33,8,74963.5,1,1,1,32770.56,0
"6902",1,507,"France","Female",31,0,106942.08,1,0,1,44001.11,0
"3474",1,682,"France","Female",42,0,0,1,0,1,91981.85,1
"4023",1,680,"Germany","Male",44,0,129974.79,2,1,1,33391.38,0
"3294",1,751,"France","Female",39,3,0,2,1,1,84175.34,0
"7688",1,754,"France","Male",61,5,146622.35,1,1,1,41815.22,1
"3136",1,694,"France","Male",37,10,143835.47,1,0,1,33326.71,0
"8277",1,580,"Spain","Male",32,9,142188.2,2,0,1,128028.6,0
"4413",1,666,"France","Female",40,2,0,2,0,0,36371.27,0
"909",1,685,"Spain","Male",31,10,135213.71,1,1,1,125777.28,0
"3311",1,506,"Spain","Male",50,3,0,2,1,0,12016.79,0
"2797",1,697,"France","Female",39,6,151553.19,1,1,1,44946.29,0
"2395",1,543,"France","Male",43,9,0,2,1,1,78858.07,0
"7527",1,850,"France","Female",81,1,0,2,1,1,59568.24,0
"3184",1,636,"France","Male",43,6,0,2,1,0,43128.95,0
"1304",1,593,"Germany","Female",32,9,134096.53,2,1,0,53931.05,1
"5608",1,641,"Germany","Male",41,7,104405.54,3,1,0,17384.21,0
"2084",1,534,"France","Male",24,1,0,1,1,1,169653.32,0
"7566",1,708,"France","Male",52,10,105355.81,1,1,0,123.07,1
"806",1,790,"Spain","Female",46,9,0,1,0,0,14679.81,1
"1884",1,790,"Germany","Male",24,7,107418.27,1,0,1,160450.21,0
"1935",1,726,"Germany","Male",30,5,111375.32,2,1,0,2704.09,0
"8472",1,525,"France","Male",51,10,0,3,1,0,171045.35,1
"1496",1,685,"Germany","Male",57,7,101868.51,1,0,1,113483.96,0
"9083",1,768,"France","Female",36,5,180169.44,2,1,0,17348.56,0
"6730",1,454,"Germany","Female",50,10,92895.56,1,1,0,154344,1
"4370",1,662,"France","Female",22,2,126362.57,2,1,1,97382.8,0
"1434",1,755,"France","Male",62,1,127706.33,2,0,1,142377.69,0
"9121",1,703,"Spain","Male",58,4,92930.92,1,0,1,85148.78,0
"1491",1,797,"Spain","Female",31,8,0,2,1,0,117916.63,0
"842",1,818,"France","Female",31,1,186796.37,1,0,0,178252.63,0
"3823",1,850,"France","Female",39,0,104386.53,1,1,0,105886.77,0
"8268",1,654,"France","Male",38,8,0,2,1,0,88659.44,0
"3700",1,749,"France","Male",37,10,185063.7,2,1,1,134526.87,0
"6037",1,674,"France","Female",27,4,79144.34,1,0,1,50743.83,0
"761",1,600,"France","Female",43,5,134022.06,1,1,0,194764.83,0
"3719",1,568,"France","Male",30,8,73054.37,2,1,1,27012,0
"2848",1,529,"Spain","Male",38,7,99842.5,2,1,0,90256.06,1
"5856",1,498,"France","Male",46,1,91857.66,1,1,0,101954.78,1
"3189",1,801,"France","Female",32,4,75170.54,1,1,1,37898.5,0
"2112",1,642,"France","Male",25,7,0,2,1,0,102083.78,0
"6260",1,585,"Germany","Female",28,9,135337.49,2,1,1,40385.61,0
"56",1,619,"France","Male",43,1,125211.92,1,1,1,113410.49,0
"9506",1,651,"France","Male",28,10,79562.98,1,1,1,74687.37,0
"3389",1,599,"Germany","Male",25,7,108380.72,1,1,1,79005.95,0
"5383",1,724,"France","Female",40,6,110054.45,1,1,1,86950.72,0
"9798",1,627,"Spain","Male",40,10,0,2,1,1,194792.42,0
"2440",1,566,"France","Female",42,6,0,1,1,0,180702.12,1
"8591",1,771,"France","Female",41,10,108309,4,1,1,137510.41,1
"1879",1,648,"Spain","Male",35,7,0,2,1,1,78436.36,0
"8641",1,730,"France","Female",32,9,127661.69,1,0,0,60905.51,0
"6979",1,571,"France","Female",47,7,0,2,0,0,112366.98,0
"9934",1,797,"France","Female",46,8,0,1,0,0,162668.33,0
"7974",1,592,"Germany","Male",31,7,124593.23,1,1,0,86079.67,0
"379",1,629,"Spain","Female",30,2,34013.63,1,1,0,19570.63,0
"8470",1,720,"France","Male",71,5,183135.39,2,1,1,197688.5,0
"69",1,661,"Germany","Female",35,5,150725.53,2,0,1,113656.85,0
"3999",1,639,"France","Female",60,5,162039.78,1,1,1,84361.72,1
"3944",1,649,"France","Male",46,5,0,2,1,1,76946.6,0
"8029",1,763,"Spain","Male",37,8,0,2,1,1,933.38,0
"9861",1,775,"France","Female",30,10,191091.74,2,1,1,96170.38,0
"176",1,484,"Spain","Female",35,7,133868.21,1,1,1,27286.1,0
"467",1,850,"Spain","Female",32,9,0,2,1,1,18924.92,0
"8271",1,559,"Spain","Male",34,0,0,1,1,0,182988.94,0
"4919",1,717,"France","Female",36,2,99472.76,2,1,0,94274.72,1
"1806",1,769,"Germany","Female",31,7,148913.72,2,1,0,53817.23,0
"822",1,841,"France","Female",36,5,156021.31,1,0,0,122662.98,0
"1676",1,784,"Spain","Male",33,10,0,2,1,0,162022.47,0
"9653",1,480,"France","Female",40,7,0,1,1,0,170332.67,1
"814",1,421,"Germany","Male",28,8,122384.22,3,1,1,89017.38,1
"5838",1,850,"France","Female",35,6,81684.97,1,1,0,824,0
"8585",1,731,"France","Male",19,6,0,2,1,1,151581.79,0
"1288",1,698,"Spain","Female",39,9,161993.89,1,0,0,90212.38,0
"8766",1,675,"France","Male",39,1,0,2,1,0,153129.22,0
"6058",1,742,"France","Male",31,4,105239.1,1,1,1,19700.24,0
"3305",1,601,"Germany","Male",35,8,71553.83,1,1,0,177384.45,0
"3654",1,688,"Germany","Female",46,0,74458.25,1,0,1,6866.31,0
"5450",1,549,"France","Female",46,7,0,1,1,1,109057.56,0
"3802",1,699,"Spain","Male",31,6,114493.68,1,0,0,138396.32,0
"4621",1,680,"France","Male",33,2,108393.35,1,0,1,39057.67,0
"7250",1,628,"France","Male",25,7,0,2,1,1,195977.75,0
"3331",1,738,"France","Male",18,4,0,2,1,1,47799.15,0
"7642",1,797,"France","Male",31,9,0,2,1,1,24748.89,0
"4889",1,437,"France","Male",49,9,111634.29,2,0,1,166440.32,0
"9148",1,636,"France","Male",35,9,95478.17,1,0,0,169286.74,0
"5950",1,742,"Germany","Female",44,8,107926.02,1,0,1,17375.27,1
"2032",1,765,"France","Male",51,3,123372.3,1,1,1,115429.32,0
"564",1,509,"France","Female",46,1,0,1,1,0,71244.59,1
"6281",1,491,"Germany","Male",26,4,102251.14,1,1,1,145900.89,0
"9593",1,668,"Germany","Female",28,1,124511.01,1,0,0,114258.18,0
"3008",1,602,"France","Male",33,5,164704.38,1,0,1,180716.1,1
"2043",1,667,"Germany","Female",27,3,106116.5,2,1,0,3674.71,0
"8826",1,611,"Germany","Female",49,9,115488.52,2,1,1,138656.81,1
"6540",1,697,"France","Female",45,1,0,2,1,0,46807.62,1
"6033",1,686,"France","Male",39,4,0,2,1,0,155023.93,0
"5621",1,553,"France","Male",31,6,0,2,0,0,124596.63,0
"5624",1,586,"Spain","Male",42,6,0,2,1,1,123410.23,0
"4843",1,683,"Spain","Male",56,7,50911.21,3,0,0,97629.31,1
"788",1,714,"Germany","Male",42,2,177640.09,1,0,1,47166.55,0
"2740",1,625,"France","Male",45,7,137555.44,1,0,0,124607.7,0
"3448",1,646,"Germany","Male",32,8,105397.8,1,1,0,78111.84,1
"2887",1,449,"France","Female",37,6,0,2,1,0,82176.48,0
"4912",1,407,"Spain","Male",37,1,0,1,1,1,49161.12,1
"1847",1,485,"Spain","Female",30,7,0,1,1,0,107067.37,0
"5125",1,721,"Spain","Female",46,7,137933.39,1,1,1,67976.57,0
"8411",1,743,"France","Female",46,9,0,1,1,0,113436.08,0
"1039",1,523,"France","Male",30,1,83181.29,1,1,1,138176.78,0
"8195",1,632,"France","Male",42,4,126115.6,1,1,0,100998.5,0
"2958",1,686,"France","Female",41,10,0,1,1,1,144272.71,1
"7106",1,576,"Spain","Male",45,5,133618.01,1,0,0,135244.87,0
"6010",1,525,"Spain","Male",33,5,0,2,1,0,161002.29,0
"5900",1,639,"France","Female",27,2,0,2,0,0,125244.18,0
"9042",1,513,"Germany","Female",49,5,171601.27,1,1,0,126223.84,0
"4543",1,630,"France","Male",28,9,0,2,0,0,32599.35,0
"5995",1,580,"Germany","Male",35,10,136281.41,2,1,1,24799.47,0
"5578",1,592,"France","Female",62,5,0,1,1,1,100941.57,0
"1011",1,724,"France","Male",40,10,0,1,1,0,127847.25,1
"5829",1,709,"Spain","Female",37,8,0,3,1,0,71738.56,0
"8913",1,623,"France","Female",24,7,148167.83,2,1,1,109470.34,0
"5857",1,512,"Spain","Male",31,6,0,2,1,0,168462.26,0
"5379",1,606,"Germany","Male",27,2,130274.26,2,1,0,147533.09,0
"8068",1,530,"France","Female",29,5,0,2,0,0,121451.21,0
"4076",1,713,"France","Male",43,5,86394.14,1,1,1,130001.13,0
"2575",1,665,"Germany","Female",51,9,110610.41,2,0,1,1112.76,1
"8627",1,657,"Germany","Male",40,7,99165.84,1,0,1,119333.95,1
"6869",1,462,"France","Male",39,4,140133.08,2,0,0,131304.45,0
"7397",1,603,"Spain","Female",56,5,90778.76,2,1,0,162223.67,1
"8994",1,547,"France","Female",35,4,0,1,1,1,133287.73,0
"2432",1,540,"France","Male",22,4,0,3,1,1,186233.26,1
"3112",1,623,"Germany","Male",42,1,149332.48,2,1,0,100834.22,0
"5016",1,682,"France","Male",50,6,121818.84,2,0,1,124151.37,0
"5018",1,746,"Germany","Male",34,6,141806,2,1,1,183494.87,0
"9246",1,681,"France","Female",41,0,120549.29,2,1,0,175722.31,0
"9713",1,637,"France","Male",32,3,0,2,1,1,197827.06,0
"4931",1,627,"Germany","Male",30,6,112372.96,1,1,1,118029.09,0
"2407",1,702,"Spain","Male",32,8,71667.74,1,1,1,126082.18,0
"7461",1,647,"Germany","Male",30,6,143138.91,2,1,0,2955.46,0
"7221",1,718,"Spain","Male",40,9,0,2,0,0,121537.91,0
"2990",1,703,"Spain","Female",45,1,0,1,1,0,182784.11,1
"3505",1,490,"France","Female",37,3,116465.53,1,0,1,24435.77,0
"7825",1,673,"France","Female",44,8,133444.97,1,0,1,5708.19,0
"6943",1,431,"Germany","Male",42,8,120822.86,2,1,0,126153.24,0
"7312",1,707,"France","Male",37,1,0,2,0,1,6035.51,0
"5421",1,695,"France","Male",28,5,171069.39,2,1,1,88689.4,0
"4998",1,722,"Spain","Male",43,1,0,1,1,0,44560.17,1
"3631",1,656,"France","Male",46,9,143267.14,2,0,0,193099.43,0
"6016",1,615,"Spain","Male",59,4,155766.05,1,1,1,110275.17,0
"1226",1,707,"Spain","Female",53,6,109663.47,1,1,1,52110.45,0
"3095",1,480,"Germany","Female",25,3,174330.35,2,0,0,181647.13,0
"5790",1,689,"Germany","Female",55,1,76296.81,1,1,0,42364.75,1
"2359",1,669,"France","Male",43,1,163159.85,1,0,1,15602.8,0
"3069",1,653,"France","Female",31,7,102575.04,1,1,1,11043.54,0
"4020",1,620,"Spain","Male",31,2,166833.86,2,1,1,135171.6,0
"3409",1,832,"Germany","Female",40,9,107648.94,2,1,1,134638.97,0
"1526",1,569,"Spain","Female",41,4,139840.36,1,1,1,163524.7,0
"6310",1,705,"France","Male",25,9,0,2,0,1,112331.19,0
"1967",1,681,"Germany","Female",48,8,139480.18,1,1,1,163581.67,0
"2390",1,655,"Spain","Female",35,1,82231.51,2,1,0,88798.02,0
"6707",1,662,"France","Male",64,0,98848.19,1,0,1,42730.12,0
"7052",1,643,"Spain","Male",43,1,0,2,1,1,145764.4,0
"5041",1,829,"Spain","Male",50,7,0,2,0,1,178458.86,0
"6479",1,850,"France","Male",35,9,102050.47,1,1,1,3769.71,0
"5859",1,570,"France","Female",30,10,176173.52,1,1,0,97045.32,1
"626",1,850,"Spain","Male",35,7,110349.82,1,0,0,126355.8,0
"3056",1,812,"France","Male",44,4,115049.15,2,1,0,165038.41,0
"1936",1,523,"France","Male",39,3,0,2,1,0,6726.53,0
"5887",1,607,"Germany","Male",40,5,90594.55,1,0,1,181598.25,0
"9720",1,516,"Germany","Female",47,9,128298.74,1,0,0,149614.17,1
"7453",1,573,"Spain","Male",44,8,0,2,0,0,62424.46,0
"4796",1,483,"France","Male",29,9,0,1,1,1,81634.45,0
"5961",1,598,"France","Male",48,6,120682.53,1,1,0,30635.52,1
"7653",1,704,"France","Male",24,2,148197.15,2,1,0,182775.08,0
"586",1,760,"France","Female",51,2,100946.71,1,0,0,179614.8,1
"9236",1,462,"France","Male",27,4,176913.52,1,1,0,80587.27,0
"81",1,665,"France","Female",34,1,96645.54,2,0,0,171413.66,0
"8442",1,624,"France","Female",23,5,0,2,0,0,132418.59,0
"6602",1,591,"Germany","Female",51,8,132508.3,1,1,1,161304.68,1
"9438",1,670,"France","Female",27,5,79336.61,1,1,1,26170.08,0
"413",1,745,"Spain","Female",31,3,124328.84,1,1,1,140451.52,0
"7706",1,777,"France","Female",29,9,131240.61,1,1,1,163746.09,1
"3861",1,720,"France","Female",34,6,110717.38,1,1,1,9398.45,0
"8487",1,738,"Germany","Female",40,6,114940.67,2,1,1,194895.57,1
"4940",1,616,"France","Male",37,5,144235.73,2,0,0,154957.66,1
"5678",1,655,"Germany","Male",32,9,113447.01,1,1,0,82084.3,0
"8922",1,472,"France","Female",37,1,0,2,1,1,48357.9,0
"1659",1,748,"France","Male",44,2,92911.52,1,0,1,85495.24,0
"1251",1,548,"Germany","Male",32,5,175214.71,1,1,1,155165.61,0
"9837",1,587,"France","Male",39,10,0,2,1,1,170409.45,0
"5989",1,850,"France","Male",35,2,0,2,1,1,56991.66,0
"587",1,621,"Spain","Male",53,9,170491.84,1,1,0,35588.07,1
"511",1,524,"Germany","Female",31,10,67238.98,2,1,1,161811.23,0
"3498",1,456,"France","Female",63,1,165350.61,2,0,0,140758.07,1
"8613",1,686,"Germany","Male",39,3,129626.19,2,1,1,103220.56,0
"2636",1,592,"France","Female",27,4,0,2,1,1,183569.25,0
"4378",1,719,"France","Female",37,9,101455.7,1,1,0,25803.59,1
"7350",1,632,"Germany","Male",42,6,59972.26,2,0,1,148172.94,0
"4955",1,731,"Spain","Male",42,9,101043.63,1,1,1,192175.52,0
"5409",1,682,"Spain","Female",54,0,83102.72,2,1,1,54132.93,0
"4609",1,850,"Germany","Male",42,8,119839.69,1,0,1,51016.02,1
"1231",1,775,"Germany","Male",36,2,109949.05,2,0,1,71682.54,0
"161",1,717,"Spain","Female",22,6,101060.25,1,0,1,84699.56,0
"9567",1,644,"France","Male",37,6,117271.8,2,1,0,104217.96,1
"7727",1,735,"France","Male",55,6,134140.68,1,1,0,2267.88,0
"3849",1,560,"Germany","Male",41,4,152532.3,1,0,0,10779.69,0
