"","y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"39581",0,0.568867668,50,0,0.334577446,8338,7,0,0,0,0,1
"39591",0,3.418079096,68,1,0.728049446,1000,13,0,2,0,0,1
"39601",0,0.93521735,62,0,0.092305655,11700,10,0,1,0,0,0
"39611",0,0.136793641,77,2,0.313968603,7500,7,0,0,0,0,0
"39621",0,0.539551166,69,0,0.611523612,2700,12,0,4,0,0,0
"39631",0,0.9999999,36,0,0.00429957,9320,4,0,1,0,1,0
"39641",0,0.388418812,54,0,0.610115095,2125,4,0,0,0,1,0
"39651",0,0.377940699,41,0,0.494822045,5300,7,0,3,1,0,1
"39661",0,0.515572191,41,0,0.325761018,7333,6,0,1,0,0,0
"39671",0,0.204159099,46,0,0.363981643,6000,9,0,1,0,2,1
"39681",0,0.020413512,27,0,0.596089758,2500,5,2,1,0,0,1
"39691",0,0.039352491,54,0,0.328736445,0,3,0,1,0,1,0
"39701",0,0.038299043,28,0,0.331546153,4500,7,0,0,0,0,0
"39711",0,0.13094009,41,6,0.203253116,10979,14,0,3,0,1,0
"39721",0,0.9999999,59,0,0.586834419,2083,6,0,2,1,1,0
"39731",0,0.86785652,54,1,0.496501166,5500,9,0,1,0,2,0
"39741",0,0.282047259,67,1,0.574071835,9508,30,0,1,0,0,1
"39751",0,0.891320099,43,0,0.579477292,6450,14,0,2,0,0,1
"39761",0,0.133901064,36,0,3420,3280,0,0,4,0,4,0
"39771",0,0.974184165,39,0,0.235350412,2483,8,1,0,0,0,1
"39781",0,0.021136163,33,0,0.530306186,20000,3,0,0,0,1,0
"39791",0,0.005167875,72,0,0.579008074,1400,4,0,0,0,1,1
"39801",0,0.045386627,58,2,0.188310915,4310,12,1,1,0,0,0
"39811",0,0,33,1,0.222001701,5083,4,1,0,0,0,1
"39821",0,0,42,0,0.623994484,3333,5,0,0,0,1,0
"39831",0,0.84015984,81,1,0.042679633,4500,9,0,0,0,1,1
"39841",0,0.213273837,45,1,0.026212283,1509,9,3,1,0,0,0
"39851",0,1.023147514,51,1,0.51210842,5651,6,0,2,0,4,0
"39861",0,0.179499948,60,0,0.314035818,8725,17,5,2,1,2,0
"39871",0,0.42667765,70,0,0.334455087,2800,2,1,1,0,0,0
"39881",0,0.519931802,75,2,0.555294118,4250,6,0,5,0,0,1
"39891",0,0.9999999,48,0,0.176008116,14500,7,0,0,1,0,0
"3990",0,0.136660442,66,0,0.284673618,27390,2,0,1,1,0,0
"3991",0,0.380052096,33,1,0.4174872,5256,19,0,2,0,0,0
"39921",0,0.027848271,68,0,0.33376351,3800,13,1,0,0,0,0
"39931",0,0,61,0,0.314509715,4801,6,0,1,3,4,1
"39941",0,0.352877865,55,0,0.00519896,7200,6,3,2,0,0,0
"39951",0,0,23,1,0.614795068,2500,4,0,1,0,0,0
"39961",0,0.060880889,25,0,0.101199874,3875,8,0,1,0,1,1
"39971",0,0.9999999,26,2,0.046990602,4600,7,4,1,0,0,1
"3998",0,0.971751412,52,1,0.287505532,5700,9,0,0,0,3,0
"39991",0,0.250637468,63,0,0.545828716,3200,12,0,1,0,0,1
"40001",0,0.913140498,45,0,0.505555556,2400,7,0,1,0,3,0
"40011",0,0.006364022,35,0,0.130175913,6141,7,0,0,0,0,1
"4002",0,0.023531765,53,0,0.517078488,3750,4,0,1,0,0,0
"40031",0,0.621660067,68,0,0.008886914,11000,1,0,2,0,1,0
"4004",0,1.340732519,52,0,0.559927751,11416,11,1,3,0,1,1
"40051",0,0.9999999,58,0,0.514271065,6859,9,3,2,0,0,1
"40061",0,0.327390217,51,0,0.012436665,7500,17,0,1,0,4,1
"4007",0,0,54,4,3.562054208,5546,15,2,1,0,0,0
"4008",0,0.98130113,27,1,0.382245989,23000,14,0,0,0,0,1
"4009",0,0.9999999,61,0,0.268878019,4583,13,0,1,2,2,0
"40101",0,0.890246612,45,0,0.457709947,6175,2,1,0,0,0,1
"40111",0,0.014463656,43,2,1119.5,5606,15,1,1,1,0,1
"40121",0,0.967722962,56,1,0.472547255,2033,5,0,2,0,1,1
"40131",0,0.405148713,49,0,2.099078341,1600,6,0,0,0,0,0
"4014",0,0.048683046,58,0,0.208328432,4125,7,0,2,0,2,0
"4015",0,0.605191257,47,0,0.54575394,4056,8,0,2,0,0,0
"4016",0,0.034031206,54,0,0.754577984,10100,15,1,2,0,1,1
"4017",0,0.947233159,47,0,0.006662225,4000,5,0,1,0,2,1
"4018",0,0.9999999,65,0,0.013594562,5272,3,0,2,0,0,0
"40191",0,0.002736273,53,0,0.429075512,5172,12,0,2,1,2,0
"4020",0,0.049864487,42,1,0.881655429,5000,7,1,6,0,1,1
"40211",0,0.132673596,79,1,0.069478303,4116,13,0,0,0,0,0
"40221",0,0.11240922,74,0,0.575042882,5083,9,0,0,0,2,0
"4023",0,0.632935261,39,2,0.264367816,7916,15,0,0,1,0,1
"40241",0,0.911898274,46,0,0,14200,12,0,0,1,0,0
"4025",0,0.165507635,64,0,0.468988955,5200,15,0,0,0,0,0
"40261",0,0.9999999,82,0,0.345760981,2500,15,0,0,2,0,0
"40271",0,0.998261625,80,0,0.285211268,17200,5,0,3,2,3,1
"40281",0,1.011168106,34,0,0.096814233,6521,11,0,0,1,0,0
"4029",0,0,59,3,0.164935443,11500,5,0,1,1,0,0
"40301",0,0.02741847,35,0,0.0146269,800,12,0,0,0,0,1
"40311",0,0.998545545,28,2,0.713580247,5416,8,0,1,0,2,1
"40321",0,0.510594515,37,4,0.120712741,7000,19,1,0,0,0,1
"40331",0,0.468159757,46,5,0.033986405,6000,12,0,0,0,0,0
"40341",0,1.003322259,65,1,0.461733713,6249,8,0,1,0,0,0
"4035",0,0.990643525,39,0,0.796627491,4800,18,0,2,0,3,0
"40361",0,0.611391151,41,0,0,8000,15,1,0,0,0,0
"40371",0,0.506264104,49,0,0.348741338,4947,4,0,2,0,3,1
"4038",0,0.096192967,43,3,1.096903097,5315,14,0,0,2,0,0
"4039",0,0.823685215,56,0,0.238158841,4490,10,0,0,0,0,0
"40401",0,0.823917608,45,0,0.366492626,5131,9,0,2,0,0,1
"4041",0,0.019473081,34,0,2398,5811,4,0,0,0,0,1
"40421",0,0.91040823,56,0,0.733463035,7150,3,0,1,0,0,1
"40431",0,0.213299431,43,0,0.450169701,6460,17,0,0,0,2,0
"40441",0,0.239842403,38,0,0.325321276,17600,14,0,1,0,1,1
"40451",0,0.83210715,51,0,0.425542687,11000,5,1,1,1,0,0
"40461",0,0.9999999,70,0,0,3446,9,0,1,1,1,0
"4047",0,0.744831676,50,3,0.244929054,2542,22,0,3,1,3,1
"40481",0,0.864003149,32,1,0.05426945,9500,9,1,0,0,0,1
"40491",0,0.683239059,52,0,2.594043887,8830,5,0,0,0,0,1
"40501",0,0.99605367,38,6,0.560799556,6500,3,0,1,0,1,0
"40511",0,0.02249429,24,0,0.423732885,3000,1,0,1,0,1,0
"4052",0,0.439941341,37,0,0.115234022,1924,8,0,0,0,0,1
"4053",0,0.363806812,58,0,0.834977339,8333,5,1,1,1,1,1
"40541",0,0.707691903,82,0,0.104291647,6166,9,0,1,5,0,1
"40551",0,0.9999999,30,0,0.233277791,7554,6,0,1,0,1,1
"40561",0,0.831411239,62,0,0.019997059,14950,12,0,0,0,0,0
"40571",0,0.021388349,54,0,0.529486852,6538,15,0,0,0,1,0
"40581",0,0.744726268,38,0,0.274722886,1490,6,0,2,0,0,0
"40591",0,0.744849184,50,0,0.421646268,15000,15,0,0,0,0,1
"40601",0,0.174451781,31,0,0.521504651,17618,20,0,2,0,1,0
"40611",0,0.578269597,45,0,1.09947839,4000,8,0,1,0,3,1
"40621",0,0.155653696,47,0,1.034991252,3000,3,0,0,1,3,0
"40631",0,0.9999999,63,0,0.226163552,3500,12,1,0,0,0,1
"40641",0,0.341866453,55,0,0.377145372,1100,4,1,0,2,0,1
"40651",0,0.117703076,35,1,0.291773504,5700,25,0,1,2,3,1
"40661",0,0.580427447,48,0,0.179937952,12200,2,3,1,0,1,1
"4067",0,0.033827266,36,2,0.01926113,4700,15,0,1,0,2,1
"4068",0,0,41,0,1.292338458,4100,0,2,0,1,0,0
"4069",0,0,56,0,0.401104052,8300,4,1,1,0,0,0
"4070",0,0.0649594,54,0,0.143655345,12182,10,0,0,0,3,1
"40711",0,1.020704908,49,0,0.185890834,2542,12,0,0,1,0,1
"4072",0,0.318893702,45,0,0.673023685,3414,3,0,1,0,0,0
"40731",0,0.204399958,58,5,0.068850639,3761,20,0,0,0,1,1
"40741",0,0.0499002,72,0,0.161908702,4800,2,1,2,0,0,1
"40751",0,0.909976303,33,0,0.350194553,15991,2,0,0,0,2,1
"4076",0,0.369421575,57,1,0.437179487,2600,6,0,1,0,3,1
"40771",0,0.739146488,64,1,0.436025621,3000,7,0,0,0,0,1
"40781",0,0.191473518,63,0,0.512635379,2300,6,3,3,0,4,0
"40791",0,0.035106705,67,0,0.204984232,5100,6,0,1,0,1,0
"4080",0,0,58,0,0.742630095,3200,1,0,2,1,0,0
"40811",0,0.042837823,66,2,0.846727856,7035,10,0,1,0,0,0
"40821",0,0.9999999,59,2,0.606691886,8750,3,0,0,0,1,1
"40831",0,0.371268548,58,1,0.027908858,3600,5,0,2,0,0,0
"40841",0,0.925648835,39,1,1.411149826,2583,10,0,0,0,1,0
"40851",0,0.298733454,50,1,0.269390582,15800,12,0,2,0,0,0
"40861",0,0.004880588,56,3,0.199980954,3000,3,0,0,1,5,0
"40871",0,0.146783481,56,0,0.273761714,14583,7,0,0,0,0,1
"40881",0,0.279829799,48,0,4.049980008,1700,6,0,0,0,2,1
"40891",0,1.036422067,44,0,0.294765221,4166,6,0,0,0,1,0
"40901",0,0.831853452,36,0,0.380252358,5890,4,0,2,0,0,1
"40911",0,0.695860828,43,0,1.173693086,3916,1,0,2,1,1,1
"4092",0,0.909838003,44,2,0.650215916,3300,7,0,3,1,0,1
"40931",0,0.443188522,63,0,0.20043494,0,6,1,1,0,1,1
"40941",0,0.9999999,54,0,0.142097426,3800,8,1,0,0,2,1
"40951",0,0.9999999,31,0,0.23716252,0,5,0,0,1,0,1
"40961",0,0.577449623,39,0,0.467213115,4664,5,0,0,0,2,0
"40971",0,1.043647891,56,0,0.237556312,3575,10,1,2,0,1,1
"40981",0,0.077427943,30,1,0.639484979,3000,4,0,2,0,1,1
"40991",0,0.290159955,51,1,0.308372642,10150,2,0,1,0,0,1
"41001",0,0.9999999,60,0,0.212152071,9370,5,0,0,0,0,1
"41011",0,1.132116471,50,1,0.019278607,1400,12,2,3,0,2,0
"41021",0,0.517089158,40,2,0.225884096,4500,8,0,1,0,1,0
"41031",0,0.003633656,44,0,0.93304767,6685,6,0,1,0,0,1
"41041",0,0.335552005,62,0,0.701714286,10548,9,1,0,0,0,1
"41051",0,0.344823292,31,0,0.208391365,6641,3,0,0,2,1,0
"41061",0,0.926651373,49,5,0.293502953,401,23,0,1,0,1,1
"41071",0,0.783845062,61,0,0.246739697,2025,8,0,1,1,2,0
"41081",0,0.747859488,49,0,0.417742229,1552,5,2,2,0,0,0
"41091",0,0.054415219,48,0,0.124399154,4500,8,0,1,0,0,0
"41101",0,0.536227045,33,5,0.668178119,13416,6,1,1,1,1,0
"41111",0,0.894301667,38,0,0.32111476,2300,18,0,0,0,2,1
"41121",0,0.544361269,67,0,0.078011953,4151,8,0,2,0,3,1
"41131",0,0.026990267,54,1,0.310805927,4175,9,0,1,0,0,1
"41141",0,0.429473354,67,0,0.065682657,5493,4,0,1,0,0,0
"4115",0,0.9999999,42,3,0.168298074,2385,18,0,1,0,1,1
"41161",0,0.9999999,50,0,0.471932638,5500,10,0,0,0,0,0
"41171",0,0.601902646,40,0,0.323494173,3188,14,0,2,0,3,1
"41181",0,0,32,0,1.022630835,5049,4,4,0,0,0,0
"41191",0,0.744849184,60,2,0.458074026,8166,5,0,2,0,0,0
"41201",0,0.371268548,60,3,0.309486966,1850,22,0,0,0,0,0
"4121",0,0.9999999,78,1,0.182063587,4000,7,0,1,0,0,1
"41221",0,0.837010254,33,0,0.46877602,11499,12,0,1,0,1,0
"41231",0,0.9999999,39,0,0.584773604,2600,2,0,1,1,0,0
"41241",0,0.9999999,40,1,0.651522035,11100,1,0,0,0,0,0
"41251",0,1.101633394,46,2,0.072308431,5166,14,0,1,0,3,0
"41261",0,0.675436647,49,0,0.302400739,6430,5,0,0,0,0,0
"41271",0,0.926073926,40,0,1.082804046,4000,11,0,3,0,0,1
"4128",0,0.054415219,39,0,0.312365502,2420,20,0,1,0,0,0
"4129",0,0.088824,47,1,0.130661395,1200,15,0,1,0,0,1
"41301",0,0.346956564,54,0,0.06912068,6400,14,0,0,1,1,1
"41311",0,0.957569542,33,0,0.492245448,2500,12,0,1,0,0,0
"41321",0,0.9999999,58,1,0.288829635,0,7,0,2,0,0,1
"41331",0,0.9999999,79,1,0.514217861,7792,8,0,1,0,0,0
"41341",0,0.553697638,36,5,0,5261,8,0,0,0,2,1
"4135",0,0.755503461,51,0,0,4000,11,1,1,0,0,1
"41361",0,0.664174058,52,0,0.46090535,11322,16,0,0,0,1,1
"41371",0,0.541966772,50,0,0.180576254,6366,5,0,0,0,4,0
"4138",0,0.15115041,65,0,0.109408807,4600,4,2,1,0,2,0
"41391",0,1.053324869,28,0,0.348959187,7818,4,0,2,0,0,0
"41401",0,0.648417347,39,0,0.337527352,1630,2,1,0,0,0,1
"4141",0,0,38,0,0.253718285,5833,20,0,2,0,0,0
"4142",0,0.878209263,57,0,0.178843313,3258,7,0,0,0,0,1
"41431",0,0.025565437,70,1,0.374803599,11500,14,0,0,1,0,1
"41441",0,0.546308676,38,0,0.167230584,10888,25,6,9,0,1,1
"41451",0,0.9999999,54,0,0.412210271,4166,6,0,0,0,0,1
"41461",0,0,48,0,0.009996002,4000,3,0,0,2,3,0
"41471",0,0.056039134,47,1,0.48421654,1465,23,0,3,0,0,0
"4148",0,0.936515871,28,0,0.014163716,3280,3,0,0,0,0,0
"41491",0,0.55768029,47,0,0.350392992,25000,3,0,0,0,1,1
"41501",0,0.706629337,69,1,0.378303426,1100,13,1,0,0,0,1
"41511",0,0.128513106,46,1,0.170220832,5779,3,0,1,0,0,1
"41521",0,0.025702228,48,0,0.238210399,1100,17,0,3,0,0,0
"4153",0,0.032784395,41,0,0,6229,8,0,2,2,0,1
"41541",0,0.9999999,58,0,0.009229755,4595,2,0,0,0,1,0
"41551",0,0.155414833,39,0,0.36131934,1666,9,0,0,1,1,1
"4156",0,0.048687221,23,0,0.429737141,3500,7,0,2,0,1,0
"41571",0,0.697457385,44,4,0.184234816,7600,5,0,1,0,0,0
"4158",0,0.756035687,32,0,34,7000,10,0,2,0,2,0
"4159",0,0.069946503,51,0,0.10479476,5000,2,0,1,0,0,0
"41601",0,1.352159468,37,0,0.084060828,9544,12,0,1,0,2,1
"41611",0,0.241892378,40,1,0.204829309,1800,12,0,2,0,1,1
"41621",0,0.048190266,37,4,0.106071514,3333,10,0,1,0,2,0
"41631",0,0.145548205,36,0,0.815884477,3300,13,0,3,0,0,1
"41641",0,0.169902507,39,2,0.094516813,18000,15,0,2,0,1,1
"41651",0,0.702381432,44,0,0.423152252,8700,7,1,1,0,2,1
"41661",0,0.94381364,26,0,0.531591576,6666,6,0,1,1,4,0
"41671",0,0.276317455,56,1,0.226830849,6400,7,0,0,0,2,1
"41681",0,0.132941043,54,0,0.729919327,3800,5,0,1,0,2,1
"41691",0,0,37,0,0.191644248,10000,3,0,0,0,2,1
"41701",0,0.855518526,30,1,0.511819994,3639,0,4,2,0,3,0
"41711",0,0.162649112,85,1,0.236670616,3914,7,1,2,1,0,0
"41721",0,0.007749806,41,0,0.392860714,2308,10,0,0,0,0,0
"41731",0,0.015407027,39,0,0.155035663,10491,7,0,0,98,0,0
"41741",0,0.9999999,29,0,0.418228394,5000,0,0,0,0,1,0
"41751",0,0.012115056,57,3,0.358821863,12000,3,0,1,0,0,0
"41761",0,0.973781592,35,0,0.185564917,6600,9,98,0,0,0,1
"41771",0,0.996156802,35,1,0.793041392,15509,10,0,0,0,1,1
"41781",0,0,74,3,0.250183321,8400,4,0,1,3,1,0
"41791",0,0.170774865,35,4,0.333256723,9800,14,0,0,0,1,0
"41801",0,1.841654779,63,0,0.284431138,6791,6,1,1,0,0,1
"41811",0,0.398271188,34,1,0.053299492,4900,27,0,0,2,0,1
"41821",0,0.351511422,50,0,0.177503933,8300,13,0,0,0,0,1
"41831",0,0.167393689,43,4,0.616071429,6600,8,0,0,0,1,0
"41841",0,0.300284716,44,0,1.259435141,3500,3,0,1,0,0,0
"41851",0,0.017729877,56,1,0.439217759,3240,2,0,5,0,0,1
"41861",0,0.9999999,52,0,0.414245307,6500,12,0,3,0,0,1
"41871",0,0,33,6,0.508865485,1083,12,2,3,0,0,1
"41881",0,0.098303911,33,3,0.413171081,5000,4,0,5,0,3,0
"41891",0,0.392754088,28,1,0.377785396,4250,17,0,2,0,0,0
"41901",0,0.525285871,33,0,0.414050027,3370,7,0,0,1,2,1
"41911",0,0.9999999,30,4,0.459621597,1300,7,0,3,1,0,1
"41921",0,0.066722704,34,1,0.442011046,3208,3,2,0,0,2,1
"4193",0,0.658034197,58,0,0.005999,6000,12,0,1,0,2,1
"41941",0,0.956043956,57,1,0.372891943,6600,12,0,3,0,0,1
"41951",0,0.010072423,46,1,0.950269701,31240,14,0,1,1,0,0
"41961",0,0.9999999,45,0,0.524781961,3482,7,0,1,0,0,0
"41971",0,0.119348888,44,0,0.14126201,12000,12,0,1,0,0,0
"41981",0,1.458471761,50,0,0.011804202,3600,5,0,0,0,2,1
"41991",0,0.9999999,42,0,2150,3000,4,0,1,0,2,1
"4200",0,0.9999999,33,1,0.253598058,7700,24,2,2,0,0,1
"42011",0,0.135998903,53,2,0.019986676,10400,5,0,1,0,2,0
"42021",0,0.734284381,28,5,0.165648261,3000,5,0,2,0,1,1
"42031",0,0.9999999,40,0,1.531841652,6251,5,0,0,0,2,0
"42041",0,0.075351938,51,0,0,1933,9,0,1,0,0,0
"42051",0,0.030300997,65,0,0.111774362,6337,5,0,1,0,1,1
"4206",0,0.595654075,28,0,0.219976347,5750,11,0,0,0,4,0
"42071",0,0.048190266,69,1,0.016935319,6333,8,0,0,0,0,1
"4208",0,0.841473865,29,0,0.454403172,4200,6,0,1,0,0,1
"42091",0,0.193595223,44,1,0.392063681,1500,6,1,3,0,0,1
"4210",0,0.611391151,81,2,0.780680535,7052,11,0,0,0,0,1
"42111",0,0.167200835,51,0,0.215626562,2700,6,0,4,0,0,1
"42121",0,0.849798479,59,4,0.535824294,8300,19,0,2,0,1,0
"42131",0,0.993025573,44,0,0.398802203,2850,6,0,0,0,5,1
"42141",0,0.9999999,40,0,0.045661593,3485,6,0,0,1,1,1
"42151",0,0.259730764,56,0,0.831230726,6366,5,2,0,0,0,0
"42161",0,0.038354504,24,1,0.548290342,13200,12,0,2,0,2,1
"4217",0,0.006043586,30,4,0.001817356,11858,5,0,0,0,1,0
"42181",0,1.020368966,49,0,0.066438176,3117,26,0,2,0,0,0
"4219",0,0.069343315,39,0,0.102854744,7800,6,0,1,0,1,1
"42201",0,1.019996429,68,0,0.174960469,5300,8,0,1,0,4,0
"4221",0,0.640925112,68,0,0.262315943,5416,6,0,1,0,0,1
"42221",0,0.233296302,66,0,1.061077179,1326,7,1,0,1,0,1
"42231",0,0.960719897,35,1,0.595830674,12090,0,0,2,0,3,0
"42241",0,0.970514711,60,0,0.097119733,9600,18,0,2,0,1,1
"42251",0,0.707885432,59,0,0.21143763,6725,6,0,1,0,0,0
"4226",0,0.201796331,88,1,37.5,6046,2,0,3,3,0,0
"4227",0,0.123953206,41,0,0.373320837,13500,16,0,2,0,2,0
"42281",0,0.013129472,29,0,0.333502796,5930,7,0,2,0,0,1
"42291",0,0.011730073,52,1,0.404761905,6450,3,0,2,0,0,1
"42301",0,0.786250119,62,0,0.30097456,2900,9,0,1,3,1,0
"42311",0,0.950585547,65,1,0.113863864,4987,9,0,8,0,0,1
"42321",0,1.003097719,40,0,0.076923077,0,13,0,4,0,0,0
"42331",0,0.036198921,27,1,0.340385092,4100,22,0,0,0,0,1
"42341",0,0.621677462,67,0,2.048096192,4580,7,0,1,0,0,1
"42351",0,0.846259609,23,0,0.00429957,6000,13,0,0,0,2,1
"4236",0,0.359812446,77,3,0.549408432,4454,5,0,2,0,0,1
"42371",0,0.839920949,48,2,0.434056594,3511,16,0,0,0,2,1
"42381",0,0.775522569,22,0,0.080112259,5600,11,0,1,0,2,1
"4239",0,0.156422985,35,0,0.348330334,10300,8,0,1,0,1,1
"4240",0,0.632255879,70,0,0.003237787,2916,7,0,2,0,2,1
"42411",0,0.817204301,35,0,0.200023998,3600,7,0,1,0,0,1
"42421",0,0.50424631,46,1,0.510332349,10833,11,0,1,1,2,0
"42431",0,0.73835561,38,2,0.888422819,2500,11,0,0,0,3,0
"42441",0,0.005655853,29,0,0.445763627,5700,7,0,1,0,0,1
"42451",0,0.087759184,50,2,0.106723319,3600,13,0,1,0,0,1
"42461",0,0.215367578,61,1,0.732484076,11591,3,0,0,0,0,1
"42471",0,0.850037491,33,0,0.977755561,2118,20,0,3,0,0,0
"42481",0,0.010352118,64,0,0.421786702,3375,6,0,3,0,4,1
"42491",0,0.656716418,62,1,0.514045481,1600,16,0,1,0,0,0
"42501",0,0.031674208,58,1,0.664913204,3600,1,0,2,0,0,1
"42511",0,0.942531378,62,0,0.173798799,2500,3,0,1,0,1,1
"4252",0,0.907388766,36,2,0.721207163,4246,4,0,1,0,1,1
"42531",0,0.209767408,35,0,0.680412371,11282,5,0,0,0,0,0
"4254",0,0.563819824,44,0,0.403146247,7451,9,0,1,0,2,1
"42551",0,0.609579504,44,0,0.135620915,1614,1,0,1,0,0,0
"42561",0,0.062375005,61,0,0.38223111,4813,7,1,1,0,0,0
"4257",0,0.503018677,49,0,0.324144199,8333,5,0,0,7,4,0
"42581",0,0.973782548,32,1,0.016135705,6000,8,1,3,0,0,0
"42591",0,0.039171263,85,0,0.388447851,2500,7,0,2,0,2,1
"42601",0,0.171628129,59,0,0.532521628,10500,9,0,0,1,0,1
"42611",0,0.793047484,59,2,0.936687771,6600,23,0,2,0,2,1
"4262",0,0.007659642,48,0,0.790043741,716,9,0,0,0,2,0
"42631",0,0.915197313,64,0,0.034058449,5917,16,0,0,0,3,1
"42641",0,0.971352432,37,2,0.087155963,7187,12,0,0,0,1,0
"4265",0,0.528473804,48,0,0.139459709,4000,4,0,0,0,5,1
"42661",0,0,23,0,0.206745581,7480,7,0,0,0,0,1
"42671",0,0.9999999,81,3,0.119152339,5200,6,0,1,0,0,1
"42681",0,0.044469542,53,0,0.346033729,6500,19,98,0,0,3,0
"42691",0,0.255755131,24,1,0.256670902,6849,18,0,0,0,1,0
"42701",0,1.010221087,49,2,0.121587841,394,5,1,0,0,0,1
"42711",0,0.310994271,35,0,0.354157764,4000,7,0,0,0,1,1
"42721",0,0.962006908,42,0,0.201236139,4917,7,0,1,0,1,1
"42731",0,0.505091931,26,0,0.132474701,11483,16,1,1,0,0,0
"4274",0,0.332711121,42,1,0.454253914,6249,1,0,0,0,0,1
"42751",0,0.02709729,58,0,0.284583333,5200,5,7,0,0,0,0
"42761",0,0.360690673,37,0,0.58591873,3000,14,3,0,2,0,1
"4277",0,0.353768403,46,0,0.11936008,4400,7,0,1,0,1,1
"42781",0,0.958027981,57,4,0.040937997,1300,10,0,0,0,2,0
"42791",0,0.025148628,34,0,0.101094945,1500,6,0,0,0,0,0
"42801",0,0.135728543,74,0,0.719523901,2311,8,0,0,0,0,0
"42811",0,0.046057815,55,1,0.541139876,3014,8,0,2,0,1,0
"4282",0,0.9999999,42,2,0.690775227,8117,32,0,0,0,1,0
"4283",0,0.973421927,33,0,0.1974,4468,17,0,1,0,0,0
"42841",0,0,30,1,0.045082712,9166,8,0,0,0,1,1
"42851",0,0.024101681,33,0,0,5329,8,0,5,0,1,1
"42861",0,0.216595436,49,0,0.051212271,6516,8,0,0,0,3,1
"42871",0,0.9999999,64,0,0.044558698,4400,7,0,1,1,0,0
"4288",0,0.0276233,35,0,0.606926098,2051,9,3,2,0,0,0
"42891",0,0.036273324,53,0,0.000149993,3800,8,0,5,1,2,1
"42901",0,0.206215912,45,0,0.18083803,6600,10,1,1,1,0,1
"42911",0,0.517804693,58,0,0.099785408,8825,8,0,1,0,0,0
"42921",0,0.610542743,50,0,0.782013239,7900,11,1,2,0,0,0
"4293",0,0.632255879,46,2,0.161953728,5408,8,2,0,0,1,1
"42941",0,0.099224293,25,0,1.602958816,5716,29,0,1,0,0,1
"42951",0,0.116499752,30,0,0.004196871,7500,14,0,1,0,2,0
"42961",0,0.008434416,82,0,0.433927679,4588,9,0,1,0,3,1
"42971",0,0.336212883,47,1,0.166797797,4289,7,0,2,0,2,0
"42981",0,1.074179743,57,0,0.359487119,5500,7,0,3,0,0,0
"42991",0,0.460536955,31,3,0.251052515,4349,15,1,0,0,3,1
"4300",0,0.805380755,42,6,0.372446762,4500,12,0,1,0,0,1
"43011",0,0.1151684,67,0,0.297517029,6355,0,1,3,0,2,0
"43021",0,0.849334231,67,0,0.342915578,3750,7,4,1,0,0,0
"43031",0,0.9999999,39,4,0.330667333,5800,6,0,1,0,1,1
"43041",0,0.029989128,40,5,0.098485408,75,12,0,1,0,2,1
"4305",0,0.261081467,56,0,0,3200,7,0,5,1,0,0
"43061",0,0.056941779,23,0,0.552438834,3477,8,0,2,0,0,0
"4307",0,0.009229349,30,0,0.228402866,5250,17,0,0,0,0,1
"43081",0,0.43387457,46,1,0.059957173,5330,1,2,3,0,0,1
"43091",0,0.377623144,41,2,0.213367609,8333,5,3,1,0,2,1
"43101",0,0.86785652,39,0,0.110065535,6300,6,0,1,0,0,0
"43111",0,0.877900241,35,2,0.454662656,5458,2,0,1,0,0,0
"43121",0,0.252232775,35,2,0.431982232,4388,12,0,0,0,0,1
"43131",0,0,46,0,0.033650623,2000,14,0,1,0,0,0
"43141",0,0.416442532,34,0,0.168777496,5666,16,0,1,0,0,0
"43151",0,0.209383813,46,0,0.884470118,11000,3,0,1,0,1,0
"43161",0,0.02324172,36,0,0.445755424,3682,7,0,0,1,1,0
"43171",0,0.152442139,64,0,0.029307039,5416,16,1,0,0,1,0
"43181",0,0.321779968,63,0,0.304649742,9400,6,1,0,0,3,0
"43191",0,0.152529145,32,1,1.14624393,4600,4,0,0,0,1,1
"43201",0,0.468159757,27,0,0.44075272,1900,3,0,2,1,0,0
"43211",0,0.371268548,60,0,0.475881424,3330,7,0,0,0,3,0
"43221",0,0.353458617,56,0,0.36031984,7333,9,0,2,0,0,1
"43231",0,0.9999999,67,2,0.037406484,9526,6,0,0,0,2,0
"43241",0,0.0279725,63,0,1.069980006,2385,5,0,1,0,4,1
"43251",0,0.392248482,36,0,0.457631649,7620,1,0,2,0,3,1
"43261",0,0.196434693,23,98,0.530063505,10683,6,0,2,0,0,0
"43271",0,0.081471296,33,0,0,8000,5,0,1,0,3,1
"43281",0,0.102708361,40,2,0.224577542,3782,6,0,0,0,0,1
"43291",0,0.756035687,89,0,0.509691711,3600,7,0,0,0,0,0
"43301",0,0.066956584,41,2,0.448555144,11667,12,1,1,0,3,0
"43311",0,0,35,0,1.718056389,4475,15,0,0,0,2,0
"43321",0,0.365185774,37,0,0.523369158,8333,25,0,4,0,0,1
"4333",0,0.02729656,87,0,0.172675192,5000,4,0,1,0,0,0
"43341",0,0.803371032,28,2,0.389697892,4500,6,0,0,0,3,1
