age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
55, Private,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
38, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
57, State-gov,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,6, Divorced, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
50, Private,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States, <=50K
43, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
67, Local-gov,4, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
59, Private,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private,12, Never-married, Other-service, Own-child, Black, Male,0,0,44, United-States, <=50K
42, Private,9, Divorced, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
72, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Cuba, <=50K
52, Private,10, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
69, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
52, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, >50K
30, Private,13, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
46, Private,3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, <=50K
44, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
55, Private,7, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,7, Never-married, Other-service, Other-relative, Black, Female,0,0,24, United-States, <=50K
62, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, >50K
22, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private,12, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private,5, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
18, Private,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
30, Private,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
18, Private,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private,12, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Private,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
49, Private,11, Never-married, Sales, Other-relative, Black, Male,0,0,40, ?, <=50K
23, Private,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov,14, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
41, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private,10, Separated, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,56, United-States, >50K
46, Local-gov,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,36, United-States, >50K
29, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
18, Private,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,1902,55, United-States, >50K
21, State-gov,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
45, Local-gov,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
17, ?,6, Never-married, ?, Own-child, Other, Female,0,0,20, United-States, <=50K
33, Private,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private,10, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,18, United-States, <=50K
25, Private,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
81, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,18, United-States, <=50K
55, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,36, United-States, <=50K
23, State-gov,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
26, Private,7, Separated, Craft-repair, Other-relative, White, Male,2907,0,50, United-States, <=50K
44, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
30, Local-gov,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
39, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
42, Self-emp-not-inc,9, Separated, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
27, Private,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,16, Germany, <=50K
48, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, State-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,9, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,9, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
42, Private,13, Never-married, Sales, Not-in-family, White, Male,10520,0,50, United-States, >50K
53, Private,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,0,99, United-States, <=50K
35, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
23, Private,13, Never-married, Tech-support, Not-in-family, Black, Female,0,0,45, United-States, <=50K
36, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
54, Local-gov,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,70, South, >50K
25, Private,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States, >50K
27, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,4865,0,36, United-States, <=50K
22, Private,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
31, Private,2, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,35, Honduras, <=50K
42, Private,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
51, Private,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
46, Private,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,56, United-States, <=50K
30, Private,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, ?, <=50K
44, ?,6, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,13, Divorced, Sales, Not-in-family, White, Male,14084,0,40, United-States, >50K
32, Private,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, Ireland, <=50K
20, Private,10, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
42, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
43, Private,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K
42, Self-emp-inc,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, ?,10, Never-married, ?, Other-relative, Black, Male,34095,0,10, United-States, <=50K
58, Private,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,45, England, <=50K
47, Private,9, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, United-States, <=50K
65, Local-gov,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Federal-gov,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
46, Private,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
24, Private,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
66, ?,11, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,1590,38, United-States, <=50K
48, Private,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
51, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
39, Private,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
63, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
44, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
37, Private,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
57, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
58, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
59, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
50, Private,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
25, Private,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private,9, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Private,10, Never-married, Craft-repair, Own-child, White, Male,0,1719,30, United-States, <=50K
50, Private,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
41, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, State-gov,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
33, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
65, Private,9, Married-civ-spouse, Sales, Husband, White, Male,9386,0,10, United-States, >50K
24, Private,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,98, United-States, <=50K
57, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, India, >50K
28, Private,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
28, Private,4, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Private,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
34, Private,11, Never-married, Prof-specialty, Not-in-family, White, Female,1639,0,20, United-States, <=50K
36, Private,8, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,2457,40, Vietnam, <=50K
55, Private,6, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
59, State-gov,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2179,40, United-States, <=50K
59, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
44, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1504,45, United-States, <=50K
22, Private,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany, <=50K
18, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
57, Local-gov,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,14, United-States, >50K
53, Private,14, Divorced, Prof-specialty, Unmarried, White, Female,0,1876,38, United-States, <=50K
26, ?,6, Separated, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,7, United-States, <=50K
46, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,75, United-States, <=50K
23, Private,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,16, United-States, <=50K
43, State-gov,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Federal-gov,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
30, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,45, United-States, <=50K
38, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,55, United-States, >50K
30, Private,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, <=50K
32, Private,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov,9, Separated, Adm-clerical, Unmarried, White, Female,0,625,35, United-States, <=50K
39, Private,14, Never-married, Sales, Not-in-family, White, Male,0,2444,45, United-States, >50K
42, Private,9, Separated, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
22, Private,3, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Mexico, <=50K
59, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
51, Private,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,6, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,55, United-States, <=50K
35, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,9, Married-spouse-absent, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
32, Local-gov,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,2, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,40, Mexico, <=50K
21, Private,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
54, Self-emp-not-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
43, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Nicaragua, <=50K
46, Private,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private,6, Divorced, Other-service, Unmarried, Black, Female,0,0,23, United-States, <=50K
17, Private,6, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,9, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
68, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, United-States, <=50K
21, ?,4, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
34, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov,14, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,50, United-States, >50K
23, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3942,0,40, United-States, <=50K
30, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
18, Private,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, Honduras, <=50K
40, Private,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
38, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
59, State-gov,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
49, Self-emp-not-inc,10, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, ?,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
56, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
33, Private,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
23, Private,12, Never-married, Sales, Own-child, White, Female,0,0,65, United-States, <=50K
26, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States, <=50K
27, Local-gov,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, Private,14, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
62, Self-emp-not-inc,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
40, Self-emp-not-inc,12, Never-married, Prof-specialty, Own-child, Black, Female,0,0,2, United-States, <=50K
50, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
26, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, State-gov,9, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,90, United-States, <=50K
68, Self-emp-not-inc,10, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, United-States, >50K
63, Private,7, Widowed, Sales, Not-in-family, White, Female,2176,0,30, United-States, <=50K
31, Private,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Poland, <=50K
24, Private,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
31, Private,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
36, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, ?,3, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Mexico, <=50K
39, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Cuba, <=50K
69, Local-gov,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
44, Private,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
44, Private,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,55, United-States, >50K
62, Private,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
24, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
67, Private,9, Widowed, Exec-managerial, Unmarried, White, Male,0,0,38, United-States, >50K
37, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Italy, >50K
46, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, ?,9, Separated, ?, Unmarried, Black, Female,0,0,32, United-States, <=50K
39, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
27, Private,11, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
41, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
55, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,29, United-States, <=50K
54, Self-emp-not-inc,9, Widowed, Craft-repair, Not-in-family, White, Male,0,2001,35, United-States, <=50K
36, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Federal-gov,12, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
66, Local-gov,4, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
57, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
57, Local-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
26, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private,11, Separated, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private,12, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Local-gov,13, Divorced, Tech-support, Not-in-family, White, Female,8614,0,40, England, >50K
22, Private,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,4, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private,8, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Mexico, <=50K
41, Private,3, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,32, Mexico, <=50K
23, Private,13, Never-married, Sales, Not-in-family, White, Male,0,1602,12, United-States, <=50K
44, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
18, Private,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
35, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, ?, <=50K
54, Private,10, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
