"","y","buying","maint","doors","persons","lug_boot","safety","class"
"261",1,"vhigh","vhigh","2","more","small","low","unacc"
"1523",1,"vhigh","med","4","4","small","high","acc"
"1317",1,"med","high","5more","4","small","low","unacc"
"852",1,"high","med","4","2","med","med","unacc"
"1163",1,"vhigh","vhigh","4","more","med","med","unacc"
"65",1,"vhigh","low","4","2","big","high","unacc"
"494",1,"low","med","5more","4","big","med","good"
"291",1,"med","low","3","2","big","high","unacc"
"1639",1,"med","vhigh","2","more","med","low","unacc"
"152",1,"low","high","2","2","med","high","unacc"
"1612",1,"vhigh","vhigh","5more","4","small","low","unacc"
"607",1,"high","high","4","more","big","low","unacc"
"952",1,"low","low","2","more","small","high","unacc"
"849",1,"low","vhigh","2","4","small","med","unacc"
"1089",1,"med","med","5more","more","big","high","vgood"
"1622",1,"med","low","5more","more","small","low","unacc"
"679",1,"med","high","4","2","big","low","unacc"
"614",1,"med","med","2","2","med","med","unacc"
"634",1,"low","med","4","2","small","low","unacc"
"721",1,"med","med","3","4","med","high","acc"
"1368",1,"low","vhigh","2","4","big","high","acc"
"1484",1,"med","high","5more","4","big","med","acc"
"164",1,"vhigh","vhigh","4","more","small","high","unacc"
"700",1,"vhigh","high","5more","4","small","high","unacc"
"79",1,"low","low","4","more","med","low","unacc"
"933",1,"vhigh","med","5more","4","med","med","acc"
"714",1,"high","vhigh","4","4","med","med","unacc"
"490",1,"vhigh","low","3","more","small","low","unacc"
"1594",1,"med","low","5more","2","med","med","unacc"
"1430",1,"high","low","5more","more","big","high","acc"
"836",1,"high","high","5more","2","big","high","unacc"
"373",1,"med","low","5more","2","small","low","unacc"
"955",1,"vhigh","low","3","more","big","low","unacc"
"760",1,"high","vhigh","4","2","small","low","unacc"
"1343",1,"low","low","5more","more","med","med","good"
"1505",1,"low","vhigh","4","2","small","high","unacc"
"1397",1,"low","med","3","more","med","med","good"
"145",1,"low","low","3","4","big","low","unacc"
"1321",1,"high","med","5more","4","small","med","unacc"
"873",1,"med","vhigh","4","2","med","low","unacc"
"747",1,"vhigh","vhigh","2","4","big","med","unacc"
"493",1,"vhigh","vhigh","2","2","small","med","unacc"
"1426",1,"low","high","5more","2","med","med","unacc"
"1626",1,"vhigh","vhigh","4","2","small","med","unacc"
"399",1,"med","vhigh","4","more","med","med","acc"
"631",1,"low","high","4","more","big","med","acc"
"1650",1,"med","low","2","more","small","low","unacc"
"330",1,"low","low","3","more","small","med","acc"
"404",1,"med","low","2","more","big","med","good"
"1250",1,"med","vhigh","4","4","big","high","acc"
"180",1,"high","med","3","2","small","high","unacc"
"1607",1,"high","high","2","2","big","high","unacc"
"269",1,"low","high","5more","2","small","med","unacc"
"1501",1,"high","med","2","4","med","med","unacc"
"1261",1,"vhigh","med","3","more","small","low","unacc"
"1541",1,"med","low","5more","2","med","high","unacc"
"812",1,"vhigh","vhigh","5more","more","small","low","unacc"
"121",1,"vhigh","low","3","2","small","high","unacc"
"449",1,"med","high","2","2","big","low","unacc"
"32",1,"low","vhigh","4","4","med","low","unacc"
"1642",1,"vhigh","low","5more","more","med","low","unacc"
"1090",1,"med","low","4","more","med","low","unacc"
"1187",1,"med","high","4","2","big","med","unacc"
"34",1,"vhigh","high","2","4","small","high","unacc"
"456",1,"med","low","3","2","med","low","unacc"
"435",1,"med","med","2","4","small","low","unacc"
"1063",1,"high","med","3","2","med","high","unacc"
"1573",1,"vhigh","low","2","more","big","med","acc"
"474",1,"med","low","3","more","med","med","good"
"466",1,"low","low","5more","4","med","high","vgood"
"557",1,"vhigh","med","4","4","med","med","acc"
"1692",1,"med","high","4","4","big","med","acc"
"837",1,"low","vhigh","4","4","big","med","acc"
"142",1,"high","med","2","more","med","low","unacc"
"1164",1,"med","vhigh","3","4","med","high","acc"
"129",1,"low","low","2","2","small","high","unacc"
"971",1,"vhigh","med","2","4","small","high","acc"
"675",1,"vhigh","low","2","more","big","low","unacc"
"1207",1,"low","vhigh","4","2","med","med","unacc"
"1081",1,"vhigh","vhigh","5more","2","small","low","unacc"
"1617",1,"med","med","3","4","small","low","unacc"
"15",1,"med","high","2","2","small","med","unacc"
"1196",1,"med","high","3","4","med","high","acc"
"236",1,"low","med","3","4","small","low","unacc"
"426",1,"med","med","4","4","big","high","vgood"
"979",1,"med","low","5more","2","small","med","unacc"
"7",1,"low","vhigh","3","2","med","high","unacc"
"1135",1,"low","med","5more","2","small","low","unacc"
"400",1,"med","vhigh","5more","2","small","high","unacc"
"1389",1,"low","high","2","2","small","med","unacc"
"455",1,"med","low","2","4","small","high","good"
"1341",1,"high","high","5more","2","small","low","unacc"
"725",1,"med","high","2","more","med","low","unacc"
"489",1,"vhigh","low","2","2","small","low","unacc"
"205",1,"vhigh","low","3","more","med","high","acc"
"73",1,"med","med","5more","4","big","low","unacc"
"392",1,"high","high","2","2","big","med","unacc"
"901",1,"med","vhigh","3","4","med","med","unacc"
"1515",1,"med","vhigh","5more","4","small","high","acc"
"1209",1,"low","med","5more","more","small","low","unacc"
"290",1,"vhigh","low","5more","more","small","low","unacc"
"1040",1,"high","vhigh","2","2","med","low","unacc"
"383",1,"med","vhigh","5more","more","small","low","unacc"
"252",1,"high","med","5more","2","small","med","unacc"
"429",1,"med","low","2","more","med","low","unacc"
"427",1,"vhigh","med","2","4","big","low","unacc"
"570",1,"high","low","3","more","med","low","unacc"
"1338",1,"high","low","3","2","big","low","unacc"
"1504",1,"high","high","5more","2","big","low","unacc"
"1011",1,"vhigh","vhigh","2","4","small","high","unacc"
"197",1,"vhigh","med","5more","4","big","low","unacc"
"703",1,"med","med","2","2","big","med","unacc"
"606",1,"vhigh","low","5more","4","med","med","acc"
"1251",1,"high","vhigh","4","4","big","med","unacc"
"626",1,"vhigh","high","2","more","small","low","unacc"
"271",1,"high","med","2","2","med","high","unacc"
"1105",1,"high","low","4","2","big","low","unacc"
"463",1,"vhigh","low","5more","2","big","low","unacc"
"816",1,"med","vhigh","3","more","med","high","acc"
"1550",1,"high","vhigh","3","more","med","med","unacc"
"968",1,"low","high","3","2","small","high","unacc"
"1720",1,"vhigh","high","5more","more","big","high","unacc"
"364",1,"low","high","5more","more","big","high","vgood"
"1273",1,"med","vhigh","4","more","small","low","unacc"
"1712",1,"low","low","5more","more","big","med","good"
"761",1,"high","low","4","2","med","med","unacc"
"647",1,"low","vhigh","3","more","small","low","unacc"
"1248",1,"low","med","3","4","big","low","unacc"
"803",1,"high","med","3","4","med","low","unacc"
"834",1,"high","med","3","4","med","med","unacc"
"1458",1,"vhigh","high","2","2","med","high","unacc"
"1634",1,"high","high","5more","4","small","med","unacc"
"219",1,"vhigh","low","2","more","small","low","unacc"
"69",1,"high","high","5more","4","small","low","unacc"
"201",1,"high","high","5more","2","med","high","unacc"
"686",1,"vhigh","low","3","more","small","high","acc"
"1093",1,"high","med","5more","4","big","high","acc"
"1679",1,"med","high","5more","more","big","med","acc"
"909",1,"high","high","5more","more","small","med","unacc"
"1000",1,"med","low","2","2","big","high","unacc"
"1725",1,"low","high","2","more","med","high","acc"
"820",1,"high","high","3","more","big","low","unacc"
"539",1,"vhigh","vhigh","5more","4","big","low","unacc"
"1045",1,"med","high","5more","more","med","low","unacc"
"1206",1,"high","low","2","2","small","low","unacc"
"733",1,"vhigh","low","3","4","med","high","acc"
"1705",1,"high","high","4","more","big","med","acc"
"1409",1,"med","high","4","4","small","low","unacc"
"245",1,"vhigh","vhigh","5more","4","small","med","unacc"
"86",1,"med","high","5more","2","big","low","unacc"
"316",1,"med","vhigh","5more","2","small","med","unacc"
"716",1,"high","low","2","more","small","low","unacc"
"1534",1,"vhigh","vhigh","4","2","big","high","unacc"
"1599",1,"high","med","4","more","med","high","acc"
"613",1,"med","med","5more","more","small","high","acc"
"565",1,"low","low","4","4","big","high","vgood"
"440",1,"med","high","3","4","big","high","acc"
"1029",1,"high","low","4","2","med","low","unacc"
"322",1,"low","vhigh","4","2","med","high","unacc"
"1235",1,"vhigh","vhigh","2","more","big","med","unacc"
"1255",1,"med","high","5more","2","med","low","unacc"
"1560",1,"med","low","4","4","big","high","vgood"
"850",1,"high","high","4","2","med","low","unacc"
"903",1,"vhigh","low","2","4","big","high","acc"
"947",1,"low","low","5more","more","small","high","good"
"1325",1,"vhigh","med","5more","2","small","low","unacc"
"1434",1,"high","med","4","4","big","high","acc"
"59",1,"high","high","2","more","small","high","unacc"
"191",1,"med","vhigh","5more","4","med","low","unacc"
"1345",1,"med","vhigh","2","2","small","low","unacc"
"1686",1,"med","med","3","more","small","med","acc"
"1719",1,"med","low","2","2","med","med","unacc"
"1537",1,"low","med","5more","2","small","high","unacc"
"1208",1,"med","vhigh","4","2","small","high","unacc"
"722",1,"med","high","2","4","big","med","acc"
"1288",1,"vhigh","low","3","2","med","high","unacc"
"45",1,"high","med","5more","4","big","low","unacc"
"1488",1,"high","low","5more","4","small","high","acc"
"660",1,"vhigh","high","5more","4","big","med","unacc"
"308",1,"vhigh","low","2","more","med","low","unacc"
"1034",1,"vhigh","high","4","2","med","high","unacc"
"1218",1,"high","vhigh","2","4","small","med","unacc"
"33",1,"vhigh","high","2","4","big","low","unacc"
"515",1,"low","low","2","4","small","med","acc"
"436",1,"vhigh","vhigh","2","4","small","med","unacc"
"1468",1,"high","low","2","2","med","med","unacc"
"1428",1,"high","med","3","2","small","med","unacc"
"362",1,"vhigh","low","5more","more","big","med","acc"
"610",1,"med","low","3","more","big","low","unacc"
"1305",1,"vhigh","high","3","more","med","med","unacc"
"185",1,"vhigh","med","5more","2","big","low","unacc"
"819",1,"med","low","2","2","small","high","unacc"
"1239",1,"high","high","5more","4","med","high","acc"
"1126",1,"vhigh","med","5more","4","med","high","acc"
"939",1,"med","med","4","2","small","low","unacc"
"1558",1,"vhigh","low","4","more","small","low","unacc"
"924",1,"low","low","2","4","med","high","good"
"1167",1,"high","high","4","4","big","high","acc"
"1466",1,"med","low","3","more","med","high","vgood"
"1242",1,"high","med","2","2","med","med","unacc"
"863",1,"med","vhigh","2","4","small","med","unacc"
"566",1,"low","med","2","more","small","med","unacc"
"192",1,"med","high","5more","more","small","low","unacc"
"1684",1,"low","vhigh","5more","4","big","high","acc"
"125",1,"low","high","4","more","big","high","vgood"
"791",1,"low","med","3","2","med","low","unacc"
"325",1,"vhigh","high","4","4","big","high","unacc"
"85",1,"med","vhigh","5more","more","big","low","unacc"
"1348",1,"vhigh","low","4","4","small","high","acc"
"1403",1,"med","high","2","4","big","low","unacc"
"349",1,"high","high","5more","4","big","med","acc"
"1013",1,"vhigh","high","3","2","med","low","unacc"
"1139",1,"low","high","5more","more","med","low","unacc"
"1177",1,"vhigh","high","5more","2","big","high","unacc"
"221",1,"low","vhigh","2","4","small","high","acc"
"274",1,"vhigh","low","5more","2","med","med","unacc"
"1117",1,"vhigh","high","2","4","small","med","unacc"
"1498",1,"med","med","4","4","small","med","acc"
"382",1,"low","high","4","more","small","low","unacc"
"1565",1,"vhigh","med","4","2","big","low","unacc"
"254",1,"vhigh","high","3","2","big","low","unacc"
"1721",1,"vhigh","vhigh","5more","more","small","high","unacc"
"1104",1,"low","high","5more","4","small","low","unacc"
"1173",1,"high","high","2","more","med","low","unacc"
"624",1,"vhigh","high","3","more","big","low","unacc"
"593",1,"med","med","3","more","big","high","vgood"
"1307",1,"high","high","3","more","med","low","unacc"
"1708",1,"vhigh","vhigh","3","4","small","med","unacc"
"1656",1,"vhigh","low","3","2","big","high","unacc"
"1442",1,"low","vhigh","3","2","big","low","unacc"
"699",1,"med","med","3","2","small","low","unacc"
"1284",1,"med","med","3","2","small","med","unacc"
"925",1,"high","high","4","4","small","low","unacc"
"920",1,"high","low","5more","2","med","high","unacc"
"1042",1,"med","vhigh","2","2","med","high","unacc"
"421",1,"vhigh","low","5more","more","med","high","acc"
"730",1,"med","low","2","more","small","high","unacc"
"1529",1,"med","low","2","2","small","low","unacc"
"972",1,"high","high","3","2","small","high","unacc"
"1530",1,"vhigh","vhigh","3","2","big","high","unacc"
"1701",1,"med","med","2","more","med","high","acc"
"1147",1,"vhigh","med","5more","4","big","high","acc"
"645",1,"med","vhigh","5more","more","small","med","unacc"
"1559",1,"low","high","2","more","small","low","unacc"
"410",1,"vhigh","high","3","4","big","high","unacc"
"82",1,"vhigh","med","3","more","big","low","unacc"
"255",1,"high","low","5more","more","med","high","acc"
"1373",1,"high","vhigh","4","4","med","low","unacc"
"1289",1,"vhigh","high","4","more","small","med","unacc"
"510",1,"med","high","4","4","small","med","unacc"
"1492",1,"low","vhigh","5more","4","small","med","unacc"
"753",1,"med","high","5more","2","small","high","unacc"
"754",1,"vhigh","med","5more","2","small","high","unacc"
"931",1,"vhigh","low","5more","more","small","high","acc"
"81",1,"med","vhigh","2","more","big","low","unacc"
"1540",1,"med","med","3","2","big","low","unacc"
"905",1,"vhigh","med","5more","more","small","med","unacc"
"1237",1,"high","med","3","more","small","low","unacc"
"687",1,"med","low","4","4","small","low","unacc"
"1390",0,"high","med","5more","4","small","high","unacc"
"2100",0,"med","low","4","2","big","med","unacc"
"3",0,"med","med","3","more","small","high","unacc"
"4",0,"low","vhigh","3","2","small","high","unacc"
"5",0,"vhigh","high","4","2","small","high","unacc"
"6100",0,"med","low","5more","more","big","low","unacc"
"7100",0,"med","med","5more","more","small","low","good"
"8",0,"med","med","5more","2","small","med","unacc"
"9",0,"high","med","5more","4","med","low","acc"
"10100",0,"vhigh","low","3","more","small","med","unacc"
"11",0,"high","low","4","4","big","low","unacc"
"12100",0,"med","vhigh","3","4","big","med","unacc"
"13",0,"med","vhigh","2","4","med","med","unacc"
"14",0,"med","vhigh","4","4","small","med","acc"
"1518",0,"vhigh","low","3","2","big","med","unacc"
"1613",0,"med","high","5more","more","big","med","acc"
"1714",0,"med","vhigh","4","4","big","high","unacc"
"1810",0,"med","high","2","4","small","low","acc"
"1910",0,"high","vhigh","5more","4","small","med","unacc"
"2010",0,"high","vhigh","2","4","med","low","good"
"2110",0,"low","low","3","4","big","low","unacc"
"2210",0,"high","high","3","more","small","high","acc"
"2310",0,"low","vhigh","3","2","big","med","unacc"
"2410",0,"med","low","4","2","big","low","unacc"
"2510",0,"low","med","2","more","big","high","acc"
"2610",0,"vhigh","high","2","more","med","med","unacc"
"2710",0,"low","low","5more","4","med","high","unacc"
"28",0,"high","vhigh","4","4","med","high","unacc"
"2910",0,"high","high","5more","2","med","low","unacc"
"3010",0,"low","low","3","more","small","med","unacc"
"31",0,"med","vhigh","4","4","med","low","acc"
"3210",0,"vhigh","high","5more","more","big","med","unacc"
"3310",0,"low","vhigh","5more","2","small","med","unacc"
"3410",0,"low","high","3","2","med","high","unacc"
"3510",0,"vhigh","high","3","2","med","high","vgood"
"36",0,"vhigh","med","5more","2","small","high","unacc"
"37",0,"med","med","2","4","big","med","unacc"
"3810",0,"high","med","5more","more","big","low","unacc"
"39",0,"vhigh","low","4","4","small","low","unacc"
"4010",0,"vhigh","med","4","more","med","med","unacc"
"4110",0,"vhigh","med","2","more","big","high","acc"
"42",0,"high","low","3","4","small","med","acc"
"4310",0,"high","low","4","4","small","high","unacc"
"44",0,"low","high","2","2","big","low","unacc"
"4510",0,"low","low","5more","4","med","high","acc"
"46",0,"low","high","4","2","big","low","acc"
"4710",0,"vhigh","high","4","4","big","high","unacc"
"4810",0,"vhigh","med","3","4","med","med","unacc"
"4910",0,"low","vhigh","4","4","small","med","unacc"
"5010",0,"high","med","5more","more","big","med","acc"
"5110",0,"med","high","2","more","small","low","unacc"
"52",0,"med","high","3","2","med","high","unacc"
"5310",0,"low","low","2","4","small","low","unacc"
"5410",0,"vhigh","high","2","2","big","med","unacc"
"5510",0,"high","low","3","more","med","low","unacc"
"5610",0,"high","low","3","more","big","med","unacc"
"5710",0,"low","vhigh","5more","more","med","med","unacc"
"5810",0,"high","low","3","more","small","med","unacc"
"5910",0,"high","low","5more","2","med","med","unacc"
"6010",0,"low","med","4","more","big","high","unacc"
"61",0,"low","med","2","more","big","high","unacc"
"6210",0,"vhigh","high","5more","2","small","med","good"
"6310",0,"med","high","4","4","small","high","unacc"
"6410",0,"med","med","4","more","med","low","acc"
"6510",0,"low","low","4","more","med","low","acc"
"6610",0,"high","high","3","more","big","low","unacc"
"6710",0,"low","high","2","more","small","low","unacc"
"68",0,"med","high","4","more","med","med","unacc"
"6910",0,"high","med","5more","4","small","low","unacc"
"7010",0,"med","low","3","4","med","high","unacc"
"7110",0,"low","high","5more","4","small","high","good"
"7210",0,"high","high","3","2","med","high","unacc"
"7310",0,"vhigh","vhigh","2","more","small","med","unacc"
"74",0,"high","med","3","2","big","med","unacc"
"75",0,"med","vhigh","4","more","small","med","acc"
"7610",0,"med","low","3","2","small","high","unacc"
"7710",0,"vhigh","high","5more","4","small","med","unacc"
"7810",0,"vhigh","vhigh","2","more","small","high","unacc"
"7910",0,"vhigh","low","3","2","small","med","acc"
"8010",0,"vhigh","med","2","4","small","high","unacc"
"8110",0,"low","med","5more","more","med","low","unacc"
"8210",0,"high","vhigh","2","4","big","low","good"
"8310",0,"med","vhigh","2","4","small","med","unacc"
"8410",0,"med","vhigh","2","2","med","high","unacc"
"8510",0,"med","high","3","more","med","low","unacc"
"8610",0,"vhigh","high","3","more","small","med","acc"
"87",0,"low","high","3","4","big","med","unacc"
"8810",0,"med","med","2","4","small","high","unacc"
"8910",0,"high","low","3","more","big","med","acc"
"90",0,"low","low","4","2","small","med","acc"
"9110",0,"high","med","5more","4","med","med","good"
"9210",0,"med","high","4","2","big","med","acc"
"9310",0,"low","low","4","4","med","high","good"
"94",0,"med","high","4","more","big","med","unacc"
"9510",0,"vhigh","med","5more","2","small","low","good"
"9610",0,"low","low","5more","4","big","low","acc"
"9710",0,"high","high","2","2","med","med","unacc"
"9810",0,"low","vhigh","3","4","med","low","unacc"
"99",0,"med","med","5more","2","small","med","acc"
"10010",0,"vhigh","low","4","more","med","med","unacc"
"10110",0,"low","low","5more","4","med","high","acc"
"10210",0,"low","med","2","4","big","high","unacc"
"103",0,"vhigh","med","3","2","small","low","good"
"10410",0,"high","low","4","2","med","low","acc"
"10510",0,"vhigh","vhigh","2","more","med","low","unacc"
"10610",0,"high","vhigh","4","4","med","low","unacc"
"10710",0,"med","med","2","4","med","low","unacc"
"10810",0,"high","med","3","more","small","med","acc"
"109",0,"med","med","3","2","small","high","unacc"
"110",0,"low","vhigh","2","2","med","high","unacc"
"11110",0,"med","high","4","2","small","low","unacc"
"11210",0,"low","high","2","2","small","high","unacc"
"11310",0,"high","high","5more","more","small","low","unacc"
"11410",0,"med","high","2","2","med","high","unacc"
"11510",0,"vhigh","vhigh","2","2","med","high","acc"
"11610",0,"vhigh","vhigh","3","2","med","med","unacc"
"11710",0,"high","med","2","more","med","high","unacc"
"11810",0,"low","vhigh","2","2","med","low","unacc"
"11910",0,"high","med","4","more","small","high","acc"
"12010",0,"low","low","2","4","big","med","acc"
"12110",0,"low","high","4","2","small","low","unacc"
"12210",0,"high","med","5more","more","big","low","unacc"
"12310",0,"high","high","5more","2","big","high","unacc"
"12410",0,"low","med","5more","4","small","low","acc"
"12510",0,"low","low","3","4","med","high","unacc"
"12610",0,"low","vhigh","2","2","med","high","unacc"
"12710",0,"vhigh","med","2","2","big","med","unacc"
"128",0,"vhigh","vhigh","3","more","med","med","unacc"
"12910",0,"vhigh","vhigh","5more","more","small","med","unacc"
"130",0,"med","vhigh","5more","4","big","med","unacc"
"131",0,"high","med","3","2","big","med","unacc"
"13210",0,"med","med","2","more","small","high","unacc"
"13310",0,"high","low","3","2","big","med","unacc"
"134",0,"high","low","5more","2","big","med","unacc"
"13510",0,"med","vhigh","5more","more","small","med","good"
"13610",0,"low","high","3","4","small","high","unacc"
"13710",0,"vhigh","high","3","4","med","low","acc"
"13810",0,"med","vhigh","5more","4","big","med","good"
"1394",0,"low","med","4","more","small","low","unacc"
"140",0,"high","high","2","more","small","med","unacc"
"1413",0,"low","vhigh","5more","2","big","high","unacc"
"14210",0,"low","vhigh","3","2","med","low","unacc"
"1432",0,"low","med","5more","more","med","low","unacc"
"1441",0,"med","high","5more","more","med","high","unacc"
"14510",0,"low","high","5more","more","med","low","unacc"
"1461",0,"med","high","3","more","med","high","unacc"
"147",0,"vhigh","high","3","more","small","med","acc"
"148",0,"low","low","2","4","small","high","acc"
"1495",0,"med","low","5more","4","small","med","unacc"
"1507",0,"high","high","3","more","big","med","unacc"
"15110",0,"med","low","3","4","big","high","unacc"
"1522",0,"low","vhigh","3","more","small","high","unacc"
"1532",0,"low","high","4","more","small","med","unacc"
"1543",0,"high","med","5more","more","small","low","acc"
"1551",0,"low","low","3","4","small","low","acc"
"1561",0,"vhigh","high","4","2","big","med","unacc"
"1578",0,"med","vhigh","4","4","small","low","unacc"
"158",0,"low","vhigh","4","more","med","high","unacc"
"1591",0,"med","vhigh","3","2","big","low","acc"
"1602",0,"med","vhigh","2","more","small","med","acc"
"1618",0,"low","high","4","2","small","high","unacc"
"1625",0,"vhigh","high","4","more","med","med","unacc"
"1631",0,"high","vhigh","4","2","small","med","unacc"
"1646",0,"low","high","4","4","big","low","unacc"
"1652",0,"med","vhigh","3","2","big","med","vgood"
"1666",0,"low","high","5more","4","med","med","acc"
"1672",0,"vhigh","high","3","2","small","low","unacc"
"168",0,"vhigh","med","3","2","big","low","unacc"
"1691",0,"low","vhigh","5more","more","small","high","unacc"
"170",0,"med","vhigh","5more","more","small","med","unacc"
"171",0,"med","med","2","2","small","high","acc"
"1722",0,"high","med","5more","more","small","low","vgood"
"1731",0,"vhigh","vhigh","4","2","small","high","unacc"
"1741",0,"vhigh","low","2","4","small","high","acc"
"1751",0,"high","low","4","2","med","med","acc"
"1761",0,"med","high","5more","4","big","high","acc"
"1771",0,"vhigh","low","2","4","med","high","unacc"
"1781",0,"vhigh","vhigh","5more","2","small","high","unacc"
"1791",0,"vhigh","vhigh","3","2","small","low","unacc"
"1801",0,"med","low","3","2","big","med","unacc"
"1811",0,"med","vhigh","4","2","small","med","unacc"
"182",0,"high","high","3","2","med","high","unacc"
"1831",0,"high","vhigh","4","more","small","med","unacc"
"1841",0,"vhigh","high","5more","4","small","med","acc"
"1851",0,"low","high","3","more","big","low","unacc"
"186",0,"med","vhigh","3","4","big","low","good"
"1871",0,"high","low","5more","more","med","med","unacc"
"1881",0,"med","high","3","2","med","med","acc"
"1891",0,"low","vhigh","2","4","med","med","unacc"
"190",0,"vhigh","low","2","4","small","med","unacc"
"1911",0,"vhigh","low","5more","2","big","low","acc"
"1921",0,"low","med","2","2","med","low","unacc"
"1931",0,"low","vhigh","4","more","med","low","unacc"
"194",0,"vhigh","high","5more","more","small","high","unacc"
"1951",0,"vhigh","vhigh","5more","more","med","high","unacc"
"196",0,"high","vhigh","3","more","small","high","unacc"
"1971",0,"low","vhigh","5more","2","small","high","unacc"
"198",0,"low","med","5more","2","med","med","unacc"
"1991",0,"high","high","4","4","med","med","unacc"
"2001",0,"low","high","3","more","big","low","acc"
"2011",0,"vhigh","low","4","more","big","med","unacc"
"2021",0,"med","low","3","4","big","med","unacc"
"2031",0,"med","med","2","4","med","high","unacc"
"2041",0,"high","vhigh","3","more","big","high","acc"
"2051",0,"high","high","5more","more","big","high","good"
"2061",0,"low","high","2","4","small","low","unacc"
"2071",0,"vhigh","low","5more","4","med","high","unacc"
"2081",0,"high","vhigh","2","more","big","med","unacc"
"2091",0,"med","high","2","more","big","med","unacc"
"2101",0,"vhigh","med","4","2","big","med","unacc"
"211",0,"high","med","3","more","big","low","acc"
"2121",0,"vhigh","high","4","4","small","high","unacc"
"2131",0,"vhigh","low","2","4","big","high","good"
"2141",0,"high","vhigh","2","more","med","high","acc"
"2151",0,"med","vhigh","2","2","small","high","acc"
"2161",0,"vhigh","vhigh","5more","4","small","med","unacc"
"2171",0,"med","med","3","4","big","med","unacc"
"2181",0,"med","med","3","more","small","high","unacc"
"2191",0,"high","vhigh","5more","2","med","low","good"
"2201",0,"high","vhigh","3","more","small","high","unacc"
"2211",0,"low","low","3","more","med","low","unacc"
"2221",0,"high","vhigh","2","4","big","low","unacc"
"223",0,"high","low","2","2","small","med","unacc"
"2241",0,"vhigh","vhigh","5more","2","big","high","acc"
"225",0,"low","low","4","4","small","low","unacc"
"2261",0,"med","med","5more","more","big","high","unacc"
"2271",0,"high","low","5more","4","small","low","unacc"
"2281",0,"high","high","2","more","med","high","unacc"
"2291",0,"med","low","3","more","big","high","acc"
"2301",0,"vhigh","high","5more","4","med","high","unacc"
"231",0,"low","vhigh","2","4","big","high","unacc"
"232",0,"high","low","2","4","big","med","unacc"
"2331",0,"vhigh","high","2","more","big","high","good"
"2341",0,"high","med","3","4","big","high","unacc"
"2351",0,"vhigh","high","5more","4","small","low","unacc"
"2361",0,"med","med","5more","2","small","low","unacc"
"2371",0,"low","high","4","4","med","high","acc"
"2381",0,"vhigh","high","2","2","small","high","acc"
"2391",0,"vhigh","high","2","2","small","high","unacc"
"240",0,"high","vhigh","2","4","med","high","unacc"
"2411",0,"vhigh","vhigh","5more","2","small","low","unacc"
"2421",0,"vhigh","low","5more","4","small","low","unacc"
"2431",0,"vhigh","med","5more","2","small","low","unacc"
"2441",0,"vhigh","vhigh","5more","2","big","high","unacc"
"2451",0,"med","med","4","4","small","low","unacc"
"2461",0,"high","vhigh","5more","4","big","high","unacc"
"2471",0,"low","med","2","2","med","low","acc"
"248",0,"low","vhigh","2","4","small","high","unacc"
"2491",0,"med","low","5more","2","small","med","acc"
"2501",0,"vhigh","high","5more","4","small","high","acc"
"2511",0,"low","vhigh","3","2","big","low","unacc"
"2521",0,"high","low","4","more","big","high","acc"
"2531",0,"med","vhigh","3","2","small","high","unacc"
"2541",0,"med","low","5more","4","med","med","unacc"
"2551",0,"med","low","4","more","big","high","unacc"
"2561",0,"high","vhigh","4","more","med","low","unacc"
"257",0,"low","high","2","4","med","med","unacc"
"2581",0,"high","low","4","more","small","med","acc"
"2591",0,"vhigh","low","5more","2","big","low","unacc"
"2601",0,"low","vhigh","2","4","small","low","unacc"
"2611",0,"vhigh","high","4","4","small","low","acc"
"262",0,"high","med","5more","2","med","low","acc"
"263",0,"high","vhigh","2","2","small","high","acc"
"2641",0,"med","high","3","more","big","low","acc"
"2651",0,"low","vhigh","3","4","small","low","unacc"
"266",0,"low","low","5more","more","big","high","unacc"
"2671",0,"med","high","2","2","small","high","unacc"
"268",0,"med","low","5more","2","big","med","unacc"
"2691",0,"high","med","5more","2","med","low","unacc"
"2701",0,"high","low","5more","2","med","med","unacc"
"2711",0,"med","med","4","2","small","low","unacc"
"2721",0,"med","med","4","more","big","low","unacc"
"2731",0,"vhigh","vhigh","2","2","big","med","unacc"
"2741",0,"low","high","5more","2","small","med","unacc"
"275",0,"med","low","3","2","med","med","unacc"
"276",0,"med","low","4","4","med","med","acc"
"2771",0,"med","high","5more","more","med","med","unacc"
"278",0,"high","med","4","4","big","high","unacc"
"2791",0,"high","vhigh","3","2","med","low","acc"
"280",0,"high","vhigh","4","4","small","med","unacc"
"2811",0,"med","high","2","4","big","med","unacc"
"282",0,"low","high","3","2","small","med","unacc"
"283",0,"vhigh","vhigh","5more","more","small","low","unacc"
"2841",0,"vhigh","med","2","4","med","low","unacc"
"2851",0,"med","vhigh","3","2","small","low","acc"
"2861",0,"vhigh","vhigh","2","4","big","low","unacc"
"287",0,"med","vhigh","3","2","med","med","acc"
"2881",0,"med","high","5more","more","med","med","unacc"
"2891",0,"high","med","5more","2","med","med","unacc"
"2901",0,"vhigh","low","5more","4","big","low","acc"
"2911",0,"low","low","3","4","med","low","unacc"
"2921",0,"vhigh","high","3","2","med","low","unacc"
"2931",0,"vhigh","low","4","more","small","high","acc"
"2941",0,"low","vhigh","5more","more","small","med","acc"
"2951",0,"high","med","4","2","big","med","unacc"
"2961",0,"med","high","2","2","small","low","unacc"
