"","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"4139",775,"Germany","Male",32,8,121669.23,1,0,1,125898.39,0
"4141",841,"Germany","Female",33,7,154969.79,2,1,1,99505.75,0
"4155",726,"France","Male",34,3,0,2,1,0,196288.46,0
"4156",587,"Spain","Male",41,8,85109.21,1,1,0,1557.82,0
"4166",775,"France","Male",60,7,0,2,1,1,111558.7,0
"4171",673,"Germany","Female",69,3,78833.15,2,1,1,37196.15,0
"4173",636,"France","Female",35,2,0,2,1,1,23129.46,0
"4177",754,"Germany","Female",39,8,129401.87,1,1,1,87684.93,0
"4185",598,"Germany","Male",59,8,118210.42,2,0,0,60192.14,1
"4186",675,"Spain","Male",35,8,0,2,1,0,29062.25,0
"4197",625,"Spain","Female",57,7,0,1,0,0,84106.17,1
"4200",628,"Spain","Female",39,8,107553.33,1,1,0,117523.41,0
"4212",792,"Spain","Male",47,0,0,1,1,1,5557.88,1
"4213",627,"Spain","Female",25,4,0,1,1,1,194313.93,0
"4220",543,"Germany","Female",25,1,146566.01,1,0,1,161407.48,0
"4221",589,"Spain","Female",45,1,0,1,0,0,125939.22,1
"4223",850,"France","Male",40,6,0,1,1,0,136985.08,1
"4240",636,"France","Female",39,3,118336.14,1,1,0,184691.77,0
"4241",634,"France","Female",45,2,0,1,1,1,143458.31,0
"4242",793,"Spain","Male",63,0,0,2,0,1,27166.75,0
"4254",728,"Spain","Female",29,1,0,1,1,1,83056.22,0
"4256",490,"France","Male",29,4,0,2,1,0,32089.57,0
"4259",782,"Germany","Male",35,7,98556.89,2,1,0,117644.36,0
"4261",587,"France","Male",40,2,0,4,0,1,106174.7,1
"4269",753,"France","Male",46,8,0,3,1,0,90747.94,1
"4271",623,"France","Female",57,7,71481.79,2,1,1,84421.34,0
"4274",562,"France","Male",75,5,87140.85,1,1,1,39351.64,0
"4278",775,"Germany","Male",51,2,123783.25,1,1,1,134901.57,0
"4280",604,"France","Male",33,3,148659.48,1,0,0,42437.75,0
"4288",714,"Germany","Male",53,1,99141.86,1,1,1,72496.05,1
"4294",733,"Spain","Male",44,3,106070.89,1,0,1,101617.43,0
"4295",579,"Germany","Female",42,3,137560.38,2,1,1,85424.34,0
"4308",770,"Spain","Male",46,9,190678.02,1,1,1,14725.36,0
"4309",641,"France","Female",40,7,0,1,1,0,126996.67,0
"4310",705,"France","Female",35,5,0,1,1,0,133991.11,1
"4314",646,"Spain","Male",69,10,115462.44,1,1,0,40421.87,0
"4315",638,"France","Male",34,5,133501.36,1,0,1,155643.04,0
"4318",492,"France","Female",28,9,0,2,1,0,95957.09,0
"4321",701,"Germany","Male",36,7,95448.32,2,1,0,189085.07,0
"4328",678,"Germany","Female",30,1,139676.95,2,0,1,16146,0
"4329",581,"France","Female",55,6,0,1,1,1,22442.13,0
"4330",748,"Spain","Male",60,3,0,2,1,1,78194.37,0
"4332",691,"Spain","Male",21,3,103000.94,1,1,1,104648.58,0
"4339",714,"Spain","Male",25,2,0,1,1,1,132979.43,0
"4341",577,"Spain","Female",44,8,115557,1,0,1,127506.76,0
"4343",554,"Spain","Male",30,6,135370.12,1,1,1,179689.05,1
"4347",743,"Spain","Male",41,7,0,1,1,0,163736.09,1
"4357",641,"France","Female",42,7,125437.14,2,0,0,164128.58,0
"4358",755,"France","Male",36,8,0,2,1,0,176809.87,0
"4363",571,"Spain","Female",22,3,108117.1,1,0,1,53328.7,0
"4371",725,"France","Male",39,4,160652.45,2,1,0,57643.55,0
"4372",563,"France","Female",35,2,183572.84,1,1,1,66006.75,1
"4375",688,"Germany","Male",41,2,112871.19,2,0,1,65520.74,0
"4383",622,"France","Female",39,9,83456.79,2,0,0,38882.34,0
"4384",645,"France","Male",42,4,98298.18,1,1,1,676.06,0
"4386",651,"France","Male",35,2,86911.8,1,1,0,174094.24,0
"4387",783,"Germany","Female",42,2,139707.28,1,1,0,2150.22,0
"4388",732,"Spain","Female",67,1,0,2,1,1,177783.04,0
"4390",660,"France","Male",30,7,146301.31,1,0,0,96847.91,0
"4392",718,"France","Male",38,7,0,2,1,0,38308.34,0
"4400",670,"France","Female",45,9,104930.38,1,1,0,155921.81,1
"4409",687,"France","Male",34,7,129895.19,1,0,1,28698.17,0
"4415",712,"Germany","Male",27,8,113174.21,2,1,0,147261.58,0
"4422",630,"Spain","Female",31,1,0,2,1,1,169802.73,0
"4427",707,"France","Female",44,6,0,2,1,1,192542.17,0
"4431",588,"Spain","Male",59,4,0,2,1,1,27435.41,0
"4441",712,"France","Male",32,9,100606.02,1,1,0,165693.06,0
"4444",683,"Germany","Female",32,0,138171.1,2,1,1,188203.58,0
"4447",701,"France","Female",37,3,0,2,1,1,164268.28,0
"4450",666,"France","Male",36,3,0,2,1,0,35156.54,0
"4454",809,"Germany","Male",33,8,148055.74,1,0,0,199203.21,0
"4455",615,"France","Male",36,6,0,1,1,1,27011.8,1
"4461",661,"France","Male",35,5,0,1,1,0,155394.52,0
"4474",646,"Germany","Female",29,4,105957.44,1,1,0,15470.91,0
"4475",767,"France","Male",36,3,0,1,0,0,65147.27,0
"4479",549,"France","Male",31,4,0,2,0,1,25684.85,0
"4488",696,"Germany","Male",31,3,150604.52,1,0,0,5566.6,0
"4511",611,"Germany","Female",43,9,127216.31,2,0,1,17913.25,0
"4517",497,"Germany","Female",32,8,111537.23,4,1,1,9497.99,1
"4518",750,"Spain","Female",39,7,119565.92,1,1,0,87067.73,0
"4531",697,"Germany","Male",43,7,115371.94,2,1,0,64139.1,0
"4533",548,"Spain","Male",38,0,178056.54,2,1,0,38434.73,0
"4538",710,"Spain","Female",31,5,0,2,1,0,9561.73,0
"4540",718,"France","Female",37,7,0,2,1,1,55100.09,0
"4542",617,"Spain","Female",36,7,115617.24,1,1,1,71519.4,0
"4544",791,"Germany","Female",42,10,113657.41,2,0,1,139946.68,1
"4545",673,"Spain","Male",39,8,138160,1,1,1,110468.51,0
"4550",537,"France","Male",59,9,0,2,0,0,103799.77,1
"4551",579,"France","Female",39,3,166501.17,2,1,0,93835.64,0
"4559",792,"France","Male",34,1,0,1,0,1,86330.32,0
"4562",562,"Germany","Male",31,4,127237.25,2,0,1,143317.42,0
"4570",516,"France","Male",33,7,115195.58,1,1,1,11205.5,0
"4573",669,"Germany","Female",30,7,139872.81,1,1,0,188795.85,0
"4574",645,"France","Female",24,3,34547.82,1,1,1,11638.17,0
"4580",534,"France","Male",52,1,0,3,1,1,104035.41,1
"4590",615,"France","Male",35,7,0,2,1,0,150784.29,0
"4596",743,"Germany","Male",65,2,131935.51,1,1,1,96399.67,1
"4598",706,"Germany","Female",46,4,105214.58,1,1,0,108699.59,1
"4599",638,"France","Male",46,9,139859.54,1,1,0,38967.29,0
"4612",555,"Germany","Male",48,3,142055.41,2,0,1,79134.78,0
"4619",526,"France","Male",42,1,0,1,0,1,168486.02,0
"4620",708,"France","Female",47,0,126589.12,2,0,1,132730.07,1
"4622",567,"Spain","Male",43,2,115643.58,2,0,0,174606.35,0
"4623",564,"Spain","Male",48,5,132876.23,1,1,0,79259.77,0
"4625",629,"France","Male",46,1,130666.2,1,1,1,161125.67,1
"4629",650,"Spain","Male",32,1,132187.73,2,1,1,178331.36,0
"4664",620,"Germany","Male",35,0,76989.97,1,1,1,17242.79,0
"4667",850,"Germany","Female",39,5,114491.82,1,1,0,99689.48,0
"4678",706,"Germany","Female",48,10,104478.12,3,0,1,158248.71,1
"4680",777,"Spain","Female",35,3,0,2,1,1,17257.72,0
"4681",676,"Germany","Male",48,3,80697.44,1,0,0,101397.86,0
"4683",809,"France","Male",24,7,109558.36,1,1,0,183515.13,0
"4689",690,"France","Male",33,5,0,2,1,0,138017.68,0
"4691",497,"Germany","Male",24,6,111769.14,2,1,0,55859.27,0
"4694",543,"France","Female",32,7,147256.86,1,1,0,112771.95,0
"4707",850,"France","Male",43,4,161256.53,1,1,1,140071.57,0
"4712",754,"France","Male",39,3,74896.33,1,0,0,34430.16,0
"4714",837,"Germany","Male",35,0,144037.6,1,1,0,145325.32,0
"4715",567,"France","Female",23,9,93522.2,1,0,1,81425.61,0
"4716",800,"Spain","Male",38,1,0,2,1,0,51553.43,0
"4722",757,"France","Female",44,4,123322.15,1,1,0,137136.29,0
"4729",501,"Germany","Male",40,5,114655.58,1,0,0,126535.92,0
"4735",590,"France","Female",54,4,0,2,1,1,93820.49,1
"4737",638,"France","Female",32,0,0,2,1,0,160129.99,0
"4740",607,"France","Female",32,6,0,2,0,0,196062.01,0
"4754",454,"Spain","Male",40,2,123177.01,1,1,0,148309.98,0
"4764",752,"France","Male",38,0,145974.79,2,1,1,137694.23,0
"4769",599,"Spain","Female",31,3,0,1,1,1,130086.47,1
"4773",487,"Spain","Male",44,6,61691.45,1,1,1,53087.98,0
"4782",850,"Spain","Female",53,7,65407.16,2,0,0,182633.63,1
"4793",756,"Spain","Male",19,4,130274.22,1,1,1,133535.29,0
"4797",719,"Spain","Male",35,1,100829.94,1,1,1,165008.97,0
"4802",823,"France","Male",71,5,149105.08,1,0,1,162683.06,0
"4807",697,"France","Female",33,1,87347.7,1,1,0,172524.51,0
"4814",517,"Spain","Male",39,3,0,2,0,1,12465.51,0
"4817",600,"France","Male",29,8,0,2,0,1,34747.43,0
"4821",484,"France","Female",32,3,0,2,1,1,139390.99,0
"4831",660,"Spain","Male",30,4,0,2,1,0,129149.06,0
"4833",617,"France","Female",79,7,0,1,1,1,160589.18,0
"4838",803,"France","Male",28,3,0,2,1,0,159654,0
"4839",556,"France","Female",40,9,129860.37,1,0,0,17992.94,0
"4841",411,"France","Female",35,2,0,2,1,1,93825.78,0
"4845",670,"Germany","Female",36,2,84266.44,2,0,0,38614.69,0
"4849",635,"France","Male",42,1,146766.72,2,0,1,164357.1,0
"4865",737,"France","Male",54,9,0,1,1,0,83470.4,1
"4868",648,"France","Female",34,3,0,1,1,0,54726.43,0
"4878",737,"France","Male",44,7,0,2,0,0,57898.58,0
"4879",793,"Spain","Male",29,8,96674.55,2,0,0,192120.66,0
"4882",579,"France","Male",31,6,0,2,1,0,26149.25,0
"4886",562,"Spain","Male",41,5,165445.04,2,1,0,85787.31,0
"4896",784,"France","Male",31,7,0,2,1,1,143204.41,0
"4897",605,"France","Male",41,5,91612.91,1,1,1,28427.84,0
"4905",741,"France","Female",44,7,0,2,1,1,190534.76,0
"4908",523,"France","Male",34,2,161588.89,1,1,1,51358.66,0
"4909",540,"France","Male",48,2,109349.29,1,1,0,88703.04,1
"4910",596,"Spain","Female",29,6,0,2,1,0,116696.77,0
"4913",748,"France","Male",60,0,152335.7,1,1,0,126743.33,1
"4918",542,"France","Male",32,7,107871.72,1,1,0,125302.64,0
"4929",513,"Spain","Male",39,7,89039.9,2,1,1,146738.83,0
"4932",682,"Germany","Male",81,6,122029.15,1,1,1,50783.88,0
"4936",505,"Germany","Male",43,6,127146.68,1,0,0,137565.87,0
"4939",773,"Germany","Male",34,10,126979.75,1,0,0,36823.28,0
"4943",592,"France","Male",36,1,126477.42,1,0,0,179718.17,0
"4944",528,"Spain","Male",43,7,97473.87,2,1,1,159823.16,0
"4950",567,"France","Male",36,1,0,2,0,0,8555.73,0
"4953",679,"Spain","Male",58,9,109327.65,1,1,1,3829.13,0
"4957",660,"Spain","Male",33,2,80462.24,1,0,0,150422.35,0
"4961",811,"France","Male",42,10,0,2,1,1,3797.79,0
"4965",466,"France","Female",41,3,33563.95,2,1,0,178994.13,1
"4967",611,"France","Male",64,9,0,2,1,1,53277.15,0
"4976",743,"France","Male",39,6,0,2,1,0,44265.28,0
"4979",540,"Germany","Male",35,7,127801.88,1,0,1,84239.46,0
"4983",615,"France","Male",30,7,0,2,1,1,156346.84,0
"4984",543,"France","Male",30,4,140916.81,1,1,0,157711.18,0
"4988",452,"France","Female",35,7,0,2,1,0,164241.67,0
"4992",493,"France","Female",33,8,90791.69,1,1,1,59659.53,0
"4997",500,"Germany","Male",44,9,160838.13,2,1,0,196261.64,0
"5007",755,"Germany","Female",37,0,113865.23,2,1,1,117396.25,0
"5011",575,"Germany","Male",49,7,121205.15,4,1,1,168080.53,1
"5017",501,"France","Female",29,8,0,2,1,0,112664.24,0
"5021",491,"Germany","Female",68,1,95039.12,1,0,1,116471.14,1
"5024",555,"France","Male",40,10,43028.77,1,1,0,170514.21,0
"5026",728,"France","Male",37,3,122689.51,2,0,0,106977.53,1
"5027",626,"France","Male",44,10,0,2,0,0,164287.86,0
"5039",612,"France","Female",63,2,126473.33,1,0,1,147545.65,0
"5046",755,"France","Female",29,3,0,3,1,0,4733.94,0
"5048",471,"Spain","Male",26,8,0,2,1,1,179655.87,0
"5052",704,"Spain","Male",36,8,127397.34,1,1,0,151335.24,0
"5063",849,"Germany","Male",41,10,84622.13,1,1,1,198072.16,0
"5066",832,"France","Female",27,10,98590.25,1,1,0,30912.89,0
"5067",567,"France","Female",26,2,0,2,1,1,78651.55,0
"5078",616,"France","Male",34,10,0,2,1,0,25662.27,0
"5084",653,"Spain","Female",38,9,149571.94,1,1,0,118383.18,0
"5086",547,"Germany","Male",49,8,121537.71,2,1,0,46521.45,1
"5091",474,"France","Female",30,9,0,2,0,0,63158.22,0
"5094",650,"Germany","Female",55,2,140891.46,3,1,1,179834.45,1
"5096",705,"Spain","Female",46,5,89364.91,1,0,1,139162.15,0
"5097",669,"France","Female",29,7,146011.4,1,0,0,50249.16,0
"5113",536,"Spain","Female",28,4,0,1,1,1,136197.65,0
"5119",721,"France","Male",40,3,0,1,1,1,144874.67,0
"5127",654,"Spain","Female",54,5,0,2,0,1,47139.06,0
"5132",664,"France","Male",40,7,125608.72,1,1,0,122073.48,0
"5139",850,"France","Male",34,6,0,1,0,1,52796.31,0
"5143",719,"Spain","Female",48,5,0,2,0,0,78563.66,0
"5150",721,"France","Female",49,1,120108.56,1,0,1,183421.76,0
"5152",774,"France","Female",35,3,121418.62,1,1,1,24400.37,0
"5153",585,"Spain","Male",36,10,0,2,1,1,180318.6,0
"5156",713,"France","Female",42,3,0,2,0,0,82565.01,0
"5157",555,"Spain","Male",33,5,127343.4,1,0,1,121789.3,0
"5170",651,"Germany","Male",31,7,138008.06,2,1,0,129912.74,0
"5181",569,"Spain","Male",43,8,161546.68,2,0,1,178187.28,0
"5188",683,"France","Female",30,2,0,2,0,1,100496.84,1
"5193",663,"France","Female",39,8,0,2,1,1,101168.9,0
"5201",512,"Germany","Male",42,9,93955.83,2,1,0,14828.54,0
"5207",493,"France","Male",38,3,134006.77,1,1,0,89578.32,0
"5213",742,"Germany","Male",55,5,155196.17,1,0,1,121207.66,1
"5227",481,"Spain","Male",39,1,111233.09,1,1,1,123995.15,0
"5233",559,"France","Female",46,5,0,1,1,0,21006.1,1
"5240",766,"Germany","Male",44,3,116822.7,1,0,0,197643.24,0
"5243",655,"Germany","Female",40,0,81954.6,1,1,1,198798.44,1
"5247",521,"France","Female",32,2,136555.01,2,1,1,129353.21,0
"5250",740,"France","Male",44,9,0,1,0,1,96528,1
"5266",560,"France","Female",27,5,0,2,1,0,131919.48,0
"5271",588,"Germany","Male",33,9,150186.22,2,1,1,65611.01,0
"5275",622,"France","Male",43,8,0,2,1,0,100618.17,0
"5277",575,"France","Male",29,4,121823.4,2,1,1,50368.87,0
"5279",510,"Germany","Male",31,0,113688.63,1,1,0,33099.41,1
"5284",656,"Germany","Female",23,4,163549.63,1,0,1,21085.12,0
"5292",659,"France","Female",32,2,155584.21,1,0,1,153662.88,0
"5294",604,"Spain","Female",41,10,0,2,1,1,166224.39,0
"5298",572,"Germany","Male",51,8,97750.07,3,1,1,193014.26,1
"5313",712,"Spain","Female",48,8,0,2,1,0,183235.33,0
"5316",683,"France","Male",36,5,115350.63,1,1,1,122305.91,0
"5320",645,"Germany","Male",25,1,157404.02,2,1,0,93073.04,0
"5322",732,"France","Male",25,0,110942.9,1,0,0,172576.56,0
"5325",654,"Germany","Male",31,5,150593.59,2,1,1,105218.45,0
"5326",529,"France","Female",43,0,123815.86,1,1,1,78463.99,1
"5328",850,"Germany","Female",25,8,69385.17,2,1,0,87834.24,0
"5344",727,"France","Male",47,7,0,2,1,0,193305.35,0
"5346",806,"France","Male",34,6,0,2,0,0,100809.99,0
"5348",649,"Spain","Male",32,1,0,1,0,1,91167.19,1
"5350",684,"Germany","Male",32,3,102630.13,2,1,1,127433.47,0
"5351",477,"France","Female",57,9,114023.64,2,1,1,71167.17,1
"5352",558,"Germany","Male",41,2,124227.14,1,1,1,111184.67,0
"5358",405,"Germany","Male",31,5,133299.67,2,1,1,72950.14,0
"5367",670,"Germany","Female",42,5,49508.79,3,1,1,100324.01,0
"5368",673,"France","Male",41,5,0,1,1,1,65657.29,0
"5374",776,"Spain","Male",30,6,0,2,0,1,63908.86,0
"5381",850,"Spain","Male",36,0,0,2,1,0,141242.57,0
"5387",642,"France","Male",48,9,118317.27,4,0,0,78702.98,1
"5389",574,"Germany","Male",54,1,99774.5,1,0,0,4896.11,1
"5391",735,"France","Female",38,1,0,3,0,0,92220.12,1
"5395",637,"Spain","Female",44,0,157622.58,1,1,1,120454.2,0
"5398",723,"France","Female",40,7,142856.95,2,0,0,38019.74,0
"5399",831,"Germany","Male",44,3,111100.98,1,1,1,28144.07,1
"5401",731,"France","Female",30,5,0,2,1,0,189528.72,0
"5405",657,"France","Male",37,4,82500.28,1,1,1,115260.72,0
"5412",642,"France","Female",40,7,0,2,1,0,10712.82,0
"5413",779,"France","Female",48,2,115290.27,1,0,0,98912.69,1
"5418",588,"France","Male",32,1,0,2,1,1,8763.87,0
"5423",607,"France","Female",31,1,102523.88,1,1,1,166792.71,0
"5427",636,"Spain","Female",36,1,0,1,1,0,43134.58,0
"5433",599,"Spain","Male",51,0,0,1,1,1,175235.99,0
"5434",577,"France","Male",37,2,127261.35,1,1,0,56185.05,0
"5435",733,"Spain","Female",32,5,0,2,1,0,131625.14,0
"5444",701,"Spain","Male",28,1,103421.32,1,0,1,76304.73,0
"5446",451,"France","Female",36,2,0,2,1,1,180142.42,0
"5453",558,"France","Female",45,1,153697.53,2,0,0,89891.4,1
"5454",714,"France","Female",25,4,0,2,0,0,82500.84,0
"5458",738,"Germany","Male",62,10,83008.31,1,1,1,42766.03,0
"5469",591,"France","Male",45,5,0,2,1,1,155492.87,0
"5474",787,"Germany","Female",38,3,158373.23,1,1,1,28228.35,0
"5476",612,"Germany","Male",42,5,141927.1,1,1,1,43018.98,0
"5488",763,"France","Male",35,9,0,1,1,1,31372.91,0
"5489",410,"France","Female",35,7,117183.74,1,1,1,109733.73,0
"5495",383,"Spain","Female",48,8,95808.19,1,0,0,137702.01,1
"5498",774,"Spain","Female",36,8,117152.3,1,0,0,101828.39,0
"5508",583,"Spain","Female",40,3,54428.37,1,1,0,109638.78,1
"5510",597,"France","Male",33,9,0,2,1,0,49374.82,0
"5511",588,"Germany","Female",48,1,143279.58,2,1,0,31580.8,1
"5516",527,"Germany","Female",28,2,123802.98,2,1,1,155846.69,0
"5517",592,"France","Male",37,3,96651.03,1,1,1,3232.82,0
"5525",641,"France","Female",53,0,123835.52,2,0,1,160110.65,0
"5540",614,"Spain","Male",39,3,151914.93,1,0,0,56459.45,0
"5543",682,"France","Female",35,2,181166.44,1,1,1,63737.19,1
"5548",688,"France","Male",38,7,148045.68,1,1,0,175479.92,1
"5551",733,"France","Female",44,6,168165.84,1,0,1,197193.49,0
"5565",609,"Spain","Male",39,2,139443.75,2,1,0,9234.06,0
"5567",633,"Germany","Male",42,3,126041.02,1,0,1,11796.89,0
"5571",569,"Germany","Male",35,2,109196.66,3,1,0,109393.19,1
"5576",656,"France","Male",40,2,0,2,1,1,180553.48,0
"5577",566,"Germany","Male",65,4,120100.41,1,1,0,107563.16,1
"5587",816,"Germany","Female",25,2,150355.35,2,1,1,35770.84,0
"5589",593,"France","Female",35,6,133489.12,2,1,1,78101.29,0
"5590",715,"Germany","Female",37,9,105489.31,1,0,0,143096.49,1
"5593",576,"Spain","Male",19,6,0,2,0,0,72306.07,0
"5597",597,"Spain","Male",35,9,0,3,0,1,73181.39,1
"5610",623,"Spain","Female",40,4,0,3,1,0,31669.18,0
"5611",733,"France","Female",28,5,0,2,0,0,12761.16,0
"5612",625,"Germany","Male",42,6,100047.33,1,1,0,93429.95,0
"5616",520,"France","Female",29,8,95947.76,1,1,0,4696.44,0
"5619",656,"France","Male",38,10,0,1,1,1,136521.82,0
"5623",670,"France","Male",38,10,89416.99,1,0,0,144275.39,0
"5630",578,"Spain","Male",28,4,0,2,0,0,6947.09,0
"5635",754,"France","Female",38,2,0,2,0,0,3524.69,0
"5642",675,"Germany","Male",42,2,92616.64,2,1,0,8567.18,0
"5643",782,"Spain","Female",41,4,0,1,1,0,132943.88,0
"5644",616,"Spain","Female",36,6,0,1,1,1,12916.32,1
"5646",717,"Spain","Female",42,5,190305.78,1,1,0,99347.8,1
"5647",526,"Germany","Female",35,9,118536.4,1,1,0,40980.87,1
"5655",677,"Spain","Female",43,3,133214.88,2,1,1,95936.84,0
"5657",663,"France","Female",27,9,0,2,1,0,150850.29,0
"5662",472,"France","Female",26,5,0,2,1,0,108411.66,0
"5668",672,"France","Female",34,8,0,2,1,1,16245.25,0
"5676",766,"France","Female",26,3,104258.8,1,1,1,428.23,0
"5687",644,"Spain","Female",46,6,12459.19,1,0,0,156787.34,1
"5690",722,"Spain","Female",50,4,132088.59,1,1,1,128262.14,0
"5693",573,"France","Female",30,6,0,2,1,0,66190.21,0
"5695",660,"France","Female",31,6,172325.67,1,0,1,45438.38,0
"5696",787,"France","Male",46,7,117685.31,2,1,1,93360.35,0
"5698",567,"France","Male",39,5,0,2,0,0,168521.72,0
"5699",682,"Spain","Female",64,9,0,2,1,1,103318.44,0
"5705",732,"Germany","Female",45,6,98792.4,1,1,0,81491.7,1
"5706",628,"Germany","Male",40,5,181768.32,2,1,1,129107.97,0
"5711",778,"France","Male",34,5,139064.06,2,0,0,67949.32,0
"5713",660,"Germany","Male",35,9,113948.58,1,1,0,188891.96,1
"5714",537,"France","Male",47,10,0,2,0,1,25482.62,0
"5723",681,"France","Male",34,3,0,2,0,0,55816.2,0
"5729",701,"France","Male",41,10,0,2,1,1,146257.77,0
"5730",488,"France","Male",43,10,112751.13,1,1,1,28332,0
"5732",674,"France","Male",45,7,144889.18,1,1,1,102591.9,1
"5737",581,"France","Male",31,3,0,2,0,0,89040.61,0
"5738",682,"Germany","Female",35,2,117438.92,2,1,1,16910.98,0
"5743",832,"France","Male",61,2,0,1,0,1,127804.66,1
"5745",749,"Spain","Female",43,1,124209.02,1,1,1,167179.48,0
"5746",629,"Spain","Male",32,3,0,2,1,1,15404.64,0
"5748",542,"Spain","Male",34,8,108653.93,1,0,1,144725.14,0
"5750",844,"France","Female",29,8,0,2,0,0,147342.03,0
"5758",681,"France","Male",32,3,148884.47,2,1,1,90967.37,0
"5761",528,"Spain","Male",23,7,104744.89,1,1,0,170262.97,0
"5771",631,"France","Male",51,8,100654.8,1,1,0,171587.9,0
"5787",588,"France","Male",40,5,0,2,0,0,100727.68,0
"5788",729,"Germany","Male",26,4,97268.1,2,1,0,39356.38,0
"5789",602,"France","Female",42,10,0,2,0,0,169921.11,1
"5804",526,"Spain","Male",38,2,0,2,0,0,58010.98,0
"5805",625,"Germany","Female",35,5,86147.46,2,1,0,163440.8,1
"5806",537,"Spain","Female",38,1,96939.06,1,1,1,102606.92,0
"5809",684,"France","Male",60,2,116563.58,1,1,0,120257.7,1
"5812",537,"Spain","Female",38,6,141786.78,1,0,1,147797.54,0
"5815",618,"Germany","Female",40,1,133245.52,2,1,1,54495.82,0
"5817",547,"France","Male",43,1,92350.36,1,0,1,80262.91,0
"5826",607,"Spain","Female",62,8,108004.64,1,1,1,23386.77,1
"5832",635,"France","Female",27,8,127471.56,1,1,1,152916.05,1
"5833",709,"France","Male",26,6,156551.63,1,0,1,4410.77,0
"5835",793,"France","Male",32,2,0,2,1,0,193817.63,1
"5840",594,"Germany","Male",40,0,152092.44,2,1,1,83508.93,0
"5842",676,"France","Female",49,1,0,1,1,0,79342.31,1
"5843",608,"Spain","Female",38,9,102406.76,1,0,1,57600.66,0
"5844",710,"France","Male",21,4,109130.96,2,1,1,56191.99,0
"5858",594,"France","Female",56,7,0,1,1,0,26215.85,1
"5864",748,"France","Male",40,3,95297.11,1,0,0,171515.84,0
"5870",562,"Germany","Male",31,2,112708.2,1,0,1,186370.3,0
"5871",632,"France","Male",43,2,100013.51,1,1,0,24275.32,0
"5872",479,"France","Female",33,2,208165.53,1,0,0,50774.81,1
"5878",474,"France","Male",26,6,0,2,0,0,152491.22,0
"5899",699,"France","Male",34,2,117468.67,1,1,0,185227.42,0
"5909",749,"Spain","Female",46,9,66582.81,1,1,0,78753.12,1
"5911",481,"France","Female",39,6,0,1,1,1,24677.54,0
"5923",555,"France","Female",44,3,105770.7,3,1,0,60533.96,1
"5926",706,"Germany","Female",39,8,112889.91,1,0,1,6723.66,0
"5930",699,"France","Male",32,3,0,2,1,1,170770.44,0
"5936",544,"Spain","Male",37,2,0,2,0,0,135067.02,0
"5937",588,"Spain","Female",22,9,67178.19,1,1,1,163534.75,1
"5938",740,"Spain","Female",31,8,0,2,0,0,86657.48,0
"5944",645,"France","Female",55,7,0,2,1,1,18369.33,0
"5949",473,"Germany","Female",35,7,131504.73,1,1,0,189560.43,0
"5951",834,"Germany","Female",57,8,112281.6,3,1,0,140225.14,1
"5957",798,"Germany","Female",38,4,129055.13,1,1,0,157147.59,0
"5958",612,"Germany","Male",76,6,96166.88,1,1,1,191393.26,0
"5959",540,"France","Female",40,3,165298.12,1,0,1,199862.75,0
"5960",719,"Spain","Female",33,7,0,2,1,0,20016.59,0
"5962",796,"Spain","Male",32,5,102773.15,2,0,1,117832.88,0
"5965",599,"Spain","Male",35,6,137102.65,1,0,0,76870.81,0
"5968",773,"Spain","Male",37,2,103195.2,2,1,0,178268.36,0
"5969",526,"France","Male",28,1,112070.44,1,0,1,126281.83,0
"5972",805,"Spain","Male",37,5,0,2,1,0,21928.81,0
"5977",537,"France","Female",38,10,0,1,0,0,52337.97,1
"5981",558,"Spain","Female",31,7,0,2,1,0,166720.28,0
"5982",634,"Germany","Female",37,7,143258.85,2,1,0,192721.98,0
"5990",668,"France","Female",53,10,110240.04,1,0,0,183980.56,1
"5993",758,"France","Female",32,2,84378.9,1,1,1,75396.43,0
"5994",597,"France","Male",45,7,0,2,0,0,167756.45,0
"6000",753,"France","Female",31,6,106596.29,1,0,0,91305.77,0
"6001",629,"France","Female",37,10,99546.25,3,0,1,25136.95,1
"6017",850,"Germany","Male",38,7,101985.81,2,0,0,43801.27,0
"6019",731,"France","Male",30,7,0,2,0,1,143086.09,0
"6021",609,"France","Female",35,2,147900.43,1,1,0,140000.29,0
"6025",698,"Spain","Male",27,6,125427.37,2,0,0,27654.44,0
"6029",646,"Spain","Female",50,5,142644.64,2,1,1,142208.5,1
"6036",617,"France","Male",34,1,61687.33,2,1,0,105965.25,0
"6042",775,"France","Male",45,8,0,1,1,0,130376.68,0
"6043",727,"France","Female",29,1,146652.01,1,1,1,173486.39,0
"6046",549,"Germany","Female",37,1,130622.34,2,1,1,128499.94,0
"6047",593,"Germany","Male",69,2,187013.13,2,0,1,105898.69,0
"6057",768,"France","Male",25,6,0,2,1,1,21215.67,0
"6064",762,"France","Male",31,7,117687.35,1,1,1,159344.43,0
"6065",772,"France","Male",23,2,0,2,1,0,18364.19,0
"6068",563,"France","Female",34,6,0,2,0,0,36536.93,0
"6072",625,"Spain","Male",52,8,121161.57,1,1,0,48988.28,0
"6077",687,"France","Female",24,3,110495.27,1,1,0,158615.41,0
"6078",660,"Germany","Female",37,2,133200.09,1,0,0,71433.88,0
